original_index,age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,original_prediction,alternative_prediction
142,35,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,4396,0,40,United-States,1,0
142,35,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Female,4396,0,40,United-States,1,0
144,41,Private,Bachelors,14,Married-civ-spouse,Adm-clerical,Husband,White,Female,3138,0,40,United-States,1,0
144,41,Private,Bachelors,14,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Female,3138,0,40,United-States,1,0
151,35,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Other,Female,3517,0,40,United-States,1,0
154,34,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,0,0,40,United-States,1,0
160,29,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Female,2992,0,45,United-States,1,0
160,29,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Female,2992,0,45,United-States,1,0
161,55,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,0,0,59,United-States,1,0
168,27,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Female,3850,0,40,United-States,1,0
168,27,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Other,Female,3850,0,40,United-States,1,0
176,43,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Female,4130,0,40,United-States,1,0
182,58,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Female,7860,0,40,United-States,1,0
182,58,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Female,7860,0,40,United-States,1,0
189,30,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,6477,0,37,United-States,1,0
190,49,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Female,6155,0,40,United-States,1,0
190,49,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Female,6155,0,40,United-States,1,0
198,54,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Female,4651,0,45,United-States,1,0
198,54,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Other,Female,4651,0,45,United-States,1,0
198,54,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,4651,0,45,United-States,1,0
206,24,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Female,5850,0,50,United-States,1,0
206,24,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Female,5850,0,50,United-States,1,0
207,37,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,3957,0,40,United-States,1,0
207,37,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,3957,0,40,United-States,1,0
215,26,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Female,4857,0,45,United-States,1,0
215,26,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Black,Female,4857,0,45,United-States,1,0
217,42,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Other,Female,0,0,57,United-States,1,0
218,31,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,58,United-States,1,0
218,31,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Female,0,0,58,United-States,1,0
222,42,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Black,Female,5354,0,40,United-States,1,0
224,32,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Female,2499,0,40,United-States,1,0
224,32,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Female,2499,0,40,United-States,1,0
225,41,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Female,0,0,52,United-States,1,0
237,30,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Male,0,2286,40,United-States,0,1
241,61,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,58,United-States,1,0
241,61,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Female,0,0,58,United-States,1,0
241,61,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,58,United-States,1,0
255,60,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,6771,0,34,United-States,0,1
262,37,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Female,5411,0,57,United-States,1,0
262,37,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Female,5411,0,57,United-States,1,0
262,37,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,5411,0,57,United-States,1,0
263,48,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,4445,0,57,United-States,1,0
263,48,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Other,Female,4445,0,57,United-States,1,0
263,48,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,4445,0,57,United-States,1,0
265,56,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,United-States,1,0
265,56,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Other,Female,0,0,40,United-States,1,0
270,25,Private,HS-grad,13,Married-civ-spouse,Sales,Husband,White,Female,6644,0,58,United-States,1,0
270,25,Private,HS-grad,13,Married-civ-spouse,Sales,Husband,Other,Female,6644,0,58,United-States,1,0
271,37,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Female,4266,0,60,United-States,1,0
271,37,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Female,4266,0,60,United-States,1,0
271,37,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,4266,0,60,United-States,1,0
280,24,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Female,0,0,50,United-States,1,0
280,24,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Female,0,0,50,United-States,1,0
280,24,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Other,Male,0,0,50,United-States,1,0
281,28,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,United-States,1,0
281,28,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Female,0,0,40,United-States,1,0
288,29,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,55,United-States,1,0
288,29,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Black,Female,0,0,55,United-States,1,0
288,29,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,0,0,55,United-States,1,0
290,43,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Other-relative,White,Female,0,0,40,United-States,1,0
290,43,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,0,0,40,United-States,1,0
290,43,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Other-relative,Other,Male,0,0,40,United-States,1,0
296,30,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Other,Female,0,0,56,United-States,1,0
310,43,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Female,9309,0,60,United-States,1,0
310,43,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Female,9309,0,60,United-States,1,0
315,67,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Female,0,1876,40,United-States,1,0
315,67,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Other,Female,0,1876,40,United-States,1,0
318,28,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Female,5258,0,60,United-States,1,0
318,28,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Female,5258,0,60,United-States,1,0
318,28,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,5258,0,60,United-States,1,0
327,45,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,4708,0,57,United-States,1,0
327,45,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Other,Female,4708,0,57,United-States,1,0
327,45,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,4708,0,57,United-States,1,0
328,37,Private,Bachelors,7,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,3764,0,40,United-States,0,1
345,36,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Female,0,0,40,United-States,1,0
345,36,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Female,0,0,40,United-States,1,0
353,32,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Female,0,0,40,United-States,1,0
353,32,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Other,Female,0,0,40,United-States,1,0
353,32,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,United-States,1,0
372,37,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Other,Female,4392,0,40,United-States,1,0
374,35,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Female,6261,0,56,United-States,1,0
374,35,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Female,6261,0,56,United-States,1,0
382,43,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Female,6768,0,57,United-States,1,0
382,43,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Other,Female,6768,0,57,United-States,1,0
389,33,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Male,0,0,54,United-States,0,1
390,30,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,4908,0,57,United-States,0,1
391,59,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Female,7712,0,49,United-States,1,0
391,59,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,Other,Female,7712,0,49,United-States,1,0
408,26,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Female,0,0,59,United-States,1,0
408,26,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Female,0,0,59,United-States,1,0
409,46,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,36,United-States,1,0
409,46,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Female,0,0,36,United-States,1,0
410,34,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,United-States,1,0
410,34,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Female,0,0,40,United-States,1,0
429,41,Private,Prof-school,15,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,0,1
443,67,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,1904,40,United-States,1,0
443,67,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Other,Female,0,1904,40,United-States,1,0
446,30,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,4137,0,57,United-States,0,1
454,27,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,5687,0,56,United-States,0,1
460,40,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,40,United-States,0,1
460,40,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Male,0,0,40,United-States,0,1
465,57,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,United-States,1,0
465,57,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Other,Female,0,0,40,United-States,1,0
466,52,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Other,Female,0,1877,40,United-States,1,0
473,30,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,United-States,1,0
473,30,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Female,0,0,40,United-States,1,0
475,26,Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,United-States,1,0
475,26,Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,0,0,40,United-States,1,0
483,59,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Own-child,White,Female,0,1878,40,United-States,1,0
483,59,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Own-child,Black,Female,0,1878,40,United-States,1,0
489,37,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,35,United-States,1,0
489,37,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Other,Female,0,0,35,United-States,1,0
489,37,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,35,United-States,1,0
496,24,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Other,Female,2823,0,53,United-States,1,0
510,29,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Female,5017,0,57,United-States,1,0
510,29,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Female,5017,0,57,United-States,1,0
510,29,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,5017,0,57,United-States,1,0
518,52,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Female,5767,0,57,United-States,1,0
518,52,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Female,5767,0,57,United-States,1,0
519,34,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Female,4943,0,40,United-States,1,0
519,34,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Female,4943,0,40,United-States,1,0
526,34,Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Female,7377,0,40,United-States,1,0
526,34,Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Female,7377,0,40,United-States,1,0
527,24,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,3991,0,61,United-States,1,0
527,24,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Female,3991,0,61,United-States,1,0
535,31,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Black,Female,5285,0,45,United-States,1,0
552,40,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Female,4851,0,40,United-States,1,0
566,30,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Female,5512,0,64,United-States,1,0
566,30,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Female,5512,0,64,United-States,1,0
574,32,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Female,6058,0,55,United-States,1,0
574,32,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Female,6058,0,55,United-States,1,0
574,32,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Other,Male,6058,0,55,United-States,1,0
582,40,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,6443,0,49,United-States,1,0
582,40,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,Other,Female,6443,0,49,United-States,1,0
584,54,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Female,6130,0,76,United-States,1,0
585,59,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Female,0,0,40,United-States,1,0
585,59,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Female,0,0,40,United-States,1,0
587,35,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,73,United-States,1,0
587,35,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Female,0,0,73,United-States,1,0
587,35,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,0,73,United-States,1,0
590,39,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,5347,0,55,United-States,1,0
591,35,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Female,4174,0,40,United-States,1,0
591,35,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Other,Female,4174,0,40,United-States,1,0
592,51,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Female,3082,0,40,United-States,1,0
592,51,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Female,3082,0,40,United-States,1,0
594,32,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,United-States,1,0
594,32,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,0,0,40,United-States,1,0
595,56,Self-emp-not-inc,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,1945,8,United-States,1,0
595,56,Self-emp-not-inc,Masters,14,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Female,0,1945,8,United-States,1,0
601,39,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,40,United-States,1,0
601,39,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Female,0,0,40,United-States,1,0
607,30,Private,Assoc-voc,15,Married-civ-spouse,Adm-clerical,Husband,White,Female,4514,0,40,United-States,1,0
607,30,Private,Assoc-voc,15,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Female,4514,0,40,United-States,1,0
608,36,Local-gov,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Female,5188,0,45,United-States,1,0
608,36,Local-gov,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Other,Female,5188,0,45,United-States,1,0
610,36,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,57,United-States,1,0
610,36,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Female,0,0,57,United-States,1,0
617,29,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,40,United-States,1,0
617,29,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Female,0,0,40,United-States,1,0
626,49,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Female,0,1947,40,United-States,1,0
626,49,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Female,0,1947,40,United-States,1,0
626,49,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,1947,40,United-States,1,0
628,61,Private,1st-4th,2,Married-civ-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Male,5700,0,40,United-States,0,1
628,61,Private,1st-4th,2,Married-civ-spouse,Adm-clerical,Wife,White,Male,5700,0,40,United-States,0,1
631,36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,3761,0,57,United-States,0,1
638,46,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Female,5439,0,60,United-States,1,0
638,46,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Female,5439,0,60,United-States,1,0
644,47,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,40,United-States,0,1
644,47,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Male,0,0,40,United-States,0,1
647,28,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Female,11980,0,60,United-States,1,0
649,35,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Female,0,0,40,United-States,1,0
649,35,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Black,Female,0,0,40,United-States,1,0
655,54,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Female,5669,0,40,United-States,1,0
655,54,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Female,5669,0,40,United-States,1,0
674,40,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,56,United-States,1,0
674,40,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,0,0,56,United-States,1,0
683,57,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,2081,40,United-States,1,0
683,57,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Female,0,2081,40,United-States,1,0
694,40,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Female,6607,0,57,United-States,1,0
