original_index,age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,original_prediction,alternative_prediction
72,29,Self-emp-inc,Assoc-voc,13,Married-AF-spouse,Handlers-cleaners,Not-in-family,White,Male,3103,2200,69,Mexico,0,1
74,37,Never-worked,Doctorate,11,Married-spouse-absent,Other-service,Not-in-family,White,Male,4386,1816,51,Mexico,0,1
75,90,Private,Prof-school,1,Married-civ-spouse,Sales,Other-relative,White,Male,12099,1828,35,Mexico,0,1
77,22,State-gov,10th,14,Divorced,Transport-moving,Wife,Other,Male,4386,1816,39,Mexico,0,1
77,22,State-gov,10th,14,Divorced,Transport-moving,Wife,White,Male,4386,1816,39,Mexico,0,1
81,37,State-gov,Bachelors,13,Divorced,Protective-serv,Husband,White,Female,3103,1564,35,South,1,0
81,37,State-gov,Bachelors,13,Divorced,Protective-serv,Husband,Black,Female,3103,1564,35,South,1,0
82,90,Federal-gov,HS-grad,11,Divorced,Armed-Forces,Unmarried,Asian-Pac-Islander,Male,4386,1816,42,South,0,1
82,90,Federal-gov,HS-grad,11,Divorced,Armed-Forces,Unmarried,White,Male,4386,1816,42,South,0,1
97,90,Without-pay,Bachelors,13,Married-AF-spouse,Priv-house-serv,Own-child,White,Female,4386,1587,42,Puerto-Rico,1,0
97,90,Without-pay,Bachelors,13,Married-AF-spouse,Priv-house-serv,Own-child,Other,Female,4386,1587,42,Puerto-Rico,1,0
98,17,State-gov,HS-grad,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,3103,1828,69,Puerto-Rico,0,1
105,90,Without-pay,7th-8th,13,Married-spouse-absent,Transport-moving,Other-relative,White,Male,4386,1564,47,Puerto-Rico,0,1
106,17,Self-emp-inc,Doctorate,14,Married-civ-spouse,Farming-fishing,Other-relative,Asian-Pac-Islander,Male,3103,2462,39,Puerto-Rico,0,1
111,37,Self-emp-not-inc,Preschool,11,Married-AF-spouse,Priv-house-serv,Husband,White,Female,4386,1816,69,Puerto-Rico,1,0
111,37,Self-emp-not-inc,Preschool,11,Married-AF-spouse,Priv-house-serv,Husband,Black,Female,4386,1816,69,Puerto-Rico,1,0
112,90,Federal-gov,12th,15,Widowed,Adm-clerical,Husband,White,Female,4386,1564,35,Puerto-Rico,1,0
124,26,Local-gov,5th-6th,11,Widowed,Priv-house-serv,Wife,Black,Female,4386,1564,42,Honduras,1,0
138,90,Without-pay,Doctorate,13,Separated,Priv-house-serv,Own-child,White,Female,3103,2200,35,England,1,0
138,90,Without-pay,Doctorate,13,Separated,Priv-house-serv,Own-child,Amer-Indian-Eskimo,Female,3103,2200,35,England,1,0
139,90,Self-emp-inc,Prof-school,9,Divorced,Adm-clerical,Wife,Amer-Indian-Eskimo,Male,3820,1816,39,England,0,1
139,90,Self-emp-inc,Prof-school,9,Divorced,Adm-clerical,Wife,White,Female,3820,1816,39,England,0,1
139,90,Self-emp-inc,Prof-school,9,Divorced,Adm-clerical,Wife,White,Male,3820,1816,39,England,0,1
143,34,Private,Preschool,14,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,Male,4386,1564,51,England,0,1
143,34,Private,Preschool,14,Married-spouse-absent,Other-service,Not-in-family,White,Male,4386,1564,51,England,0,1
144,34,Never-worked,12th,11,Separated,Sales,Wife,White,Male,4386,1828,6,England,0,1
154,34,Private,Doctorate,13,Married-AF-spouse,Exec-managerial,Own-child,Other,Female,3103,1587,69,Canada,1,0
163,90,Self-emp-not-inc,11th,13,Separated,Tech-support,Own-child,White,Female,3820,1894,47,Germany,1,0
163,90,Self-emp-not-inc,11th,13,Separated,Tech-support,Own-child,Amer-Indian-Eskimo,Female,3820,1894,47,Germany,1,0
164,26,Never-worked,Masters,8,Married-AF-spouse,Protective-serv,Unmarried,Other,Male,3103,2200,69,Germany,0,1
164,26,Never-worked,Masters,8,Married-AF-spouse,Protective-serv,Unmarried,White,Female,3103,2200,69,Germany,0,1
164,26,Never-worked,Masters,8,Married-AF-spouse,Protective-serv,Unmarried,White,Male,3103,2200,69,Germany,0,1
171,29,Private,Prof-school,11,Married-civ-spouse,Other-service,Not-in-family,Black,Male,3103,2462,42,Germany,0,1
171,29,Private,Prof-school,11,Married-civ-spouse,Other-service,Not-in-family,White,Female,3103,2462,42,Germany,0,1
171,29,Private,Prof-school,11,Married-civ-spouse,Other-service,Not-in-family,White,Male,3103,2462,42,Germany,0,1
183,34,Without-pay,Assoc-acdm,11,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,3820,1564,42,Iran,0,1
183,34,Without-pay,Assoc-acdm,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3820,1564,42,Iran,0,1
199,17,Self-emp-not-inc,Assoc-acdm,11,Married-civ-spouse,Other-service,Wife,White,Female,3820,1816,69,Philippines,1,0
199,17,Self-emp-not-inc,Assoc-acdm,11,Married-civ-spouse,Other-service,Wife,Other,Female,3820,1816,69,Philippines,1,0
200,22,Private,Assoc-voc,14,Married-spouse-absent,Sales,Wife,White,Female,3103,1587,42,Philippines,1,0
200,22,Private,Assoc-voc,14,Married-spouse-absent,Sales,Wife,Black,Female,3103,1587,42,Philippines,1,0
203,29,Self-emp-not-inc,Prof-school,9,Married-AF-spouse,Farming-fishing,Wife,White,Female,4386,1816,69,Philippines,1,0
203,29,Self-emp-not-inc,Prof-school,9,Married-AF-spouse,Farming-fishing,Wife,Amer-Indian-Eskimo,Female,4386,1816,69,Philippines,1,0
206,22,Self-emp-not-inc,1st-4th,14,Separated,Protective-serv,Wife,White,Female,4386,1587,6,Philippines,1,0
206,22,Self-emp-not-inc,1st-4th,14,Separated,Protective-serv,Wife,Asian-Pac-Islander,Female,4386,1587,6,Philippines,1,0
217,29,Federal-gov,7th-8th,14,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,4386,1587,39,Italy,0,1
217,29,Federal-gov,7th-8th,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,4386,1587,39,Italy,0,1
228,29,Self-emp-inc,Masters,15,Married-AF-spouse,Sales,Unmarried,Asian-Pac-Islander,Male,3820,2200,35,Poland,0,1
228,29,Self-emp-inc,Masters,15,Married-AF-spouse,Sales,Unmarried,White,Male,3820,2200,35,Poland,0,1
239,26,Private,Preschool,9,Married-AF-spouse,Machine-op-inspct,Wife,Other,Male,4386,1564,42,Poland,0,1
239,26,Private,Preschool,9,Married-AF-spouse,Machine-op-inspct,Wife,White,Male,4386,1564,42,Poland,0,1
240,24,Federal-gov,12th,13,Married-spouse-absent,Exec-managerial,Not-in-family,Other,Male,3103,1816,51,Poland,0,1
240,24,Federal-gov,12th,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,3103,1816,51,Poland,0,1
249,90,Federal-gov,7th-8th,8,Married-spouse-absent,Tech-support,Not-in-family,White,Male,3103,1587,35,Columbia,0,1
250,29,Federal-gov,Doctorate,14,Married-AF-spouse,Protective-serv,Unmarried,White,Female,12099,115,6,Columbia,1,0
250,29,Federal-gov,Doctorate,14,Married-AF-spouse,Protective-serv,Unmarried,Asian-Pac-Islander,Female,12099,115,6,Columbia,1,0
260,29,Self-emp-inc,Masters,15,Married-AF-spouse,Sales,Unmarried,Other,Female,3820,2200,35,Cambodia,1,0
278,22,Self-emp-inc,Some-college,9,Divorced,Transport-moving,Other-relative,White,Male,12099,1564,47,Thailand,0,1
279,34,Without-pay,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Unmarried,White,Female,3103,1816,69,Thailand,1,0
279,34,Without-pay,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Unmarried,Asian-Pac-Islander,Female,3103,1816,69,Thailand,1,0
282,29,Local-gov,Doctorate,13,Married-AF-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Male,3820,115,51,Thailand,0,1
282,29,Local-gov,Doctorate,13,Married-AF-spouse,Protective-serv,Husband,White,Male,3820,115,51,Thailand,0,1
287,22,Local-gov,Preschool,13,Divorced,Sales,Wife,White,Female,3820,1828,35,Thailand,1,0
287,22,Local-gov,Preschool,13,Divorced,Sales,Wife,Black,Female,3820,1828,35,Thailand,1,0
288,29,Federal-gov,12th,8,Separated,Farming-fishing,Wife,Black,Male,12099,1587,47,Thailand,0,1
288,29,Federal-gov,12th,8,Separated,Farming-fishing,Wife,White,Female,12099,1587,47,Thailand,0,1
288,29,Federal-gov,12th,8,Separated,Farming-fishing,Wife,White,Male,12099,1587,47,Thailand,0,1
292,29,Self-emp-inc,Masters,15,Married-AF-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Female,3820,2200,35,Ecuador,1,0
295,17,Self-emp-not-inc,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Wife,White,Male,3103,1816,69,Ecuador,0,1
301,90,State-gov,10th,11,Married-AF-spouse,Adm-clerical,Husband,Other,Male,3103,1564,51,Ecuador,0,1
301,90,State-gov,10th,11,Married-AF-spouse,Adm-clerical,Husband,White,Male,3103,1564,51,Ecuador,0,1
302,90,Federal-gov,1st-4th,1,Never-married,Exec-managerial,Wife,White,Female,3820,1816,51,Ecuador,1,0
302,90,Federal-gov,1st-4th,1,Never-married,Exec-managerial,Wife,Asian-Pac-Islander,Female,3820,1816,51,Ecuador,1,0
324,29,Self-emp-inc,Masters,15,Married-AF-spouse,Sales,Unmarried,Other,Female,3820,2200,35,Taiwan,1,0
334,26,Self-emp-not-inc,1st-4th,13,Married-spouse-absent,Exec-managerial,Other-relative,White,Female,4386,2462,42,Taiwan,1,0
334,26,Self-emp-not-inc,1st-4th,13,Married-spouse-absent,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,4386,2462,42,Taiwan,1,0
343,34,Without-pay,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,4386,1816,69,Haiti,0,1
343,34,Without-pay,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Husband,White,Female,4386,1816,69,Haiti,0,1
343,34,Without-pay,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,4386,1816,69,Haiti,0,1
344,37,Never-worked,Assoc-voc,8,Married-civ-spouse,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Male,3820,1587,42,Haiti,0,1
344,37,Never-worked,Assoc-voc,8,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Male,3820,1587,42,Haiti,0,1
352,90,Local-gov,12th,14,Married-spouse-absent,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,4386,2200,35,Haiti,0,1
352,90,Local-gov,12th,14,Married-spouse-absent,Craft-repair,Other-relative,White,Male,4386,2200,35,Haiti,0,1
356,29,Self-emp-inc,Masters,15,Married-AF-spouse,Sales,Unmarried,White,Female,3820,2200,35,Portugal,1,0
375,34,Without-pay,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Own-child,White,Male,4386,1816,69,Dominican-Republic,0,1
381,22,Without-pay,10th,13,Never-married,Adm-clerical,Wife,Black,Male,4386,2462,47,Dominican-Republic,0,1
381,22,Without-pay,10th,13,Never-married,Adm-clerical,Wife,White,Female,4386,2462,47,Dominican-Republic,0,1
381,22,Without-pay,10th,13,Never-married,Adm-clerical,Wife,White,Male,4386,2462,47,Dominican-Republic,0,1
388,29,Self-emp-inc,Masters,15,Married-AF-spouse,Sales,Unmarried,White,Female,3820,2200,35,El-Salvador,1,0
388,29,Self-emp-inc,Masters,15,Married-AF-spouse,Sales,Unmarried,Black,Female,3820,2200,35,El-Salvador,1,0
393,90,Self-emp-inc,7th-8th,1,Married-spouse-absent,Tech-support,Unmarried,White,Female,12099,1564,35,El-Salvador,1,0
393,90,Self-emp-inc,7th-8th,1,Married-spouse-absent,Tech-support,Unmarried,Other,Female,12099,1564,35,El-Salvador,1,0
409,26,Without-pay,7th-8th,14,Married-civ-spouse,Tech-support,Other-relative,White,Male,12099,1816,1,France,0,1
411,24,Self-emp-not-inc,Prof-school,14,Married-AF-spouse,Armed-Forces,Husband,White,Female,3103,1816,47,France,1,0
411,24,Self-emp-not-inc,Prof-school,14,Married-AF-spouse,Armed-Forces,Husband,Black,Female,3103,1816,47,France,1,0
415,34,Federal-gov,Preschool,11,Separated,Tech-support,Unmarried,White,Male,3820,1894,35,France,0,1
420,29,Self-emp-inc,Masters,15,Married-AF-spouse,Sales,Unmarried,White,Female,3820,2200,35,Guatemala,1,0
426,90,Self-emp-not-inc,Doctorate,1,Married-civ-spouse,Protective-serv,Other-relative,Asian-Pac-Islander,Male,3103,1816,69,Guatemala,0,1
426,90,Self-emp-not-inc,Doctorate,1,Married-civ-spouse,Protective-serv,Other-relative,White,Male,3103,1816,69,Guatemala,0,1
429,24,State-gov,10th,1,Married-civ-spouse,Adm-clerical,Not-in-family,Other,Male,12099,1564,47,Guatemala,0,1
429,24,State-gov,10th,1,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,12099,1564,47,Guatemala,0,1
430,26,Self-emp-inc,1st-4th,15,Married-spouse-absent,Exec-managerial,Other-relative,Other,Male,3103,1828,51,Guatemala,0,1
430,26,Self-emp-inc,1st-4th,15,Married-spouse-absent,Exec-managerial,Other-relative,White,Male,3103,1828,51,Guatemala,0,1
438,22,Self-emp-inc,Some-college,9,Divorced,Transport-moving,Other-relative,White,Female,12099,1564,47,China,1,0
438,22,Self-emp-inc,Some-college,9,Divorced,Transport-moving,Other-relative,Asian-Pac-Islander,Female,12099,1564,47,China,1,0
452,29,Self-emp-inc,Masters,15,Married-AF-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Female,3820,2200,35,Japan,1,0
462,34,Federal-gov,1st-4th,1,Widowed,Exec-managerial,Own-child,White,Male,12099,1564,42,Japan,0,1
470,22,Self-emp-inc,Some-college,9,Divorced,Transport-moving,Other-relative,Asian-Pac-Islander,Male,12099,1564,47,Yugoslavia,0,1
470,22,Self-emp-inc,Some-college,9,Divorced,Transport-moving,Other-relative,White,Male,12099,1564,47,Yugoslavia,0,1
471,34,Without-pay,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Own-child,White,Male,3820,1816,69,Yugoslavia,0,1
472,37,Never-worked,Assoc-voc,1,Separated,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Female,12099,1587,42,Yugoslavia,1,0
475,26,Federal-gov,Prof-school,11,Married-spouse-absent,Armed-Forces,Other-relative,White,Male,3820,2462,47,Yugoslavia,0,1
484,29,Self-emp-inc,Masters,15,Married-AF-spouse,Sales,Unmarried,Black,Male,3820,2200,35,Peru,0,1
484,29,Self-emp-inc,Masters,15,Married-AF-spouse,Sales,Unmarried,White,Male,3820,2200,35,Peru,0,1
490,29,Federal-gov,Doctorate,8,Married-spouse-absent,Protective-serv,Own-child,White,Female,4386,2200,51,Peru,1,0
490,29,Federal-gov,Doctorate,8,Married-spouse-absent,Protective-serv,Own-child,Asian-Pac-Islander,Female,4386,2200,51,Peru,1,0
496,24,Self-emp-not-inc,12th,15,Married-spouse-absent,Exec-managerial,Husband,White,Female,3103,2462,51,Peru,1,0
496,24,Self-emp-not-inc,12th,15,Married-spouse-absent,Exec-managerial,Husband,Other,Female,3103,2462,51,Peru,1,0
508,22,Self-emp-not-inc,5th-6th,8,Married-spouse-absent,Priv-house-serv,Wife,White,Male,3820,1816,47,Outlying-US(Guam-USVI-etc),0,1
516,29,Self-emp-inc,Masters,15,Married-AF-spouse,Sales,Unmarried,Asian-Pac-Islander,Male,3820,2200,35,Scotland,0,1
516,29,Self-emp-inc,Masters,15,Married-AF-spouse,Sales,Unmarried,White,Male,3820,2200,35,Scotland,0,1
521,37,Private,7th-8th,13,Married-spouse-absent,Tech-support,Unmarried,White,Female,3103,1894,42,Scotland,1,0
521,37,Private,7th-8th,13,Married-spouse-absent,Tech-support,Unmarried,Amer-Indian-Eskimo,Female,3103,1894,42,Scotland,1,0
523,37,State-gov,Prof-school,13,Never-married,Armed-Forces,Not-in-family,Other,Male,3820,1828,42,Scotland,0,1
523,37,State-gov,Prof-school,13,Never-married,Armed-Forces,Not-in-family,White,Male,3820,1828,42,Scotland,0,1
542,22,State-gov,1st-4th,15,Divorced,Exec-managerial,Wife,Asian-Pac-Islander,Male,4386,1894,35,Trinadad&Tobago,0,1
542,22,State-gov,1st-4th,15,Divorced,Exec-managerial,Wife,White,Female,4386,1894,35,Trinadad&Tobago,0,1
542,22,State-gov,1st-4th,15,Divorced,Exec-managerial,Wife,White,Male,4386,1894,35,Trinadad&Tobago,0,1
548,29,Self-emp-inc,Masters,15,Married-AF-spouse,Sales,Unmarried,White,Female,3820,2200,35,Greece,1,0
548,29,Self-emp-inc,Masters,15,Married-AF-spouse,Sales,Unmarried,Black,Female,3820,2200,35,Greece,1,0
553,90,Self-emp-not-inc,7th-8th,9,Separated,Tech-support,Unmarried,White,Female,3820,2200,51,Greece,1,0
553,90,Self-emp-not-inc,7th-8th,9,Separated,Tech-support,Unmarried,Amer-Indian-Eskimo,Female,3820,2200,51,Greece,1,0
560,24,Self-emp-not-inc,12th,14,Married-AF-spouse,Protective-serv,Other-relative,White,Female,3820,1564,35,Greece,1,0
560,24,Self-emp-not-inc,12th,14,Married-AF-spouse,Protective-serv,Other-relative,Black,Female,3820,1564,35,Greece,1,0
560,24,Self-emp-not-inc,12th,14,Married-AF-spouse,Protective-serv,Other-relative,White,Male,3820,1564,35,Greece,1,0
569,37,Self-emp-inc,7th-8th,11,Separated,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,4386,1828,47,Nicaragua,1,0
580,29,Self-emp-inc,Masters,15,Married-AF-spouse,Sales,Unmarried,Asian-Pac-Islander,Male,3820,2200,35,Vietnam,0,1
580,29,Self-emp-inc,Masters,15,Married-AF-spouse,Sales,Unmarried,White,Male,3820,2200,35,Vietnam,0,1
583,17,Self-emp-not-inc,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Wife,White,Male,3103,1816,69,Vietnam,0,1
584,22,Private,Assoc-voc,9,Never-married,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Male,12099,1587,42,Vietnam,0,1
584,22,Private,Assoc-voc,9,Never-married,Machine-op-inspct,Wife,White,Male,12099,1587,42,Vietnam,0,1
585,90,Federal-gov,7th-8th,8,Divorced,Tech-support,Not-in-family,Other,Male,3820,1894,42,Vietnam,0,1
585,90,Federal-gov,7th-8th,8,Divorced,Tech-support,Not-in-family,White,Male,3820,1894,42,Vietnam,0,1
586,22,Self-emp-inc,Doctorate,9,Married-AF-spouse,Protective-serv,Not-in-family,White,Female,3820,1816,42,Vietnam,1,0
586,22,Self-emp-inc,Doctorate,9,Married-AF-spouse,Protective-serv,Not-in-family,Asian-Pac-Islander,Female,3820,1816,42,Vietnam,1,0
599,34,Without-pay,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Male,3820,1816,69,Hong,0,1
599,34,Without-pay,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Unmarried,White,Female,3820,1816,69,Hong,0,1
599,34,Without-pay,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Unmarried,White,Male,3820,1816,69,Hong,0,1
602,17,Local-gov,Doctorate,9,Never-married,Protective-serv,Husband,White,Male,12099,1828,39,Hong,0,1
607,90,Federal-gov,Preschool,14,Widowed,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Male,3820,2462,42,Hong,0,1
607,90,Federal-gov,Preschool,14,Widowed,Farming-fishing,Not-in-family,White,Male,3820,2462,42,Hong,0,1
612,29,Self-emp-inc,Masters,15,Married-AF-spouse,Sales,Unmarried,White,Female,3820,2200,35,Ireland,1,0
612,29,Self-emp-inc,Masters,15,Married-AF-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Female,3820,2200,35,Ireland,1,0
615,17,Self-emp-not-inc,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Own-child,Asian-Pac-Islander,Male,12099,1816,69,Ireland,0,1
615,17,Self-emp-not-inc,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Own-child,White,Male,12099,1816,69,Ireland,0,1
616,22,Private,Assoc-voc,8,Separated,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Female,12099,1587,42,Ireland,1,0
622,22,Self-emp-inc,1st-4th,1,Married-civ-spouse,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,12099,1587,42,Ireland,0,1
622,22,Self-emp-inc,1st-4th,1,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,12099,1587,42,Ireland,0,1
622,22,Self-emp-inc,1st-4th,1,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,12099,1587,42,Ireland,0,1
635,37,Never-worked,Prof-school,9,Married-AF-spouse,Armed-Forces,Own-child,White,Male,4386,1894,42,Hungary,0,1
638,26,State-gov,1st-4th,13,Separated,Exec-managerial,Wife,Black,Female,3820,1564,39,Hungary,1,0
644,29,Self-emp-inc,Masters,15,Married-AF-spouse,Sales,Unmarried,White,Female,3820,2200,35,Holand-Netherlands,1,0
644,29,Self-emp-inc,Masters,15,Married-AF-spouse,Sales,Unmarried,Black,Female,3820,2200,35,Holand-Netherlands,1,0
654,22,Without-pay,1st-4th,15,Married-civ-spouse,Exec-managerial,Unmarried,Other,Female,4386,115,39,Holand-Netherlands,1,0
657,26,Without-pay,Assoc-voc,14,Married-civ-spouse,Transport-moving,Wife,White,Female,0,115,39,Cuba,1,0
657,26,Without-pay,Assoc-voc,14,Married-civ-spouse,Transport-moving,Wife,Asian-Pac-Islander,Female,0,115,39,Cuba,1,0
667,90,Without-pay,Masters,15,Widowed,Other-service,Wife,White,Female,0,115,42,United-States,1,0
667,90,Without-pay,Masters,15,Widowed,Other-service,Wife,Black,Female,0,115,42,United-States,1,0
667,90,Without-pay,Masters,15,Widowed,Other-service,Wife,Amer-Indian-Eskimo,Male,0,115,42,United-States,1,0
