original_index,age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,original_prediction,alternative_prediction
240,24,Federal-gov,12th,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,3103,1816,51,Poland,0,1
250,29,Federal-gov,Doctorate,14,Married-AF-spouse,Protective-serv,Unmarried,White,Female,12099,115,6,Columbia,1,0
250,29,Federal-gov,Doctorate,14,Married-AF-spouse,Protective-serv,Unmarried,Black,Female,12099,115,6,Columbia,1,0
253,17,Self-emp-inc,10th,15,Married-civ-spouse,Adm-clerical,Wife,White,Male,3103,1816,35,Columbia,0,1
263,17,Self-emp-not-inc,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Not-in-family,White,Female,4386,1816,69,Cambodia,1,0
263,17,Self-emp-not-inc,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Female,4386,1816,69,Cambodia,1,0
280,37,Never-worked,Assoc-voc,11,Widowed,Machine-op-inspct,Not-in-family,White,Female,12099,1587,42,Thailand,1,0
280,37,Never-worked,Assoc-voc,11,Widowed,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,12099,1587,42,Thailand,1,0
282,29,Local-gov,Doctorate,13,Married-AF-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,3820,115,51,Thailand,0,1
282,29,Local-gov,Doctorate,13,Married-AF-spouse,Protective-serv,Husband,White,Male,3820,115,51,Thailand,0,1
285,29,Without-pay,10th,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,12099,1894,6,Thailand,1,0
285,29,Without-pay,10th,11,Married-civ-spouse,Adm-clerical,Wife,Other,Female,12099,1894,6,Thailand,1,0
295,17,Self-emp-not-inc,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Wife,Black,Male,3103,1816,69,Ecuador,0,1
295,17,Self-emp-not-inc,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Wife,White,Male,3103,1816,69,Ecuador,0,1
300,90,Federal-gov,5th-6th,13,Married-civ-spouse,Priv-house-serv,Other-relative,White,Male,4386,2200,35,Ecuador,0,1
301,90,State-gov,10th,11,Married-AF-spouse,Adm-clerical,Husband,Black,Male,3103,1564,51,Ecuador,0,1
301,90,State-gov,10th,11,Married-AF-spouse,Adm-clerical,Husband,White,Male,3103,1564,51,Ecuador,0,1
302,90,Federal-gov,1st-4th,1,Never-married,Exec-managerial,Wife,Other,Female,3820,1816,51,Ecuador,1,0
313,26,Private,7th-8th,15,Divorced,Tech-support,Unmarried,Other,Male,12099,2200,47,Laos,0,1
313,26,Private,7th-8th,15,Divorced,Tech-support,Unmarried,White,Male,12099,2200,47,Laos,0,1
320,22,Self-emp-inc,12th,14,Married-AF-spouse,Adm-clerical,Not-in-family,White,Male,3820,1828,42,Laos,0,1
331,26,State-gov,Prof-school,15,Separated,Armed-Forces,Wife,Black,Male,3820,1564,51,Taiwan,0,1
331,26,State-gov,Prof-school,15,Separated,Armed-Forces,Wife,White,Male,3820,1564,51,Taiwan,0,1
346,17,Local-gov,Doctorate,11,Separated,Protective-serv,Not-in-family,White,Male,3820,2200,47,Haiti,0,1
358,37,Never-worked,Some-college,9,Divorced,Transport-moving,Wife,White,Female,3820,1564,47,Portugal,1,0
358,37,Never-worked,Some-college,9,Divorced,Transport-moving,Wife,Black,Female,3820,1564,47,Portugal,1,0
363,22,Federal-gov,Prof-school,1,Married-spouse-absent,Armed-Forces,Wife,White,Male,4386,1894,39,Portugal,0,1
365,24,Never-worked,10th,14,Married-AF-spouse,Adm-clerical,Own-child,White,Male,4386,2200,69,Portugal,0,1
366,34,State-gov,1st-4th,15,Married-AF-spouse,Exec-managerial,Not-in-family,White,Female,3820,1564,39,Portugal,1,0
390,37,Never-worked,Some-college,9,Divorced,Transport-moving,Wife,White,Female,4386,1564,47,El-Salvador,1,0
390,37,Never-worked,Some-college,9,Divorced,Transport-moving,Wife,Asian-Pac-Islander,Female,4386,1564,47,El-Salvador,1,0
390,37,Never-worked,Some-college,9,Divorced,Transport-moving,Wife,White,Male,4386,1564,47,El-Salvador,1,0
397,24,Self-emp-inc,10th,8,Divorced,Adm-clerical,Unmarried,White,Male,12099,2462,69,El-Salvador,0,1
398,37,Private,1st-4th,8,Never-married,Exec-managerial,Unmarried,White,Female,12099,1828,51,El-Salvador,1,0
398,37,Private,1st-4th,8,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,12099,1828,51,El-Salvador,1,0
398,37,Private,1st-4th,8,Never-married,Exec-managerial,Unmarried,White,Male,12099,1828,51,El-Salvador,1,0
408,37,Never-worked,Assoc-voc,13,Widowed,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,12099,1587,42,France,1,0
409,26,Without-pay,7th-8th,14,Married-civ-spouse,Tech-support,Other-relative,White,Male,12099,1816,1,France,0,1
411,24,Self-emp-not-inc,Prof-school,14,Married-AF-spouse,Armed-Forces,Husband,Other,Female,3103,1816,47,France,1,0
413,37,Self-emp-inc,10th,9,Separated,Adm-clerical,Wife,Asian-Pac-Islander,Male,4386,1828,42,France,0,1
416,26,Local-gov,12th,15,Widowed,Exec-managerial,Own-child,White,Male,12099,1587,42,France,0,1
422,37,Never-worked,Some-college,9,Divorced,Transport-moving,Wife,White,Male,4386,1564,47,Guatemala,0,1
442,29,State-gov,Doctorate,11,Married-civ-spouse,Protective-serv,Other-relative,Other,Male,4386,2462,47,China,0,1
442,29,State-gov,Doctorate,11,Married-civ-spouse,Protective-serv,Other-relative,White,Female,4386,2462,47,China,0,1
442,29,State-gov,Doctorate,11,Married-civ-spouse,Protective-serv,Other-relative,White,Male,4386,2462,47,China,0,1
443,22,Federal-gov,Prof-school,1,Divorced,Armed-Forces,Not-in-family,White,Female,12099,2200,51,China,1,0
443,22,Federal-gov,Prof-school,1,Divorced,Armed-Forces,Not-in-family,Asian-Pac-Islander,Female,12099,2200,51,China,1,0
454,37,Never-worked,Some-college,9,Divorced,Transport-moving,Wife,Black,Male,3820,1564,47,Japan,0,1
454,37,Never-worked,Some-college,9,Divorced,Transport-moving,Wife,White,Male,3820,1564,47,Japan,0,1
455,17,Self-emp-not-inc,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Husband,Other,Male,12099,1816,69,Japan,0,1
455,17,Self-emp-not-inc,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Husband,White,Female,12099,1816,69,Japan,0,1
455,17,Self-emp-not-inc,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,12099,1816,69,Japan,0,1
458,29,State-gov,Doctorate,13,Divorced,Protective-serv,Husband,Amer-Indian-Eskimo,Male,3103,1894,69,Japan,0,1
458,29,State-gov,Doctorate,13,Divorced,Protective-serv,Husband,White,Female,3103,1894,69,Japan,0,1
458,29,State-gov,Doctorate,13,Divorced,Protective-serv,Husband,White,Male,3103,1894,69,Japan,0,1
459,37,Without-pay,Prof-school,8,Married-AF-spouse,Armed-Forces,Not-in-family,Black,Male,3103,1564,51,Japan,0,1
459,37,Without-pay,Prof-school,8,Married-AF-spouse,Armed-Forces,Not-in-family,White,Female,3103,1564,51,Japan,0,1
459,37,Without-pay,Prof-school,8,Married-AF-spouse,Armed-Forces,Not-in-family,White,Male,3103,1564,51,Japan,0,1
472,37,Never-worked,Assoc-voc,1,Separated,Machine-op-inspct,Wife,White,Female,12099,1587,42,Yugoslavia,1,0
472,37,Never-worked,Assoc-voc,1,Separated,Machine-op-inspct,Wife,Other,Female,12099,1587,42,Yugoslavia,1,0
475,26,Federal-gov,Prof-school,11,Married-spouse-absent,Armed-Forces,Other-relative,White,Male,3820,2462,47,Yugoslavia,0,1
478,90,Federal-gov,1st-4th,15,Married-spouse-absent,Exec-managerial,Own-child,Other,Female,12099,1828,1,Yugoslavia,1,0
484,29,Self-emp-inc,Masters,15,Married-AF-spouse,Sales,Unmarried,Asian-Pac-Islander,Male,3820,2200,35,Peru,0,1
484,29,Self-emp-inc,Masters,15,Married-AF-spouse,Sales,Unmarried,White,Female,3820,2200,35,Peru,0,1
484,29,Self-emp-inc,Masters,15,Married-AF-spouse,Sales,Unmarried,White,Male,3820,2200,35,Peru,0,1
486,37,Never-worked,Some-college,9,Divorced,Transport-moving,Wife,Asian-Pac-Islander,Male,4386,1564,47,Peru,0,1
489,90,Self-emp-not-inc,7th-8th,14,Widowed,Tech-support,Wife,White,Male,3820,115,51,Peru,0,1
491,34,State-gov,Prof-school,13,Widowed,Armed-Forces,Not-in-family,Other,Male,4386,2200,69,Peru,0,1
491,34,State-gov,Prof-school,13,Widowed,Armed-Forces,Not-in-family,White,Male,4386,2200,69,Peru,0,1
495,24,Federal-gov,Preschool,11,Divorced,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,12099,1564,69,Peru,1,0
503,34,Without-pay,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Wife,Black,Male,4386,1816,69,Outlying-US(Guam-USVI-etc),0,1
503,34,Without-pay,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Wife,White,Male,4386,1816,69,Outlying-US(Guam-USVI-etc),0,1
506,34,Federal-gov,Doctorate,15,Married-AF-spouse,Protective-serv,Other-relative,Amer-Indian-Eskimo,Male,3820,1828,35,Outlying-US(Guam-USVI-etc),0,1
506,34,Federal-gov,Doctorate,15,Married-AF-spouse,Protective-serv,Other-relative,White,Female,3820,1828,35,Outlying-US(Guam-USVI-etc),0,1
506,34,Federal-gov,Doctorate,15,Married-AF-spouse,Protective-serv,Other-relative,White,Male,3820,1828,35,Outlying-US(Guam-USVI-etc),0,1
527,34,State-gov,Preschool,14,Married-civ-spouse,Transport-moving,Other-relative,Asian-Pac-Islander,Male,12099,1828,39,Scotland,0,1
527,34,State-gov,Preschool,14,Married-civ-spouse,Transport-moving,Other-relative,White,Male,12099,1828,39,Scotland,0,1
544,29,Federal-gov,12th,13,Married-spouse-absent,Adm-clerical,Wife,White,Female,12099,1587,39,Trinadad&Tobago,1,0
544,29,Federal-gov,12th,13,Married-spouse-absent,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,12099,1587,39,Trinadad&Tobago,1,0
554,37,Without-pay,Doctorate,13,Never-married,Protective-serv,Wife,Other,Male,4386,1828,51,Greece,0,1
554,37,Without-pay,Doctorate,13,Never-married,Protective-serv,Wife,White,Male,4386,1828,51,Greece,0,1
555,29,Self-emp-not-inc,Prof-school,11,Widowed,Armed-Forces,Wife,White,Female,3103,1816,69,Greece,1,0
555,29,Self-emp-not-inc,Prof-school,11,Widowed,Armed-Forces,Wife,Amer-Indian-Eskimo,Female,3103,1816,69,Greece,1,0
567,34,Without-pay,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Female,12099,1816,69,Nicaragua,1,0
568,37,Never-worked,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,4386,1587,42,Nicaragua,1,0
568,37,Never-worked,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Female,4386,1587,42,Nicaragua,1,0
575,90,Local-gov,Preschool,11,Married-civ-spouse,Exec-managerial,Husband,White,Female,3820,1828,6,Nicaragua,1,0
575,90,Local-gov,Preschool,11,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Female,3820,1828,6,Nicaragua,1,0
580,29,Self-emp-inc,Masters,15,Married-AF-spouse,Sales,Unmarried,Black,Male,3820,2200,35,Vietnam,0,1
580,29,Self-emp-inc,Masters,15,Married-AF-spouse,Sales,Unmarried,White,Female,3820,2200,35,Vietnam,0,1
580,29,Self-emp-inc,Masters,15,Married-AF-spouse,Sales,Unmarried,White,Male,3820,2200,35,Vietnam,0,1
583,17,Self-emp-not-inc,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Wife,White,Male,3103,1816,69,Vietnam,0,1
586,22,Self-emp-inc,Doctorate,9,Married-AF-spouse,Protective-serv,Not-in-family,White,Female,3820,1816,42,Vietnam,1,0
586,22,Self-emp-inc,Doctorate,9,Married-AF-spouse,Protective-serv,Not-in-family,Other,Female,3820,1816,42,Vietnam,1,0
590,29,Self-emp-inc,1st-4th,14,Divorced,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,12099,1587,35,Vietnam,1,0
602,17,Local-gov,Doctorate,9,Never-married,Protective-serv,Husband,White,Male,12099,1828,39,Hong,0,1
603,90,Self-emp-not-inc,Prof-school,11,Divorced,Armed-Forces,Not-in-family,Black,Female,4386,1816,47,Hong,1,0
605,22,Self-emp-not-inc,10th,8,Married-AF-spouse,Adm-clerical,Not-in-family,Other,Male,12099,2462,51,Hong,0,1
605,22,Self-emp-not-inc,10th,8,Married-AF-spouse,Adm-clerical,Not-in-family,White,Male,12099,2462,51,Hong,0,1
607,90,Federal-gov,Preschool,14,Widowed,Farming-fishing,Not-in-family,White,Male,3820,2462,42,Hong,0,1
615,17,Self-emp-not-inc,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Own-child,Amer-Indian-Eskimo,Male,12099,1816,69,Ireland,0,1
615,17,Self-emp-not-inc,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Own-child,White,Male,12099,1816,69,Ireland,0,1
620,90,Self-emp-inc,5th-6th,14,Divorced,Priv-house-serv,Wife,White,Female,3820,2200,39,Ireland,1,0
620,90,Self-emp-inc,5th-6th,14,Divorced,Priv-house-serv,Wife,Amer-Indian-Eskimo,Female,3820,2200,39,Ireland,1,0
623,90,Without-pay,Preschool,1,Married-AF-spouse,Adm-clerical,Wife,White,Female,3820,2462,1,Ireland,1,0
623,90,Without-pay,Preschool,1,Married-AF-spouse,Adm-clerical,Wife,Other,Female,3820,2462,1,Ireland,1,0
631,34,Without-pay,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Not-in-family,Asian-Pac-Islander,Male,3820,1816,69,Hungary,0,1
633,24,Never-worked,7th-8th,14,Married-civ-spouse,Tech-support,Other-relative,Amer-Indian-Eskimo,Female,3103,2462,69,Hungary,1,0
635,37,Never-worked,Prof-school,9,Married-AF-spouse,Armed-Forces,Own-child,White,Female,4386,1894,42,Hungary,1,0
635,37,Never-worked,Prof-school,9,Married-AF-spouse,Armed-Forces,Own-child,Black,Female,4386,1894,42,Hungary,1,0
646,37,Never-worked,Some-college,9,Divorced,Transport-moving,Wife,White,Male,3820,1564,47,Holand-Netherlands,0,1
647,17,Self-emp-not-inc,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Husband,White,Female,12099,1816,69,Holand-Netherlands,1,0
649,29,State-gov,7th-8th,15,Married-spouse-absent,Tech-support,Wife,White,Female,4386,1587,51,Holand-Netherlands,1,0
649,29,State-gov,7th-8th,15,Married-spouse-absent,Tech-support,Wife,Asian-Pac-Islander,Female,4386,1587,51,Holand-Netherlands,1,0
649,29,State-gov,7th-8th,15,Married-spouse-absent,Tech-support,Wife,White,Male,4386,1587,51,Holand-Netherlands,1,0
657,26,Without-pay,Assoc-voc,14,Married-civ-spouse,Transport-moving,Wife,White,Male,0,115,39,Cuba,0,1
667,90,Without-pay,Masters,15,Widowed,Other-service,Wife,White,Female,0,115,42,United-States,1,0
667,90,Without-pay,Masters,15,Widowed,Other-service,Wife,Other,Female,0,115,42,United-States,1,0
667,90,Without-pay,Masters,15,Widowed,Other-service,Wife,Amer-Indian-Eskimo,Male,0,115,42,United-States,1,0
668,29,Never-worked,Some-college,8,Married-AF-spouse,Craft-repair,Wife,White,Female,0,115,69,United-States,1,0
668,29,Never-worked,Some-college,8,Married-AF-spouse,Craft-repair,Wife,Black,Female,0,115,69,United-States,1,0
