original_index,age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,original_prediction,alternative_prediction
324,53,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Male,0,0,50,United-States,1,0
331,28,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,50,United-States,1,0
331,28,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,0,0,50,United-States,1,0
334,44,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,United-States,1,0
334,44,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Female,0,0,40,United-States,1,0
334,44,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Other,Male,0,0,40,United-States,1,0
338,57,Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,40,United-States,1,0
338,57,Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Other,Female,0,0,40,United-States,1,0
341,46,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Female,0,0,40,United-States,1,0
341,46,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Other,Female,0,0,40,United-States,1,0
351,42,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,0,0,37,United-States,0,1
355,37,Self-emp-inc,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,70,United-States,0,1
355,37,Self-emp-inc,Masters,14,Divorced,Exec-managerial,Not-in-family,Other,Male,0,0,70,United-States,0,1
363,46,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,58,United-States,1,0
363,46,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Female,0,0,58,United-States,1,0
373,39,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Female,0,2415,40,United-States,1,0
396,50,Federal-gov,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States,1,0
396,50,Federal-gov,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Other,Female,0,0,55,United-States,1,0
399,49,Federal-gov,Masters,14,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Female,0,0,40,United-States,1,0
403,30,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,65,United-States,1,0
403,30,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Other,Female,0,0,65,United-States,1,0
404,27,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Female,0,0,68,United-States,1,0
404,27,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Other,Female,0,0,68,United-States,1,0
406,26,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,3942,0,45,United-States,1,0
406,26,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Female,3942,0,45,United-States,1,0
406,26,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Other,Male,3942,0,45,United-States,1,0
409,49,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Female,7688,0,45,United-States,1,0
409,49,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Female,7688,0,45,United-States,1,0
418,36,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Other,Female,3103,0,42,United-States,1,0
422,40,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,0,0,40,United-States,1,0
426,67,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,9386,0,24,Cuba,1,0
426,67,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Female,9386,0,24,Cuba,1,0
429,56,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,60,United-States,0,1
430,40,Self-emp-not-inc,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,2444,45,United-States,1,0
430,40,Self-emp-not-inc,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,0,2444,45,United-States,1,0
430,40,Self-emp-not-inc,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,0,2444,45,United-States,1,0
436,26,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Female,5013,0,60,United-States,1,0
436,26,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Female,5013,0,60,United-States,1,0
436,26,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,5013,0,60,United-States,1,0
443,31,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Female,0,0,40,United-States,1,0
443,31,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Female,0,0,40,United-States,1,0
447,43,Local-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,1887,40,United-States,1,0
447,43,Local-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Other,Female,0,1887,40,United-States,1,0
457,42,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,50,United-States,1,0
457,42,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Female,0,0,50,United-States,1,0
467,47,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,0,2002,30,United-States,1,0
471,47,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Other,Female,0,0,45,Canada,1,0
476,40,Private,Prof-school,15,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Female,5178,0,40,Mexico,1,0
477,55,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Female,0,0,40,United-States,1,0
477,55,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Female,0,0,40,United-States,1,0
478,69,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,0,0,25,United-States,1,0
480,51,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,Other,Female,5178,0,45,United-States,1,0
481,37,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Other-relative,White,Female,3411,0,47,United-States,1,0
483,53,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Other,Female,0,0,40,United-States,1,0
485,56,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,48,United-States,1,0
485,56,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Other,Female,0,0,48,United-States,1,0
492,56,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,40,United-States,1,0
492,56,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Female,0,0,40,United-States,1,0
493,28,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,85,United-States,0,1
493,28,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,85,United-States,0,1
496,55,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Female,0,0,40,United-States,1,0
496,55,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,Other,Female,0,0,40,United-States,1,0
496,55,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,Other,Male,0,0,40,United-States,1,0
497,37,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,50,United-States,1,0
498,36,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,48,United-States,1,0
498,36,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,0,0,48,United-States,1,0
516,40,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,40,United-States,0,1
516,40,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Other,Male,0,0,40,United-States,0,1
519,62,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,70,United-States,1,0
519,62,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,70,United-States,1,0
519,62,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,0,0,70,United-States,1,0
524,43,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Female,0,0,55,United-States,1,0
524,43,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Female,0,0,55,United-States,1,0
533,48,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Female,0,0,45,United-States,1,0
533,48,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Female,0,0,45,United-States,1,0
537,44,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,0,0,44,United-States,1,0
553,49,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Female,0,1672,44,United-States,1,0
553,49,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Female,0,1672,44,United-States,1,0
553,49,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,0,1672,44,United-States,1,0
557,39,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,40,United-States,1,0
557,39,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Female,0,0,40,United-States,1,0
566,42,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,0,0,40,United-States,0,1
567,52,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,45,United-States,1,0
567,52,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Other,Female,0,0,45,United-States,1,0
567,52,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,45,United-States,1,0
585,39,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Female,0,1887,40,United-States,1,0
585,39,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Female,0,1887,40,United-States,1,0
585,39,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Other,Male,0,1887,40,United-States,1,0
586,30,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,40,United-States,1,0
586,30,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Female,0,0,40,United-States,1,0
589,33,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,52,United-States,0,1
589,33,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Other,Male,0,0,52,United-States,0,1
590,47,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Other,Female,0,0,45,United-States,1,0
591,48,Local-gov,Masters,14,Divorced,Prof-specialty,Unmarried,White,Male,0,0,80,United-States,0,1
594,45,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,42,United-States,1,0
608,44,Federal-gov,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,1,0
608,44,Federal-gov,Prof-school,15,Divorced,Prof-specialty,Unmarried,Other,Female,0,0,40,United-States,1,0
608,44,Federal-gov,Prof-school,15,Divorced,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,0,0,40,United-States,1,0
619,26,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Female,0,2002,40,United-States,1,0
619,26,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Other,Female,0,2002,40,United-States,1,0
619,26,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,2002,40,United-States,1,0
624,49,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Female,5178,0,40,United-States,1,0
636,43,Private,Masters,14,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,0,0,50,United-States,0,1
644,45,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Female,0,1848,40,United-States,1,0
644,45,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Female,0,1848,40,United-States,1,0
647,37,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,55,United-States,1,0
647,37,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Other,Female,0,0,55,United-States,1,0
651,31,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,50,Germany,1,0
651,31,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,0,0,50,Germany,1,0
655,65,Self-emp-not-inc,Prof-school,15,Divorced,Prof-specialty,Not-in-family,Black,Female,0,1668,40,United-States,1,0
658,53,Self-emp-inc,Some-college,10,Divorced,Sales,Not-in-family,White,Female,8614,0,50,Cuba,1,0
658,53,Self-emp-inc,Some-college,10,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,Female,8614,0,50,Cuba,1,0
659,27,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,United-States,1,0
659,27,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,0,0,40,United-States,1,0
660,35,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,0,0,50,United-States,1,0
664,44,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,60,United-States,1,0
664,44,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Other,Female,0,0,60,United-States,1,0
664,44,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,60,United-States,1,0
668,45,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Female,7298,0,40,United-States,1,0
668,45,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Female,7298,0,40,United-States,1,0
669,52,Local-gov,Masters,14,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,4787,0,60,United-States,1,0
680,25,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Female,0,0,84,United-States,1,0
680,25,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Black,Female,0,0,84,United-States,1,0
683,69,Private,Bachelors,13,Widowed,Prof-specialty,Not-in-family,Other,Female,0,2282,40,United-States,1,0
686,60,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Female,0,0,55,United-States,1,0
686,60,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Black,Female,0,0,55,United-States,1,0
686,60,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,0,0,55,United-States,1,0
695,62,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Other,Female,0,0,60,United-States,1,0
699,49,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,30,United-States,0,1
699,49,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Male,0,0,30,United-States,0,1
703,22,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Male,0,0,44,United-States,0,1
703,22,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,44,United-States,0,1
745,44,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,45,United-States,0,1
745,44,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Male,0,0,45,United-States,0,1
761,51,State-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Male,3908,0,40,United-States,0,1
761,51,State-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Other,Male,3908,0,40,United-States,0,1
769,44,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Female,0,1902,40,United-States,1,0
769,44,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Female,0,1902,40,United-States,1,0
789,36,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,60,United-States,1,0
789,36,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Female,0,0,60,United-States,1,0
804,38,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,37,United-States,1,0
804,38,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Female,0,0,37,United-States,1,0
805,31,Private,Some-college,10,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Male,0,0,40,United-States,0,1
