age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
46,Private,Prof-school,15,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,38,United-States
27,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,59,United-States
58,Private,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
24,Private,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,21,United-States
57,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,7005,0,40,United-States
22,Private,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States
45,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States
50,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,2043,34,United-States
36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,White,Female,0,0,59,United-States
44,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,62,United-States
45,Private,HS-grad,9,Divorced,Transport-moving,Own-child,White,Male,0,1926,57,United-States
31,Private,HS-grad,9,Divorced,Transport-moving,Own-child,White,Male,0,0,55,United-States
52,Private,HS-grad,9,Widowed,Adm-clerical,Own-child,Black,Female,0,0,40,United-States
38,Private,HS-grad,9,Separated,Transport-moving,Not-in-family,White,Female,0,0,33,United-States
25,Private,Assoc-voc,11,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,29,United-States
32,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,50,United-States
30,Private,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
46,State-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,49,United-States
37,Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,62,United-States
34,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,49,United-States
26,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States
37,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
58,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,59,United-States
27,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States
28,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,48,United-States
47,State-gov,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,58,United-States
34,Private,Prof-school,15,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
26,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States
32,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,49,United-States
38,Private,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
27,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,58,United-States
34,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
64,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,56,United-States
56,Self-emp-inc,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,61,United-States
27,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,49,United-States
32,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
47,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
26,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
30,Private,10th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,34,United-States
26,Private,10th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,United-States
23,Private,10th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,33,United-States
20,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,33,United-States
21,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,37,United-States
24,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,United-States
23,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,32,United-States
48,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
33,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States
35,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
39,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,60,United-States
45,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
44,State-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
54,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States
25,Private,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Male,0,0,15,United-States
37,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
25,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,31,United-States
24,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,30,United-States
19,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,35,United-States
44,Private,11th,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States
31,Private,11th,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States
20,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,37,United-States
49,State-gov,11th,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,39,United-States
36,Private,11th,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,37,United-States
58,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States
56,Private,11th,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,34,United-States
63,Private,11th,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,8720,0,50,United-States
27,Private,11th,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States
