Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20
A14,10,A32,A41,2785,A61,A73,2,Male,A101,2,A124,36,A143,A152,1,A173,1,A191,A201
A12,13,A34,A41,1333,A65,A73,1,Male,A101,2,A122,31,A143,A152,1,A173,1,A191,A201
A14,9,A31,A48,691,A65,A72,1,Female,A101,3,A122,27,A143,A152,1,A172,1,A191,A201
A11,8,A34,A42,5158,A65,A72,4,Male,A101,4,A123,27,A143,A151,1,A173,1,A192,A201
A11,13,A32,A40,921,A65,A75,4,Male,A101,4,A123,27,A143,A152,1,A173,1,A191,A201
A14,26,A32,A41,3956,A65,A75,4,Male,A101,1,A123,33,A143,A152,1,A173,1,A192,A201
A11,12,A32,A41,2366,A61,A75,4,Male,A101,4,A124,40,A141,A152,2,A173,2,A192,A201
A12,25,A31,A41,2724,A61,A75,4,Male,A101,4,A122,31,A141,A152,1,A173,1,A191,A201
A13,11,A34,A41,463,A65,A74,4,Female,A101,4,A121,54,A143,A152,3,A173,1,A191,A201
A12,41,A32,A43,2625,A61,A73,4,Male,A101,1,A123,22,A143,A152,1,A174,1,A192,A201
A12,22,A33,A41,9763,A65,A75,3,Male,A101,4,A123,38,A143,A152,2,A174,1,A192,A201
A14,23,A32,A42,2639,A65,A73,3,Male,A103,2,A121,27,A142,A152,2,A173,1,A191,A201
A11,23,A32,A41,1370,A65,A75,2,Male,A101,4,A122,62,A143,A151,2,A173,1,A192,A201
A12,25,A32,A41,6798,A65,A73,1,Male,A101,2,A124,29,A143,A152,1,A174,1,A192,A201
A12,23,A32,A41,1443,A61,A73,4,Male,A103,2,A122,27,A143,A152,1,A173,1,A191,A201
A11,26,A32,A43,1620,A61,A72,4,Male,A101,1,A122,23,A143,A152,1,A173,1,A191,A201
A12,23,A32,A43,1510,A61,A75,4,Male,A101,3,A123,28,A143,A152,1,A173,1,A192,A201
A14,42,A32,A41,4167,A65,A75,4,Male,A101,4,A123,51,A143,A152,1,A173,1,A192,A201
A12,15,A31,A41,3147,A61,A74,2,Male,A101,2,A123,30,A143,A152,1,A174,2,A192,A201
A12,39,A31,A41,10737,A61,A75,4,Male,A101,4,A124,29,A143,A153,1,A173,1,A192,A201
A12,11,A32,A43,821,A61,A73,4,Male,A101,2,A123,35,A143,A152,1,A173,1,A191,A201
A11,12,A34,A41,2100,A61,A72,2,Female,A101,3,A122,29,A143,A151,2,A173,1,A191,A201
A11,10,A32,A43,701,A61,A75,4,Male,A101,4,A121,40,A143,A152,1,A173,1,A192,A201
A14,9,A34,A41,942,A65,A75,2,Female,A101,4,A121,46,A143,A151,2,A174,1,A192,A201
A11,34,A32,A42,2729,A61,A73,2,Male,A101,4,A122,34,A141,A152,1,A173,1,A192,A201
A11,40,A32,A40,8509,A61,A75,4,Male,A101,2,A122,32,A141,A152,1,A173,1,A192,A201
A14,39,A34,A41,4979,A65,A75,1,Male,A101,4,A123,56,A143,A152,2,A173,1,A192,A201
A11,16,A32,A41,855,A61,A73,4,Female,A101,4,A121,20,A143,A152,1,A173,1,A191,A201
A11,17,A32,A41,894,A62,A75,2,Male,A101,1,A121,40,A143,A152,1,A173,2,A192,A201
A12,20,A32,A43,1024,A61,A75,4,Male,A101,1,A121,32,A143,A152,1,A173,1,A192,A201
A14,9,A33,A41,973,A61,A72,1,Female,A101,1,A121,26,A143,A152,1,A172,1,A191,A201
A14,7,A32,A41,1036,A61,A73,1,Female,A101,2,A121,23,A143,A151,2,A172,1,A191,A201
A12,15,A31,A41,3296,A65,A75,3,Male,A101,4,A122,53,A141,A152,1,A173,2,A192,A201
A14,17,A34,A40,1933,A65,A75,4,Male,A101,4,A121,45,A143,A152,2,A173,1,A192,A201
A12,43,A33,A41,5996,A65,A74,3,Male,A101,2,A123,30,A143,A152,2,A174,2,A192,A201
A12,9,A32,A41,942,A65,A75,4,Male,A101,4,A124,60,A143,A153,1,A173,1,A192,A201
A11,24,A32,A43,800,A61,A74,4,Male,A101,1,A123,35,A142,A152,1,A174,1,A192,A201
A11,15,A34,A40,892,A61,A75,4,Male,A103,4,A121,41,A143,A152,2,A173,1,A192,A201
A14,16,A31,A41,522,A61,A75,4,Male,A101,3,A123,44,A141,A152,2,A173,1,A191,A201
A12,38,A33,A41,5993,A61,A75,2,Male,A101,2,A122,46,A143,A152,2,A173,2,A192,A201
A14,41,A34,A41,6083,A65,A75,4,Male,A101,4,A123,74,A143,A152,1,A174,1,A192,A201
A12,42,A32,A41,2044,A61,A73,1,Female,A101,2,A123,23,A143,A152,1,A173,1,A192,A201
A14,14,A32,A43,814,A65,A75,4,Male,A101,2,A123,30,A143,A152,2,A173,1,A191,A201
A11,11,A34,A41,863,A61,A75,2,Female,A101,4,A124,43,A141,A152,2,A174,1,A192,A201
A14,14,A32,A41,1730,A65,A73,4,Female,A101,2,A124,26,A143,A152,1,A173,1,A191,A201
A11,26,A32,A43,6386,A61,A72,4,Female,A101,4,A122,26,A143,A152,1,A173,1,A192,A201
A11,6,A32,A40,9995,A61,A71,2,Male,A101,4,A124,38,A143,A152,3,A174,2,A192,A201
A14,40,A34,A41,5966,A65,A75,4,Male,A101,4,A123,54,A143,A152,2,A173,1,A192,A201
A14,25,A32,A43,1116,A65,A75,3,Male,A101,1,A123,39,A143,A152,1,A173,1,A192,A201
A14,44,A32,A43,5179,A61,A73,2,Female,A101,2,A123,28,A143,A152,1,A173,1,A191,A201
A11,9,A32,A40,1002,A61,A73,4,Female,A101,2,A121,29,A143,A152,1,A173,1,A191,A202
A11,19,A32,A43,626,A65,A75,4,Male,A101,3,A121,33,A143,A152,1,A172,1,A191,A201
A12,19,A32,A41,1111,A61,A75,3,Male,A101,1,A123,43,A143,A152,1,A173,1,A192,A201
A14,14,A34,A42,1936,A61,A74,2,Male,A101,2,A124,25,A143,A152,1,A173,1,A191,A201
A14,46,A32,A41,4319,A65,A75,4,Male,A101,4,A124,60,A143,A153,1,A173,1,A191,A201
A12,18,A31,A41,1984,A65,A75,3,Female,A101,4,A124,70,A141,A153,1,A174,1,A191,A201
A11,23,A32,A41,2170,A65,A73,4,Male,A101,1,A123,25,A143,A152,2,A173,1,A191,A201
A14,43,A32,A40,7273,A65,A73,1,Female,A101,2,A124,36,A141,A152,2,A173,1,A191,A201
A14,44,A32,A41,4425,A65,A73,1,Male,A101,4,A123,23,A143,A152,1,A173,1,A191,A201
A14,6,A32,A43,405,A61,A73,3,Male,A101,4,A121,38,A143,A152,1,A172,1,A191,A201
A11,26,A32,A43,2618,A64,A75,4,Female,A101,3,A123,40,A143,A152,1,A173,1,A192,A201
A14,15,A32,A43,421,A61,A75,4,Male,A101,3,A123,25,A141,A152,2,A172,1,A191,A201
A11,16,A32,A40,5470,A65,A75,2,Male,A101,3,A122,36,A143,A152,1,A174,2,A192,A201
A14,27,A32,A41,2107,A65,A73,4,Male,A101,2,A123,29,A143,A152,1,A174,1,A192,A201
A11,15,A34,A40,1365,A61,A75,4,Male,A101,4,A124,34,A143,A153,2,A174,1,A192,A201
A11,36,A32,A40,6301,A61,A75,4,Male,A101,4,A124,62,A143,A153,1,A173,1,A192,A201
A11,16,A32,A40,1234,A65,A72,1,Male,A101,1,A122,24,A143,A152,1,A173,2,A191,A201
A11,15,A32,A43,2134,A61,A73,2,Male,A101,2,A123,31,A143,A152,1,A173,1,A191,A201
A14,7,A32,A43,2902,A61,A73,2,Female,A101,4,A123,42,A143,A152,1,A173,1,A192,A201
A12,39,A33,A49,10302,A61,A73,2,Male,A101,4,A124,42,A143,A152,2,A174,1,A192,A201
A11,21,A32,A42,1123,A61,A72,1,Female,A101,4,A124,36,A143,A151,2,A173,1,A191,A201
A12,16,A34,A41,2735,A61,A75,4,Male,A101,4,A121,48,A141,A152,2,A173,1,A192,A201
A12,12,A32,A41,3059,A61,A73,2,Male,A101,2,A124,25,A143,A152,1,A173,1,A191,A201
A12,16,A32,A41,1571,A61,A73,2,Male,A101,4,A124,30,A143,A151,1,A173,1,A192,A201
A11,9,A34,A40,5538,A61,A72,2,Male,A101,3,A121,28,A143,A152,2,A173,1,A191,A201
A12,13,A32,A41,795,A65,A75,4,Male,A101,4,A122,28,A143,A152,1,A173,1,A191,A201
A14,44,A32,A41,2374,A65,A73,2,Female,A101,4,A124,29,A143,A151,1,A173,1,A191,A201
A11,13,A32,A43,479,A61,A72,4,Female,A101,1,A122,26,A143,A152,1,A173,1,A191,A201
A12,57,A34,A45,3188,A61,A75,4,Male,A101,3,A123,34,A143,A152,2,A173,1,A191,A201
A11,10,A32,A40,1416,A61,A75,2,Male,A101,3,A124,38,A143,A152,1,A174,1,A192,A201
A11,23,A32,A41,7292,A61,A72,1,Male,A102,1,A122,27,A143,A152,1,A173,1,A192,A201
A14,24,A34,A49,9455,A65,A73,3,Male,A101,3,A124,48,A143,A152,2,A172,2,A192,A201
A12,17,A32,A40,2258,A61,A73,4,Male,A101,2,A121,24,A143,A152,1,A172,1,A191,A201
A12,11,A32,A41,905,A61,A75,4,Female,A101,4,A124,49,A143,A153,2,A173,1,A191,A201
A14,25,A32,A43,2792,A61,A72,3,Female,A101,4,A121,45,A143,A152,1,A174,1,A192,A201
A12,18,A33,A40,5682,A65,A73,1,Female,A101,1,A124,31,A143,A152,2,A173,1,A191,A201
A11,23,A32,A42,2407,A65,A75,4,Male,A101,4,A122,43,A143,A151,1,A174,1,A192,A201
A14,42,A34,A43,1304,A65,A75,4,Male,A101,2,A123,27,A143,A152,2,A173,1,A191,A201
A14,48,A34,A41,4594,A65,A73,3,Male,A101,1,A122,30,A142,A152,2,A173,1,A191,A201
A14,13,A32,A43,1011,A65,A75,4,Male,A101,3,A123,25,A143,A152,1,A173,1,A191,A201
A11,25,A34,A41,3228,A62,A74,4,Male,A101,3,A124,32,A142,A152,2,A173,1,A192,A201
A11,10,A32,A42,1340,A61,A73,4,Male,A101,2,A121,31,A143,A152,1,A173,1,A191,A201
A12,12,A33,A40,3451,A61,A72,1,Male,A101,2,A121,34,A143,A152,2,A172,1,A191,A201
A11,17,A34,A40,1211,A65,A74,4,Female,A101,3,A122,25,A143,A152,1,A173,1,A191,A201
A12,13,A32,A42,2551,A61,A75,1,Female,A101,4,A121,30,A141,A152,1,A172,1,A191,A201
A14,17,A32,A43,4258,A61,A73,1,Female,A101,2,A123,29,A143,A152,1,A173,1,A191,A201
A14,15,A32,A41,1371,A65,A74,2,Female,A101,3,A122,31,A143,A151,2,A173,1,A191,A201
A14,17,A34,A41,6107,A65,A73,2,Male,A101,3,A124,34,A143,A152,2,A173,1,A191,A201
A14,18,A32,A40,1338,A65,A74,4,Male,A101,3,A124,41,A143,A152,1,A173,1,A192,A201
A12,10,A32,A41,3171,A61,A73,3,Male,A101,2,A123,27,A143,A152,1,A173,2,A191,A201
A14,14,A34,A41,2972,A61,A73,4,Male,A101,2,A122,57,A143,A152,2,A172,1,A191,A201
A11,18,A32,A40,1793,A65,A72,4,Male,A101,3,A122,37,A143,A152,1,A173,1,A192,A201
A11,12,A32,A41,1091,A64,A75,3,Female,A101,4,A124,51,A143,A153,1,A172,1,A192,A201
A11,12,A32,A42,2433,A61,A73,1,Female,A101,4,A123,25,A143,A152,1,A173,1,A191,A201
A14,13,A34,A41,1715,A65,A73,4,Female,A101,2,A123,38,A143,A152,1,A173,1,A191,A201
A14,24,A32,A40,4867,A65,A75,4,Female,A101,1,A123,24,A143,A152,1,A173,1,A191,A201
A14,16,A34,A42,6061,A61,A72,2,Female,A101,1,A122,24,A143,A152,2,A172,1,A191,A201
A12,18,A32,A41,3833,A61,A75,2,Male,A101,4,A122,38,A143,A151,1,A173,1,A191,A201
A12,27,A32,A41,7119,A65,A75,2,Female,A101,4,A124,63,A143,A153,2,A174,1,A192,A201
A12,52,A32,A45,7578,A65,A72,4,Male,A102,1,A124,21,A143,A152,1,A172,1,A192,A201
A14,11,A32,A42,2391,A61,A75,2,Male,A101,4,A124,35,A143,A152,1,A173,1,A191,A201
A14,10,A32,A43,1303,A61,A75,4,Male,A101,2,A121,37,A143,A152,1,A173,1,A191,A201
A14,25,A32,A40,2009,A61,A72,4,Male,A101,1,A123,23,A143,A152,1,A173,2,A192,A201
A14,10,A32,A43,1053,A62,A75,3,Male,A101,4,A121,34,A143,A152,1,A173,1,A192,A201
A12,10,A32,A42,1932,A61,A72,3,Female,A101,4,A122,24,A143,A151,1,A173,1,A192,A201
A12,14,A32,A43,845,A61,A73,4,Male,A101,2,A124,31,A143,A152,1,A172,1,A191,A201
A14,9,A32,A41,2382,A65,A75,2,Male,A101,4,A121,62,A143,A152,1,A173,1,A192,A201
A14,6,A34,A43,1257,A62,A73,1,Female,A101,1,A122,26,A143,A152,2,A173,1,A191,A201
A11,15,A32,A43,1384,A61,A72,3,Female,A101,4,A121,23,A143,A151,1,A173,1,A192,A201
A12,10,A34,A41,4535,A65,A75,2,Female,A101,4,A124,52,A143,A151,1,A173,1,A191,A201
A14,27,A32,A41,1799,A61,A75,4,Female,A101,4,A123,23,A143,A152,1,A173,1,A192,A201
A14,18,A34,A41,2343,A61,A75,2,Female,A101,2,A122,32,A143,A151,2,A173,1,A192,A201
A11,5,A32,A40,522,A61,A75,4,Male,A101,3,A122,38,A143,A152,1,A173,1,A191,A202
A14,17,A31,A42,3886,A61,A75,2,Male,A101,2,A123,38,A141,A152,1,A173,1,A192,A201
A14,24,A32,A43,7217,A65,A73,2,Male,A101,4,A123,28,A143,A152,1,A173,1,A192,A201
A14,19,A32,A40,2804,A65,A73,1,Female,A101,1,A124,33,A141,A152,1,A173,1,A191,A201
A14,38,A33,A41,7449,A65,A75,3,Male,A101,4,A122,32,A143,A152,2,A173,2,A192,A201
A14,18,A32,A49,2706,A61,A73,2,Male,A101,2,A123,24,A141,A152,2,A173,1,A191,A201
A14,7,A33,A41,1252,A62,A73,2,Female,A101,1,A122,26,A143,A152,2,A172,1,A191,A201
A11,9,A32,A40,734,A65,A75,4,Female,A101,4,A122,75,A143,A152,1,A173,1,A192,A201
A11,17,A32,A41,901,A61,A72,4,Female,A101,4,A123,25,A141,A152,2,A173,1,A191,A201
A11,11,A34,A40,2501,A61,A72,2,Male,A101,3,A122,26,A143,A151,2,A173,1,A191,A201
A12,18,A31,A42,2976,A61,A73,1,Female,A101,2,A124,26,A143,A152,1,A173,1,A192,A201
A14,11,A32,A41,4331,A65,A75,4,Male,A101,4,A124,37,A143,A153,1,A173,1,A192,A201
A11,12,A34,A40,1707,A61,A73,1,Female,A101,1,A122,25,A143,A152,2,A173,1,A191,A202
A14,13,A34,A42,2198,A61,A75,4,Male,A101,4,A122,47,A143,A152,1,A173,1,A191,A201
A12,39,A34,A49,2631,A61,A75,2,Male,A101,4,A121,28,A142,A152,2,A173,1,A191,A201
A13,7,A32,A40,1146,A65,A72,4,Male,A101,2,A124,31,A143,A152,1,A173,1,A191,A202
A11,15,A32,A40,1841,A65,A75,4,Male,A101,3,A122,32,A143,A152,1,A173,1,A191,A201
A14,19,A32,A41,4954,A65,A73,4,Female,A101,4,A124,37,A143,A152,1,A172,1,A191,A201
A11,29,A32,A41,1800,A65,A75,4,Male,A101,4,A122,58,A143,A152,2,A173,1,A192,A201
A11,11,A32,A42,1495,A61,A73,2,Male,A101,2,A124,31,A143,A152,1,A173,1,A191,A201
A14,49,A34,A41,4231,A65,A73,4,Male,A101,3,A124,33,A142,A152,2,A174,2,A192,A201
A11,24,A32,A40,2070,A61,A75,4,Male,A101,4,A124,42,A141,A153,1,A173,2,A191,A201
A14,8,A32,A40,1245,A61,A75,4,Male,A101,4,A121,46,A143,A152,1,A173,1,A192,A201
A12,21,A32,A41,2149,A61,A74,2,Male,A101,1,A122,23,A143,A152,1,A173,1,A192,A201
A14,9,A32,A40,883,A61,A75,4,Female,A101,4,A122,34,A143,A151,1,A173,1,A191,A201
A12,15,A32,A40,1580,A61,A73,1,Female,A101,4,A124,24,A143,A152,1,A173,1,A192,A201
A12,15,A32,A40,1089,A61,A73,4,Female,A101,2,A123,27,A143,A152,2,A173,1,A192,A201
A11,36,A33,A42,4290,A61,A75,4,Male,A101,4,A122,44,A143,A152,2,A173,2,A192,A201
A12,22,A33,A49,6543,A65,A75,3,Male,A101,4,A124,39,A143,A151,2,A174,1,A192,A201
A14,26,A32,A49,3781,A61,A73,2,Male,A101,2,A123,30,A143,A152,1,A174,1,A192,A201
A11,18,A30,A42,3545,A61,A75,2,Male,A101,4,A121,24,A143,A152,1,A172,1,A191,A201
A11,9,A34,A42,3091,A61,A75,4,Female,A101,4,A122,24,A143,A152,2,A173,1,A192,A201
A12,34,A34,A43,1591,A65,A75,4,Male,A101,4,A122,39,A143,A152,2,A173,1,A191,A201
A11,19,A32,A41,3295,A61,A73,4,Male,A101,2,A123,28,A143,A152,1,A173,1,A191,A201
A11,22,A32,A49,1476,A61,A73,3,Female,A101,2,A121,25,A143,A152,1,A174,1,A192,A201
A11,13,A34,A42,2123,A61,A73,1,Female,A101,4,A121,29,A141,A152,1,A173,1,A192,A201
A14,14,A32,A41,3469,A65,A75,4,Male,A101,4,A124,48,A143,A151,1,A173,1,A192,A201
A14,23,A32,A43,2152,A63,A75,2,Female,A101,2,A123,26,A143,A152,1,A173,1,A191,A201
A14,40,A34,A41,5284,A65,A75,3,Male,A101,4,A121,32,A143,A152,2,A173,1,A192,A201
A11,16,A32,A42,1656,A61,A73,2,Male,A101,1,A122,24,A143,A151,1,A172,1,A191,A201
A11,13,A32,A43,2970,A61,A75,3,Male,A101,4,A124,38,A143,A152,1,A173,2,A191,A201
A14,14,A31,A40,1789,A65,A73,1,Female,A101,2,A121,29,A143,A152,1,A173,1,A191,A201
A14,60,A32,A43,3028,A63,A73,3,Male,A101,2,A123,30,A143,A152,2,A173,1,A191,A201
A14,12,A32,A41,2333,A65,A75,4,Male,A101,4,A124,48,A143,A152,1,A173,2,A191,A201
A14,19,A34,A41,7386,A65,A73,1,Male,A101,1,A122,26,A143,A152,2,A173,1,A191,A201
A12,18,A32,A43,2024,A61,A73,3,Male,A101,1,A123,26,A143,A152,1,A173,1,A191,A201
A12,27,A32,A41,9246,A61,A73,2,Male,A101,4,A124,34,A143,A153,1,A174,1,A192,A201
A14,27,A32,A41,1123,A65,A74,4,Male,A101,2,A123,29,A143,A152,1,A173,1,A192,A201
A11,10,A32,A40,700,A61,A73,4,Female,A101,4,A122,28,A143,A152,1,A173,1,A191,A201
A14,16,A32,A40,1007,A63,A73,4,Male,A101,4,A124,43,A143,A153,1,A173,1,A192,A201
A11,23,A32,A41,3501,A61,A73,2,Male,A101,4,A121,25,A142,A152,1,A173,1,A192,A201
A12,13,A32,A43,1169,A62,A72,2,Female,A101,4,A123,26,A143,A151,1,A172,1,A191,A201
A14,38,A34,A41,1518,A65,A75,4,Male,A101,4,A123,40,A143,A152,2,A173,1,A192,A201
A14,8,A32,A43,2808,A65,A75,4,Male,A101,2,A123,57,A143,A152,1,A173,1,A191,A201
A14,24,A32,A41,4854,A61,A73,4,Male,A101,2,A123,35,A143,A152,1,A174,1,A192,A201
A14,15,A32,A41,1382,A65,A74,1,Male,A101,2,A122,32,A143,A152,1,A173,1,A191,A201
A12,41,A32,A41,4598,A61,A75,1,Female,A101,4,A124,48,A143,A153,1,A173,1,A191,A201
A11,14,A34,A43,1400,A61,A75,4,Male,A101,4,A121,51,A143,A152,2,A173,1,A191,A201
A12,32,A33,A49,4396,A61,A73,2,Male,A101,2,A124,41,A143,A152,2,A174,1,A192,A201
A11,16,A34,A40,1610,A61,A75,4,Male,A101,4,A121,48,A143,A152,2,A172,2,A191,A201
A11,7,A32,A41,1126,A61,A75,4,Male,A101,4,A124,44,A143,A153,2,A173,1,A191,A201
A11,28,A32,A40,2303,A61,A75,4,Male,A101,3,A123,45,A143,A152,1,A173,1,A191,A201
A12,15,A32,A43,1751,A61,A72,2,Male,A103,1,A122,28,A143,A152,1,A172,1,A191,A201
A12,7,A32,A41,2191,A61,A72,3,Male,A101,1,A121,30,A143,A152,1,A172,1,A191,A201
A11,17,A32,A40,883,A61,A75,4,Male,A101,4,A123,39,A141,A152,1,A172,1,A191,A201
A14,8,A34,A40,1385,A65,A72,1,Male,A101,3,A124,44,A143,A152,1,A172,2,A191,A202
A11,22,A34,A410,10829,A61,A74,2,Male,A101,2,A124,27,A143,A152,2,A174,2,A192,A201
A12,40,A31,A41,4302,A65,A73,4,Male,A101,4,A124,28,A143,A153,1,A173,2,A192,A201
A11,4,A34,A40,1560,A61,A73,2,Male,A101,2,A121,39,A143,A152,2,A173,1,A191,A201
A14,12,A33,A42,1440,A61,A73,4,Male,A101,2,A121,32,A143,A151,2,A173,1,A191,A201
A12,12,A32,A49,1198,A61,A73,2,Male,A101,2,A121,29,A143,A152,1,A173,1,A192,A201
A12,14,A32,A41,705,A61,A74,3,Male,A101,3,A121,28,A141,A152,1,A172,1,A191,A201
A11,12,A34,A40,1221,A65,A73,4,Female,A101,2,A123,26,A143,A152,1,A173,1,A191,A201
A12,14,A32,A41,903,A65,A74,2,Female,A101,1,A121,23,A143,A151,1,A172,1,A191,A201
A14,8,A32,A43,1949,A65,A75,3,Male,A101,2,A123,39,A143,A152,1,A173,1,A191,A201
A12,10,A34,A41,1543,A65,A72,4,Male,A101,3,A122,29,A143,A152,2,A173,1,A192,A201
A12,17,A32,A40,1154,A61,A75,2,Male,A101,1,A124,35,A143,A152,1,A173,1,A192,A201
A14,24,A34,A40,1680,A65,A75,4,Female,A101,4,A123,58,A143,A152,2,A173,1,A192,A201
A11,15,A30,A40,1885,A61,A71,3,Female,A101,4,A124,39,A143,A153,2,A171,1,A191,A201
A12,14,A32,A43,741,A61,A72,3,Male,A101,1,A124,23,A143,A152,1,A172,2,A191,A201
A12,9,A32,A45,390,A61,A72,3,Male,A101,1,A122,23,A143,A152,1,A172,1,A191,A201
A14,26,A34,A41,6358,A65,A73,3,Male,A101,4,A122,37,A143,A151,2,A174,1,A192,A201
A11,35,A32,A42,3753,A61,A75,1,Male,A103,1,A122,27,A143,A152,1,A173,2,A191,A201
A11,9,A32,A42,1546,A61,A71,4,Female,A101,4,A123,26,A143,A152,1,A171,1,A191,A201
A14,40,A32,A41,3540,A65,A73,4,Male,A101,2,A124,31,A142,A152,2,A173,1,A191,A201
A13,14,A32,A43,1369,A61,A73,3,Male,A101,2,A121,37,A143,A152,1,A172,1,A191,A201
