original_index,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,original_prediction,alternative_prediction
150,A12,24,A32,A43,1967,A61,A75,4,Male,A101,4,A123,40,A143,A152,1,A173,1,A192,A201,1,0
151,A12,36,A32,A46,3711,A65,A73,2,Female,A101,2,A123,75,A143,A152,1,A173,1,A191,A201,0,1
151,A12,36,A32,A46,3711,A65,A73,2,Female,A101,2,A123,25,A143,A152,1,A173,1,A191,A201,0,1
155,A12,42,A31,A41,9283,A61,A71,1,Female,A101,2,A124,75,A141,A153,1,A174,1,A192,A201,0,1
155,A12,42,A31,A41,9283,A61,A71,1,Female,A101,2,A124,20,A141,A153,1,A174,1,A192,A201,0,1
161,A12,18,A32,A40,1042,A65,A73,4,Male,A101,2,A122,28,A143,A152,1,A173,1,A191,A201,1,0
161,A12,18,A32,A40,1042,A65,A73,4,Male,A101,2,A122,22,A143,A152,1,A173,1,A191,A201,1,0
162,A14,24,A32,A40,3757,A61,A75,4,Male,A102,4,A124,68,A143,A153,1,A173,1,A192,A201,1,0
173,A11,36,A32,A40,3249,A61,A74,2,Female,A101,4,A124,31,A141,A153,1,A174,2,A192,A201,0,1
173,A11,36,A32,A40,3249,A61,A74,2,Female,A101,4,A124,24,A141,A153,1,A174,2,A192,A201,0,1
184,A12,9,A34,A46,1501,A61,A75,2,Male,A101,3,A123,44,A143,A152,2,A174,1,A192,A201,1,0
184,A12,9,A34,A46,1501,A61,A75,2,Male,A101,3,A123,20,A143,A152,2,A174,1,A192,A201,1,0
202,A13,36,A32,A43,5848,A61,A73,4,Female,A101,1,A123,42,A143,A152,1,A173,1,A191,A201,1,0
202,A13,36,A32,A43,5848,A61,A73,4,Female,A101,1,A123,22,A143,A152,1,A173,1,A191,A201,1,0
204,A12,9,A32,A42,918,A61,A73,4,Male,A101,1,A122,43,A143,A152,1,A173,1,A191,A201,1,0
204,A12,9,A32,A42,918,A61,A73,4,Male,A101,1,A122,19,A143,A152,1,A173,1,A191,A201,1,0
221,A12,48,A30,A49,12204,A65,A73,2,Female,A101,2,A123,39,A141,A152,1,A174,1,A192,A201,0,1
221,A12,48,A30,A49,12204,A65,A73,2,Female,A101,2,A123,23,A141,A152,1,A174,1,A192,A201,0,1
229,A11,9,A32,A42,2136,A61,A73,3,Female,A101,2,A121,22,A143,A152,1,A173,1,A191,A201,0,1
231,A14,18,A32,A49,1568,A62,A73,3,Male,A101,4,A122,25,A143,A151,1,A172,1,A191,A201,1,0
231,A14,18,A32,A49,1568,A62,A73,3,Female,A101,4,A122,47,A143,A151,1,A172,1,A191,A201,1,0
231,A14,18,A32,A49,1568,A62,A73,3,Male,A101,4,A122,58,A143,A151,1,A172,1,A191,A201,1,0
267,A13,24,A34,A42,3617,A65,A75,4,Female,A102,4,A124,72,A143,A151,2,A173,1,A191,A201,1,0
283,A12,18,A34,A42,1295,A61,A72,4,Male,A101,1,A122,60,A143,A152,2,A173,1,A191,A201,1,0
283,A12,18,A34,A42,1295,A61,A72,4,Male,A101,1,A122,22,A143,A152,2,A173,1,A191,A201,1,0
287,A12,24,A32,A42,4057,A61,A74,3,Female,A101,3,A123,39,A143,A152,1,A173,1,A192,A201,1,0
298,A11,24,A32,A41,6579,A61,A71,4,Female,A101,2,A124,41,A143,A153,1,A174,1,A192,A201,0,1
298,A11,24,A32,A41,6579,A61,A71,4,Female,A101,2,A124,19,A143,A153,1,A174,1,A192,A201,0,1
300,A11,48,A32,A41,4788,A61,A74,4,Female,A101,3,A122,22,A143,A152,1,A173,2,A191,A201,0,1
307,A12,21,A32,A49,1188,A61,A75,2,Male,A101,4,A122,66,A143,A152,1,A173,2,A191,A201,1,0
310,A11,10,A34,A40,1038,A61,A74,4,Female,A102,3,A122,53,A143,A152,2,A173,1,A192,A201,1,0
316,A11,21,A32,A43,1835,A61,A73,3,Male,A101,2,A121,61,A143,A152,2,A173,1,A192,A201,1,0
322,A12,18,A32,A41,12976,A61,A71,3,Male,A101,4,A124,49,A143,A153,1,A174,1,A192,A201,1,0
322,A12,18,A32,A41,12976,A61,A71,3,Male,A101,4,A124,21,A143,A153,1,A174,1,A192,A201,1,0
329,A14,21,A30,A40,5003,A65,A73,1,Male,A101,4,A122,55,A141,A152,2,A173,1,A192,A201,1,0
329,A14,21,A30,A40,5003,A65,A73,1,Male,A101,4,A122,21,A141,A152,2,A173,1,A192,A201,1,0
339,A14,30,A31,A41,7485,A65,A71,4,Male,A101,1,A121,75,A141,A152,1,A174,1,A192,A201,1,0
339,A14,30,A31,A41,7485,A65,A71,4,Male,A101,1,A121,21,A141,A152,1,A174,1,A192,A201,1,0
366,A12,24,A33,A49,4712,A65,A73,4,Female,A101,2,A122,54,A141,A152,2,A174,1,A192,A201,0,1
366,A12,24,A33,A49,4712,A65,A73,4,Female,A101,2,A122,21,A141,A152,2,A174,1,A192,A201,0,1
374,A12,12,A32,A40,1223,A61,A75,1,Female,A101,1,A121,47,A143,A151,2,A173,1,A191,A201,1,0
374,A12,12,A32,A40,1223,A61,A75,1,Female,A101,1,A121,23,A143,A151,2,A173,1,A191,A201,1,0
378,A11,24,A32,A40,1381,A65,A73,4,Male,A101,2,A122,68,A143,A152,1,A173,1,A191,A201,1,0
378,A11,24,A32,A40,1381,A65,A73,4,Male,A101,2,A122,24,A143,A152,1,A173,1,A191,A201,1,0
390,A12,10,A32,A40,7308,A61,A71,2,Female,A101,4,A124,69,A141,A153,1,A174,1,A192,A201,0,1
390,A12,10,A32,A40,7308,A61,A71,2,Female,A101,4,A124,22,A141,A153,1,A174,1,A192,A201,0,1
390,A12,10,A32,A40,7308,A61,A71,2,Male,A101,4,A124,25,A141,A153,1,A174,1,A192,A201,0,1
408,A12,9,A32,A40,276,A61,A73,4,Female,A101,4,A121,64,A143,A151,1,A172,1,A191,A201,0,1
408,A12,9,A32,A40,276,A61,A73,4,Female,A101,4,A121,24,A143,A151,1,A172,1,A191,A201,0,1
423,A11,24,A32,A41,2964,A65,A75,4,Female,A101,4,A124,42,A141,A153,1,A173,2,A192,A201,0,1
423,A11,24,A32,A41,2964,A65,A75,4,Female,A101,4,A124,25,A141,A153,1,A173,2,A192,A201,0,1
425,A11,9,A32,A40,1422,A61,A72,3,Female,A101,2,A124,67,A143,A153,1,A174,1,A192,A201,0,1
425,A11,9,A32,A40,1422,A61,A72,3,Female,A101,2,A124,21,A143,A153,1,A174,1,A192,A201,0,1
426,A12,9,A32,A49,1391,A61,A73,2,Female,A101,1,A121,53,A141,A152,1,A173,1,A192,A201,0,1
426,A12,9,A32,A49,1391,A61,A73,2,Female,A101,1,A121,24,A141,A152,1,A173,1,A192,A201,0,1
427,A11,36,A34,A41,9629,A61,A74,4,Female,A101,4,A123,47,A143,A152,2,A173,1,A192,A201,1,0
427,A11,36,A34,A41,9629,A61,A74,4,Male,A101,4,A123,70,A143,A152,2,A173,1,A192,A201,1,0
441,A12,9,A31,A41,5129,A61,A75,2,Male,A101,4,A124,51,A141,A153,1,A174,2,A192,A201,1,0
441,A12,9,A31,A41,5129,A61,A75,2,Male,A101,4,A124,21,A141,A153,1,A174,2,A192,A201,1,0
442,A14,18,A34,A42,3780,A61,A72,3,Female,A101,2,A123,24,A143,A152,2,A174,1,A192,A201,0,1
446,A11,6,A32,A42,1374,A61,A73,1,Female,A101,2,A121,33,A141,A152,1,A172,1,A192,A201,0,1
446,A11,6,A32,A42,1374,A61,A73,1,Female,A101,2,A121,25,A141,A152,1,A172,1,A192,A201,0,1
449,A11,21,A34,A40,1602,A61,A75,4,Female,A101,3,A123,45,A143,A152,2,A173,1,A192,A201,1,0
452,A12,48,A31,A49,3566,A62,A74,4,Female,A101,2,A123,49,A143,A152,1,A173,1,A191,A201,1,0
452,A12,48,A31,A49,3566,A62,A74,4,Female,A101,2,A123,22,A143,A152,1,A173,1,A191,A201,1,0
459,A12,18,A33,A45,6204,A61,A73,2,Female,A101,4,A121,75,A143,A152,1,A172,2,A192,A201,0,1
459,A12,18,A33,A45,6204,A61,A73,2,Female,A101,4,A121,22,A143,A152,1,A172,2,A192,A201,0,1
485,A12,18,A32,A46,1239,A65,A73,4,Female,A101,4,A124,44,A143,A153,1,A173,1,A191,A201,0,1
485,A12,18,A32,A46,1239,A65,A73,4,Female,A101,4,A124,25,A143,A153,1,A173,1,A191,A201,0,1
492,A14,60,A32,A40,10366,A61,A75,2,Female,A101,4,A122,64,A143,A152,1,A174,1,A192,A201,0,1
492,A14,60,A32,A40,10366,A61,A75,2,Female,A101,4,A122,23,A143,A152,1,A174,1,A192,A201,0,1
492,A14,60,A32,A40,10366,A61,A75,2,Male,A101,4,A122,19,A143,A152,1,A174,1,A192,A201,0,1
505,A11,39,A34,A42,14179,A65,A74,4,Female,A101,4,A122,46,A143,A152,2,A174,1,A192,A201,0,1
505,A11,39,A34,A42,14179,A65,A74,4,Female,A101,4,A122,20,A143,A152,2,A174,1,A192,A201,0,1
516,A11,12,A32,A42,1657,A61,A73,2,Female,A101,2,A121,25,A143,A152,1,A173,1,A191,A201,0,1
517,A12,48,A33,A49,6681,A65,A73,4,Female,A101,4,A124,44,A143,A153,1,A173,2,A192,A201,0,1
517,A12,48,A33,A49,6681,A65,A73,4,Female,A101,4,A124,21,A143,A153,1,A173,2,A192,A201,0,1
518,A13,24,A32,A43,1377,A62,A75,4,Male,A101,2,A124,31,A143,A153,1,A173,1,A192,A201,0,1
518,A13,24,A32,A43,1377,A62,A75,4,Male,A101,2,A124,24,A143,A153,1,A173,1,A192,A201,0,1
519,A14,60,A32,A40,6527,A65,A73,4,Female,A101,4,A124,20,A143,A153,1,A173,2,A192,A201,0,1
524,A11,6,A34,A40,860,A61,A75,1,Male,A101,4,A124,71,A143,A152,2,A173,1,A192,A201,1,0
527,A11,42,A32,A43,7174,A65,A74,4,Male,A101,3,A123,46,A143,A152,1,A174,1,A192,A201,1,0
527,A11,42,A32,A43,7174,A65,A74,4,Male,A101,3,A123,19,A143,A152,1,A174,1,A192,A201,1,0
535,A12,15,A32,A43,1444,A65,A72,4,Female,A101,1,A122,47,A143,A152,1,A173,1,A191,A201,0,1
535,A12,15,A32,A43,1444,A65,A72,4,Female,A101,1,A122,24,A143,A152,1,A173,1,A191,A201,0,1
560,A12,12,A34,A40,3124,A61,A72,1,Female,A101,3,A121,70,A141,A152,2,A172,2,A191,A201,0,1
560,A12,12,A34,A40,3124,A61,A72,1,Female,A101,3,A121,23,A141,A152,2,A172,2,A191,A201,0,1
560,A12,12,A34,A40,3124,A61,A72,1,Male,A101,3,A121,19,A141,A152,2,A172,2,A191,A201,0,1
563,A12,18,A34,A49,1887,A65,A73,4,Female,A101,4,A121,49,A141,A152,2,A173,1,A191,A201,0,1
563,A12,18,A34,A49,1887,A65,A73,4,Female,A101,4,A121,22,A141,A152,2,A173,1,A191,A201,0,1
574,A14,18,A34,A40,1530,A61,A73,3,Female,A101,2,A122,20,A141,A152,2,A173,1,A191,A201,0,1
574,A14,18,A34,A40,1530,A61,A73,3,Male,A101,2,A122,23,A141,A152,2,A173,1,A191,A201,0,1
581,A14,21,A34,A40,12680,A65,A75,4,Female,A101,4,A124,59,A143,A153,1,A174,1,A192,A201,0,1
581,A14,21,A34,A40,12680,A65,A75,4,Female,A101,4,A124,24,A143,A153,1,A174,1,A192,A201,0,1
583,A11,18,A32,A40,4380,A62,A73,3,Female,A101,4,A123,41,A143,A152,1,A172,2,A192,A201,0,1
583,A11,18,A32,A40,4380,A62,A73,3,Female,A101,4,A123,21,A143,A152,1,A172,2,A192,A201,0,1
594,A11,12,A32,A42,2578,A61,A71,3,Male,A101,4,A124,75,A143,A153,1,A174,1,A191,A201,1,0
594,A11,12,A32,A42,2578,A61,A71,3,Male,A101,4,A124,22,A143,A153,1,A174,1,A191,A201,1,0
623,A11,12,A32,A43,2214,A61,A73,4,Female,A101,3,A122,39,A143,A152,1,A172,1,A191,A201,0,1
623,A11,12,A32,A43,2214,A61,A73,4,Female,A101,3,A122,21,A143,A152,1,A172,1,A191,A201,0,1
630,A11,18,A34,A40,5302,A61,A75,2,Female,A101,4,A124,58,A143,A153,3,A174,1,A192,A201,0,1
630,A11,18,A34,A40,5302,A61,A75,2,Female,A101,4,A124,19,A143,A153,3,A174,1,A192,A201,0,1
635,A14,48,A34,A49,7629,A65,A75,4,Female,A101,2,A123,24,A141,A152,2,A174,2,A191,A201,0,1
644,A11,6,A32,A40,1374,A65,A71,4,Male,A101,3,A122,46,A143,A152,1,A174,1,A192,A201,1,0
653,A12,12,A32,A43,1155,A61,A75,3,Female,A103,3,A121,47,A141,A152,2,A172,1,A191,A201,0,1
653,A12,12,A32,A43,1155,A61,A75,3,Female,A103,3,A121,21,A141,A152,2,A172,1,A191,A201,0,1
675,A11,12,A32,A43,709,A61,A75,4,Male,A101,4,A121,22,A142,A152,1,A172,1,A191,A201,0,1
690,A14,12,A32,A46,719,A61,A75,4,Female,A101,4,A123,63,A141,A152,1,A172,2,A191,A201,0,1
690,A14,12,A32,A46,719,A61,A75,4,Female,A101,4,A123,21,A141,A152,1,A172,2,A191,A201,0,1
695,A12,9,A34,A46,1136,A64,A75,4,Female,A101,3,A124,64,A143,A153,2,A173,2,A191,A201,0,1
695,A12,9,A34,A46,1136,A64,A75,4,Female,A101,3,A124,23,A143,A153,2,A173,2,A191,A201,0,1
699,A12,6,A33,A49,1449,A62,A75,1,Female,A101,2,A123,65,A141,A152,2,A173,2,A191,A201,0,1
699,A12,6,A33,A49,1449,A62,A75,1,Female,A101,2,A123,25,A141,A152,2,A173,2,A191,A201,0,1
710,A11,21,A34,A40,571,A61,A75,4,Male,A101,4,A121,21,A143,A152,2,A173,1,A191,A201,0,1
715,A11,36,A32,A41,8229,A61,A73,2,Female,A101,2,A122,60,A143,A152,1,A173,2,A191,A201,0,1
715,A11,36,A32,A41,8229,A61,A73,2,Female,A101,2,A122,23,A143,A152,1,A173,2,A191,A201,0,1
722,A11,24,A32,A42,2996,A65,A73,2,Female,A101,4,A123,24,A143,A152,1,A173,1,A191,A201,0,1
735,A12,9,A32,A46,1199,A61,A74,4,Male,A101,4,A122,38,A143,A152,2,A174,1,A192,A201,1,0
735,A12,9,A32,A46,1199,A61,A74,4,Male,A101,4,A122,21,A143,A152,2,A174,1,A192,A201,1,0
747,A11,12,A32,A40,2579,A61,A72,4,Female,A101,1,A121,67,A143,A152,1,A172,2,A191,A201,0,1
747,A11,12,A32,A40,2579,A61,A72,4,Female,A101,1,A121,19,A143,A152,1,A172,2,A191,A201,0,1
753,A12,48,A32,A410,5381,A65,A71,3,Female,A101,4,A124,41,A141,A153,1,A171,1,A192,A201,0,1
753,A12,48,A32,A410,5381,A65,A71,3,Female,A101,4,A124,24,A141,A153,1,A171,1,A192,A201,0,1
766,A14,9,A32,A42,2301,A62,A72,2,Male,A101,4,A122,22,A143,A151,1,A173,1,A191,A201,1,0
766,A14,9,A32,A42,2301,A62,A72,2,Male,A101,4,A122,60,A143,A151,1,A173,1,A191,A201,1,0
768,A11,12,A32,A42,7865,A61,A75,4,Female,A101,4,A124,35,A143,A153,1,A174,1,A192,A201,0,1
768,A11,12,A32,A42,7865,A61,A75,4,Female,A101,4,A124,22,A143,A153,1,A174,1,A192,A201,0,1
769,A12,12,A32,A42,1922,A61,A73,4,Female,A101,2,A122,45,A143,A152,1,A172,1,A191,A201,0,1
769,A12,12,A32,A42,1922,A61,A73,4,Female,A101,2,A122,24,A143,A152,1,A172,1,A191,A201,0,1
769,A12,12,A32,A42,1922,A61,A73,4,Male,A101,2,A122,25,A143,A152,1,A172,1,A191,A201,0,1
776,A12,18,A32,A49,2622,A62,A73,4,Female,A101,4,A123,53,A143,A152,1,A173,1,A191,A201,0,1
776,A12,18,A32,A49,2622,A62,A73,4,Female,A101,4,A123,23,A143,A152,1,A173,1,A191,A201,0,1
778,A11,24,A32,A42,3345,A61,A75,4,Female,A101,2,A122,29,A143,A151,1,A174,1,A192,A201,0,1
778,A11,24,A32,A42,3345,A61,A75,4,Female,A101,2,A122,25,A143,A151,1,A174,1,A192,A201,0,1
783,A14,27,A32,A45,5190,A65,A75,4,Female,A101,4,A122,37,A143,A152,4,A173,2,A192,A201,0,1
783,A14,27,A32,A45,5190,A65,A75,4,Female,A101,4,A122,23,A143,A152,4,A173,2,A192,A201,0,1
792,A12,18,A32,A42,1924,A65,A72,4,Male,A101,3,A121,41,A143,A151,1,A173,1,A191,A201,1,0
792,A12,18,A32,A42,1924,A65,A72,4,Male,A101,3,A121,23,A143,A151,1,A173,1,A191,A201,1,0
