original_index,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,original_prediction,alternative_prediction
996,A11,17,A32,A43,2705,A61,A73,4,Male,A101,2,A123,75,A143,A152,1,A173,1,A191,A201,1,0
996,A11,17,A32,A43,2705,A61,A73,4,Male,A101,2,A123,24,A143,A152,1,A173,1,A191,A201,1,0
1018,A11,21,A32,A42,6851,A61,A73,2,Male,A101,2,A123,48,A143,A152,1,A173,1,A191,A201,1,0
1030,A11,22,A32,A41,6124,A61,A75,4,Female,A101,4,A124,25,A143,A153,1,A173,1,A192,A201,0,1
1043,A11,12,A31,A41,5546,A61,A75,2,Female,A101,4,A124,47,A141,A153,1,A174,1,A192,A201,0,1
1043,A11,12,A31,A41,5546,A61,A75,2,Female,A101,4,A124,21,A141,A153,1,A174,1,A192,A201,0,1
1049,A12,33,A31,A41,15864,A61,A75,1,Female,A101,4,A124,22,A143,A153,1,A174,1,A192,A201,0,1
1057,A11,37,A31,A41,2237,A61,A73,2,Female,A101,2,A123,19,A142,A152,1,A173,1,A192,A201,0,1
1073,A11,26,A32,A40,2456,A61,A72,1,Male,A101,1,A122,58,A143,A152,1,A173,1,A192,A201,1,0
1073,A11,26,A32,A40,2456,A61,A72,1,Male,A101,1,A122,20,A143,A152,1,A173,1,A192,A201,1,0
1086,A11,14,A32,A40,913,A61,A73,2,Female,A101,1,A121,22,A143,A152,1,A172,2,A191,A201,0,1
1087,A11,13,A34,A42,1181,A61,A73,4,Female,A101,2,A124,37,A143,A152,2,A173,1,A191,A201,0,1
1087,A11,13,A34,A42,1181,A61,A73,4,Female,A101,2,A124,25,A143,A152,2,A173,1,A191,A201,0,1
1090,A11,17,A32,A43,1890,A61,A73,4,Male,A101,2,A123,27,A143,A152,1,A173,1,A191,A201,1,0
1090,A11,17,A32,A43,1890,A61,A73,4,Male,A101,2,A123,23,A143,A152,1,A173,1,A191,A201,1,0
1093,A12,20,A32,A41,2034,A61,A75,4,Male,A101,4,A124,35,A143,A151,1,A174,1,A192,A201,1,0
1110,A11,23,A32,A49,681,A61,A72,3,Male,A101,1,A122,64,A143,A152,1,A172,1,A191,A201,1,0
1119,A11,12,A34,A40,1507,A61,A73,4,Female,A101,3,A121,62,A143,A151,2,A173,1,A191,A201,0,1
1119,A11,12,A34,A40,1507,A61,A73,4,Female,A101,3,A121,19,A143,A151,2,A173,1,A191,A201,0,1
1146,A11,18,A32,A43,2038,A61,A73,2,Female,A101,2,A123,73,A141,A152,1,A172,1,A191,A201,0,1
1146,A11,18,A32,A43,2038,A61,A73,2,Female,A101,2,A123,22,A141,A152,1,A172,1,A191,A201,0,1
1146,A11,18,A32,A43,2038,A61,A73,2,Male,A101,2,A123,25,A141,A152,1,A172,1,A191,A201,0,1
1156,A11,13,A34,A43,1500,A61,A75,4,Female,A101,3,A124,24,A143,A152,2,A173,1,A191,A201,0,1
1165,A11,10,A32,A42,900,A61,A73,4,Male,A101,3,A123,47,A143,A152,1,A173,1,A191,A201,1,0
1165,A11,10,A32,A42,900,A61,A73,4,Male,A101,3,A123,23,A143,A152,1,A173,1,A191,A201,1,0
1180,A11,16,A34,A42,8762,A61,A75,4,Female,A101,4,A124,24,A143,A153,1,A173,1,A192,A201,0,1
1186,A11,14,A32,A42,1879,A61,A73,4,Female,A101,2,A123,58,A143,A152,1,A173,1,A191,A201,0,1
1186,A11,14,A32,A42,1879,A61,A73,4,Female,A101,2,A123,22,A143,A152,1,A173,1,A191,A201,0,1
1196,A11,18,A33,A41,15943,A61,A74,4,Female,A101,3,A123,41,A143,A152,3,A174,1,A192,A201,0,1
1196,A11,18,A33,A41,15943,A61,A74,4,Female,A101,3,A123,25,A143,A152,3,A174,1,A192,A201,0,1
1199,A11,14,A32,A43,815,A61,A72,3,Male,A101,4,A123,25,A143,A151,1,A173,1,A192,A201,1,0
1199,A11,14,A32,A43,815,A61,A72,3,Male,A101,4,A123,45,A143,A151,1,A173,1,A192,A201,1,0
1211,A12,12,A32,A40,3008,A61,A75,1,Female,A101,2,A124,36,A143,A152,1,A174,2,A192,A201,0,1
1211,A12,12,A32,A40,3008,A61,A75,1,Female,A101,2,A124,20,A143,A152,1,A174,2,A192,A201,0,1
1218,A14,11,A32,A40,896,A61,A71,4,Male,A101,4,A124,32,A143,A152,1,A173,1,A191,A201,1,0
1218,A14,11,A32,A40,896,A61,A71,4,Male,A101,4,A124,23,A143,A152,1,A173,1,A191,A201,1,0
1220,A12,14,A32,A40,1129,A61,A72,3,Male,A101,1,A122,31,A143,A152,1,A172,1,A191,A201,1,0
1220,A12,14,A32,A40,1129,A61,A72,3,Male,A101,1,A122,23,A143,A152,1,A172,1,A191,A201,1,0
1222,A11,26,A32,A40,1253,A65,A72,4,Female,A101,2,A122,40,A143,A152,1,A173,1,A191,A201,0,1
1222,A11,26,A32,A40,1253,A65,A72,4,Female,A101,2,A122,24,A143,A152,1,A173,1,A191,A201,0,1
1225,A11,30,A32,A42,1712,A61,A75,2,Female,A101,4,A122,22,A143,A152,1,A173,1,A191,A201,0,1
