original_index,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,original_prediction,alternative_prediction
274,A11,26,A32,A40,2233,A62,A75,4,Male,A101,4,A124,19,A143,A153,1,A173,2,A191,A201,1,0
389,A11,22,A32,A40,2001,A61,A73,4,Male,A102,4,A121,23,A143,A151,1,A173,1,A191,A201,1,0
389,A11,22,A32,A40,2001,A61,A73,4,Male,A102,4,A121,31,A143,A151,1,A173,1,A191,A201,1,0
430,A11,42,A32,A42,7287,A61,A75,3,Female,A101,4,A124,74,A143,A153,1,A173,2,A191,A201,0,1
430,A11,42,A32,A42,7287,A61,A75,3,Female,A101,4,A124,23,A143,A153,1,A173,2,A191,A201,0,1
457,A11,42,A32,A42,6393,A65,A75,4,Female,A101,4,A124,25,A141,A153,1,A173,1,A191,A201,0,1
515,A11,25,A32,A41,1352,A61,A75,4,Female,A101,4,A124,75,A141,A153,1,A173,1,A191,A201,0,1
515,A11,25,A32,A41,1352,A61,A75,4,Female,A101,4,A124,24,A141,A153,1,A173,1,A191,A201,0,1
532,A11,50,A32,A41,7722,A61,A75,3,Female,A101,4,A124,49,A143,A153,2,A173,1,A191,A201,0,1
532,A11,50,A32,A41,7722,A61,A75,3,Female,A101,4,A124,20,A143,A153,2,A173,1,A191,A201,0,1
540,A11,17,A32,A40,997,A61,A75,4,Female,A101,4,A124,31,A143,A152,1,A173,2,A192,A201,0,1
540,A11,17,A32,A40,997,A61,A75,4,Female,A101,4,A124,25,A143,A152,1,A173,2,A192,A201,0,1
546,A11,23,A32,A41,3965,A61,A75,4,Female,A101,4,A124,19,A143,A151,1,A174,1,A192,A201,0,1
550,A11,22,A32,A41,4026,A61,A75,4,Female,A101,4,A124,22,A143,A151,1,A174,1,A192,A201,0,1
574,A11,43,A32,A41,7748,A61,A75,4,Female,A101,4,A124,49,A141,A153,1,A174,1,A192,A201,0,1
574,A11,43,A32,A41,7748,A61,A75,4,Female,A101,4,A124,23,A141,A153,1,A174,1,A192,A201,0,1
579,A11,33,A31,A41,8991,A61,A75,2,Female,A101,4,A124,73,A141,A153,1,A174,2,A192,A201,0,1
579,A11,33,A31,A41,8991,A61,A75,2,Female,A101,4,A124,20,A141,A153,1,A174,2,A192,A201,0,1
583,A11,44,A32,A41,12167,A61,A75,4,Female,A101,4,A124,55,A143,A153,3,A174,1,A192,A201,0,1
583,A11,44,A32,A41,12167,A61,A75,4,Female,A101,4,A124,25,A143,A153,3,A174,1,A192,A201,0,1
588,A11,60,A32,A41,11588,A61,A75,3,Female,A101,2,A124,50,A143,A153,1,A174,1,A192,A201,0,1
588,A11,60,A32,A41,11588,A61,A75,3,Female,A101,2,A124,22,A143,A153,1,A174,1,A192,A201,0,1
589,A11,60,A32,A41,14695,A61,A75,3,Female,A101,4,A124,42,A143,A153,3,A174,1,A192,A201,0,1
589,A11,60,A32,A41,14695,A61,A75,3,Female,A101,4,A124,24,A143,A153,3,A174,1,A192,A201,0,1
595,A11,10,A32,A40,1385,A61,A75,2,Female,A101,4,A124,26,A141,A153,3,A173,2,A191,A201,0,1
595,A11,10,A32,A40,1385,A61,A75,2,Female,A101,4,A124,23,A141,A153,3,A173,2,A191,A201,0,1
609,A11,49,A32,A40,3667,A63,A75,4,Female,A101,4,A124,59,A143,A153,1,A174,1,A191,A201,0,1
609,A11,49,A32,A40,3667,A63,A75,4,Female,A101,4,A124,20,A143,A153,1,A174,1,A191,A201,0,1
691,A12,22,A32,A40,1890,A61,A72,4,Male,A101,2,A122,65,A141,A152,1,A173,1,A191,A201,1,0
691,A12,22,A32,A40,1890,A61,A72,4,Male,A101,2,A122,21,A141,A152,1,A173,1,A191,A201,1,0
715,A11,14,A32,A43,1269,A61,A72,3,Male,A101,4,A123,22,A143,A151,1,A173,1,A191,A201,1,0
715,A11,14,A32,A43,1269,A61,A72,3,Male,A101,4,A123,63,A143,A151,1,A173,1,A191,A201,1,0
719,A11,24,A32,A41,819,A61,A74,4,Male,A101,4,A124,46,A143,A151,1,A173,1,A191,A201,1,0
737,A12,46,A31,A410,6860,A62,A75,4,Male,A101,4,A124,35,A141,A153,1,A173,1,A191,A201,1,0
737,A12,46,A31,A410,6860,A62,A75,4,Male,A101,4,A124,23,A141,A153,1,A173,1,A191,A201,1,0
831,A11,23,A32,A42,3808,A61,A75,4,Male,A101,4,A124,51,A143,A151,1,A174,1,A192,A201,1,0
831,A11,23,A32,A42,3808,A61,A75,4,Male,A101,4,A124,21,A143,A151,1,A174,1,A192,A201,1,0
837,A11,9,A32,A40,1082,A61,A75,4,Female,A101,4,A124,75,A143,A153,1,A173,1,A191,A201,0,1
837,A11,9,A32,A40,1082,A61,A75,4,Female,A101,4,A124,20,A143,A153,1,A173,1,A191,A201,0,1
866,A11,60,A32,A41,9673,A61,A75,3,Female,A101,4,A124,74,A143,A153,1,A173,1,A192,A201,0,1
866,A11,60,A32,A41,9673,A61,A75,3,Female,A101,4,A124,23,A143,A153,1,A173,1,A192,A201,0,1
881,A11,22,A32,A41,9819,A61,A75,4,Male,A101,4,A124,69,A143,A151,1,A174,1,A192,A201,1,0
881,A11,22,A32,A41,9819,A61,A75,4,Male,A101,4,A124,22,A143,A151,1,A174,1,A192,A201,1,0
883,A11,21,A32,A41,12636,A61,A75,4,Male,A101,4,A124,56,A143,A151,1,A174,1,A192,A201,1,0
883,A11,21,A32,A41,12636,A61,A75,4,Male,A101,4,A124,19,A143,A151,1,A174,1,A192,A201,1,0
907,A11,60,A32,A41,13051,A61,A75,4,Female,A101,4,A124,58,A143,A153,1,A174,1,A192,A201,0,1
907,A11,60,A32,A41,13051,A61,A75,4,Female,A101,4,A124,23,A143,A153,1,A174,1,A192,A201,0,1
909,A11,15,A32,A40,1441,A61,A75,4,Female,A101,4,A124,43,A143,A153,3,A173,2,A191,A201,0,1
909,A11,15,A32,A40,1441,A61,A75,4,Female,A101,4,A124,25,A143,A153,3,A173,2,A191,A201,0,1
917,A11,52,A32,A41,10503,A61,A75,4,Female,A101,4,A124,34,A143,A153,1,A174,1,A192,A201,0,1
917,A11,52,A32,A41,10503,A61,A75,4,Female,A101,4,A124,24,A143,A153,1,A174,1,A192,A201,0,1
951,A11,34,A32,A40,9000,A61,A75,4,Female,A101,2,A124,57,A143,A153,1,A174,1,A192,A201,0,1
951,A11,34,A32,A40,9000,A61,A75,4,Female,A101,2,A124,23,A143,A153,1,A174,1,A192,A201,0,1
1047,A11,10,A34,A40,657,A61,A75,4,Female,A101,4,A124,60,A141,A152,2,A172,1,A191,A201,0,1
1047,A11,10,A34,A40,657,A61,A75,4,Female,A101,4,A124,24,A141,A152,2,A172,1,A191,A201,0,1
1075,A11,15,A34,A45,2299,A61,A75,4,Female,A101,4,A124,62,A143,A151,2,A173,1,A191,A201,0,1
1075,A11,15,A34,A45,2299,A61,A75,4,Female,A101,4,A124,25,A143,A151,2,A173,1,A191,A201,0,1
1086,A11,16,A32,A40,5117,A61,A75,4,Female,A101,4,A124,20,A143,A153,1,A173,1,A192,A201,0,1
1089,A13,24,A30,A40,1329,A62,A74,4,Female,A101,3,A124,54,A141,A153,1,A172,2,A191,A201,0,1
1089,A13,24,A30,A40,1329,A62,A74,4,Female,A101,3,A124,20,A141,A153,1,A172,2,A191,A201,0,1
1106,A12,20,A32,A41,1936,A61,A72,4,Male,A101,4,A124,62,A143,A151,1,A174,1,A192,A201,1,0
1106,A12,20,A32,A41,1936,A61,A72,4,Male,A101,4,A124,24,A143,A151,1,A174,1,A192,A201,1,0
1121,A11,33,A32,A40,1438,A62,A74,4,Female,A101,4,A124,64,A143,A153,1,A172,2,A191,A201,0,1
1121,A11,33,A32,A40,1438,A62,A74,4,Female,A101,4,A124,25,A143,A153,1,A172,2,A191,A201,0,1
1168,A12,23,A32,A41,8481,A61,A72,3,Male,A101,4,A124,38,A143,A151,1,A174,1,A191,A201,1,0
1168,A12,23,A32,A41,8481,A61,A72,3,Male,A101,4,A124,20,A143,A151,1,A174,1,A191,A201,1,0
1180,A11,47,A34,A46,9253,A61,A75,4,Female,A101,4,A124,50,A143,A153,1,A174,1,A192,A201,0,1
1180,A11,47,A34,A46,9253,A61,A75,4,Female,A101,4,A124,21,A143,A153,1,A174,1,A192,A201,0,1
1199,A11,8,A32,A40,3349,A61,A72,3,Female,A101,3,A124,66,A143,A152,1,A174,1,A192,A201,0,1
1199,A11,8,A32,A40,3349,A61,A72,3,Female,A101,3,A124,25,A143,A152,1,A174,1,A192,A201,0,1
1229,A11,19,A32,A40,2034,A61,A75,4,Female,A101,4,A124,52,A143,A153,1,A174,1,A191,A201,0,1
1229,A11,19,A32,A40,2034,A61,A75,4,Female,A101,4,A124,25,A143,A153,1,A174,1,A191,A201,0,1
1238,A11,11,A32,A40,6012,A61,A71,2,Female,A101,2,A124,25,A141,A153,1,A174,1,A192,A201,0,1
1270,A11,13,A31,A40,5946,A61,A75,1,Female,A101,4,A124,28,A141,A152,3,A174,2,A192,A201,0,1
1270,A11,13,A31,A40,5946,A61,A75,1,Female,A101,4,A124,24,A141,A152,3,A174,2,A192,A201,0,1
1359,A11,5,A32,A40,1210,A61,A72,1,Male,A103,4,A124,56,A141,A151,1,A172,1,A191,A202,1,0
1359,A11,5,A32,A40,1210,A61,A72,1,Male,A103,4,A124,25,A141,A151,1,A172,1,A191,A202,1,0
1404,A12,40,A31,A46,11179,A61,A75,1,Female,A101,2,A124,32,A143,A153,1,A174,1,A192,A201,0,1
1404,A12,40,A31,A46,11179,A61,A75,1,Female,A101,2,A124,22,A143,A153,1,A174,1,A192,A201,0,1
1460,A11,27,A32,A40,5743,A61,A75,4,Female,A101,2,A124,46,A143,A153,1,A174,1,A192,A201,0,1
1460,A11,27,A32,A40,5743,A61,A75,4,Female,A101,2,A124,25,A143,A153,1,A174,1,A192,A201,0,1
1491,A11,52,A32,A41,4418,A61,A75,3,Female,A101,3,A124,28,A143,A153,1,A173,2,A191,A201,0,1
1491,A11,52,A32,A41,4418,A61,A75,3,Female,A101,3,A124,23,A143,A153,1,A173,2,A191,A201,0,1
1506,A12,41,A32,A40,12437,A61,A75,4,Male,A101,4,A124,43,A143,A153,1,A174,1,A192,A201,1,0
1506,A12,41,A32,A40,12437,A61,A75,4,Male,A101,4,A124,24,A143,A153,1,A174,1,A192,A201,1,0
1526,A11,6,A32,A40,850,A62,A75,4,Female,A101,4,A124,42,A141,A153,1,A173,1,A191,A201,0,1
1526,A11,6,A32,A40,850,A62,A75,4,Female,A101,4,A124,19,A141,A153,1,A173,1,A191,A201,0,1
1557,A11,23,A32,A41,4286,A61,A75,4,Female,A101,4,A124,25,A143,A151,1,A174,1,A192,A201,0,1
1558,A11,19,A32,A41,12840,A61,A75,4,Male,A101,4,A124,28,A143,A151,1,A174,1,A192,A201,1,0
1558,A11,19,A32,A41,12840,A61,A75,4,Male,A101,4,A124,20,A143,A151,1,A174,1,A192,A201,1,0
1572,A11,16,A32,A40,1175,A61,A75,4,Female,A101,4,A124,61,A143,A153,1,A174,2,A191,A201,0,1
1572,A11,16,A32,A40,1175,A61,A75,4,Female,A101,4,A124,22,A143,A153,1,A174,2,A191,A201,0,1
1579,A11,18,A32,A40,1006,A62,A75,2,Female,A101,4,A124,64,A141,A153,1,A173,2,A191,A201,0,1
1579,A11,18,A32,A40,1006,A62,A75,2,Female,A101,4,A124,24,A141,A153,1,A173,2,A191,A201,0,1
1595,A11,46,A32,A41,12400,A61,A75,4,Female,A101,4,A124,29,A143,A153,1,A173,2,A192,A201,0,1
1595,A11,46,A32,A41,12400,A61,A75,4,Female,A101,4,A124,20,A143,A153,1,A173,2,A192,A201,0,1
1600,A11,60,A32,A41,9267,A61,A75,3,Female,A101,4,A124,55,A143,A153,1,A173,1,A192,A201,0,1
1600,A11,60,A32,A41,9267,A61,A75,3,Female,A101,4,A124,20,A143,A153,1,A173,1,A192,A201,0,1
1726,A11,23,A32,A41,1004,A61,A72,4,Male,A101,4,A123,54,A143,A151,1,A173,1,A191,A201,1,0
1731,A12,14,A32,A42,1343,A61,A72,1,Male,A101,4,A124,22,A141,A151,1,A172,1,A191,A201,1,0
1731,A12,14,A32,A42,1343,A61,A72,1,Male,A101,4,A124,68,A141,A151,1,A172,1,A191,A201,1,0
1741,A11,23,A32,A40,4131,A65,A75,4,Female,A101,4,A124,32,A143,A151,1,A173,1,A191,A201,0,1
1741,A11,23,A32,A40,4131,A65,A75,4,Female,A101,4,A124,25,A143,A151,1,A173,1,A191,A201,0,1
1743,A11,16,A32,A40,5217,A61,A75,4,Female,A101,4,A124,35,A143,A152,1,A174,1,A192,A201,0,1
1743,A11,16,A32,A40,5217,A61,A75,4,Female,A101,4,A124,23,A143,A152,1,A174,1,A192,A201,0,1
1744,A11,33,A32,A40,4103,A62,A75,4,Female,A101,4,A124,74,A143,A153,1,A173,2,A191,A201,0,1
1744,A11,33,A32,A40,4103,A62,A75,4,Female,A101,4,A124,24,A143,A153,1,A173,2,A191,A201,0,1
1746,A12,44,A32,A40,8115,A61,A75,4,Female,A101,2,A124,57,A143,A153,1,A174,1,A192,A201,0,1
1746,A12,44,A32,A40,8115,A61,A75,4,Female,A101,2,A124,23,A143,A153,1,A174,1,A192,A201,0,1
1778,A11,6,A32,A41,1104,A61,A74,4,Female,A101,4,A124,19,A143,A151,1,A173,1,A191,A201,0,1
1781,A11,21,A32,A41,7131,A61,A75,4,Male,A101,4,A124,60,A143,A151,1,A174,1,A192,A201,1,0
1781,A11,21,A32,A41,7131,A61,A75,4,Male,A101,4,A124,24,A143,A151,1,A174,1,A192,A201,1,0
1815,A11,39,A32,A42,9786,A61,A75,4,Female,A101,4,A124,28,A143,A153,1,A173,1,A192,A201,0,1
1815,A11,39,A32,A42,9786,A61,A75,4,Female,A101,4,A124,25,A143,A153,1,A173,1,A192,A201,0,1
1834,A11,10,A32,A41,1151,A61,A74,4,Female,A101,4,A124,38,A143,A151,1,A173,1,A191,A201,0,1
1834,A11,10,A32,A41,1151,A61,A74,4,Female,A101,4,A124,21,A143,A151,1,A173,1,A191,A201,0,1
1844,A11,20,A34,A40,2619,A61,A75,4,Female,A101,4,A124,30,A143,A151,3,A173,1,A191,A201,0,1
1844,A11,20,A34,A40,2619,A61,A75,4,Female,A101,4,A124,23,A143,A151,3,A173,1,A191,A201,0,1
1844,A11,20,A34,A40,2619,A61,A75,4,Male,A101,4,A124,19,A143,A151,3,A173,1,A191,A201,0,1
1851,A11,39,A32,A40,6360,A61,A75,4,Female,A101,2,A124,35,A143,A153,1,A174,1,A192,A201,0,1
1851,A11,39,A32,A40,6360,A61,A75,4,Female,A101,2,A124,19,A143,A153,1,A174,1,A192,A201,0,1
1877,A11,41,A32,A41,5153,A61,A75,4,Female,A101,4,A124,67,A143,A153,2,A173,1,A191,A201,0,1
1877,A11,41,A32,A41,5153,A61,A75,4,Female,A101,4,A124,19,A143,A153,2,A173,1,A191,A201,0,1
1903,A11,17,A32,A40,7994,A61,A75,4,Male,A101,4,A124,65,A143,A153,1,A174,1,A192,A201,1,0
1903,A11,17,A32,A40,7994,A61,A75,4,Male,A101,4,A124,24,A143,A153,1,A174,1,A192,A201,1,0
1916,A11,30,A32,A40,706,A62,A74,4,Female,A101,3,A124,62,A143,A153,1,A173,2,A191,A201,0,1
1916,A11,30,A32,A40,706,A62,A74,4,Female,A101,3,A124,23,A143,A153,1,A173,2,A191,A201,0,1
1930,A11,8,A32,A40,3711,A61,A75,4,Female,A101,4,A124,53,A143,A153,1,A173,2,A191,A201,0,1
1930,A11,8,A32,A40,3711,A61,A75,4,Female,A101,4,A124,23,A143,A153,1,A173,2,A191,A201,0,1
1941,A11,18,A32,A40,1213,A61,A75,3,Female,A101,4,A124,41,A141,A153,2,A173,2,A192,A201,0,1
1941,A11,18,A32,A40,1213,A61,A75,3,Female,A101,4,A124,21,A141,A153,2,A173,2,A192,A201,0,1
1943,A11,10,A32,A40,462,A61,A75,4,Female,A101,4,A123,49,A143,A151,3,A173,2,A191,A201,0,1
1943,A11,10,A32,A40,462,A61,A75,4,Female,A101,4,A123,20,A143,A151,3,A173,2,A191,A201,0,1
2047,A11,27,A31,A42,6191,A61,A75,2,Female,A101,1,A124,33,A141,A152,1,A173,1,A192,A201,0,1
2047,A11,27,A31,A42,6191,A61,A75,2,Female,A101,1,A124,23,A141,A152,1,A173,1,A192,A201,0,1
2052,A11,22,A30,A42,6064,A61,A75,3,Female,A101,2,A122,69,A141,A152,2,A173,1,A191,A201,0,1
2052,A11,22,A30,A42,6064,A61,A75,3,Female,A101,2,A122,19,A141,A152,2,A173,1,A191,A201,0,1
2085,A11,40,A32,A41,10523,A61,A75,4,Female,A101,4,A124,29,A143,A153,1,A173,1,A192,A201,0,1
2085,A11,40,A32,A41,10523,A61,A75,4,Female,A101,4,A124,23,A143,A153,1,A173,1,A192,A201,0,1
2117,A11,24,A32,A41,2893,A61,A75,4,Female,A101,4,A124,25,A143,A151,1,A174,1,A192,A201,0,1
2119,A11,23,A32,A42,3240,A61,A75,4,Male,A101,4,A124,50,A143,A151,1,A174,1,A192,A201,1,0
2119,A11,23,A32,A42,3240,A61,A75,4,Male,A101,4,A124,21,A143,A151,1,A174,1,A192,A201,1,0
2135,A11,11,A34,A40,1536,A61,A75,4,Female,A101,4,A124,40,A143,A151,2,A173,1,A191,A201,0,1
2135,A11,11,A34,A40,1536,A61,A75,4,Female,A101,4,A124,22,A143,A151,2,A173,1,A191,A201,0,1
2147,A11,26,A32,A40,5161,A61,A75,4,Female,A101,2,A124,36,A143,A153,1,A174,1,A192,A201,0,1
2147,A11,26,A32,A40,5161,A61,A75,4,Female,A101,2,A124,24,A143,A153,1,A174,1,A192,A201,0,1
2177,A11,10,A32,A40,2326,A61,A75,4,Female,A101,4,A124,36,A143,A153,1,A173,1,A191,A201,0,1
2177,A11,10,A32,A40,2326,A61,A75,4,Female,A101,4,A124,25,A143,A153,1,A173,1,A191,A201,0,1
2203,A11,39,A32,A41,6931,A61,A75,4,Female,A101,4,A124,58,A141,A153,1,A174,1,A192,A201,0,1
2203,A11,39,A32,A41,6931,A61,A75,4,Female,A101,4,A124,20,A141,A153,1,A174,1,A192,A201,0,1
2230,A11,20,A32,A41,10551,A61,A75,4,Male,A101,4,A124,38,A143,A151,1,A174,1,A192,A201,1,0
2230,A11,20,A32,A41,10551,A61,A75,4,Male,A101,4,A124,25,A143,A151,1,A174,1,A192,A201,1,0
2235,A11,53,A32,A40,1862,A61,A75,4,Female,A101,4,A124,50,A143,A153,1,A174,1,A192,A201,0,1
2235,A11,53,A32,A40,1862,A61,A75,4,Female,A101,4,A124,20,A143,A153,1,A174,1,A192,A201,0,1
2235,A11,53,A32,A40,1862,A61,A75,4,Male,A101,4,A124,25,A143,A153,1,A174,1,A192,A201,0,1
2241,A11,56,A32,A41,15720,A61,A75,4,Female,A101,4,A124,41,A143,A153,1,A174,1,A192,A201,0,1
2241,A11,56,A32,A41,15720,A61,A75,4,Female,A101,4,A124,19,A143,A153,1,A174,1,A192,A201,0,1
2263,A11,12,A31,A40,6183,A61,A75,2,Female,A101,4,A124,46,A141,A153,1,A174,2,A192,A201,0,1
2263,A11,12,A31,A40,6183,A61,A75,2,Female,A101,4,A124,21,A141,A153,1,A174,2,A192,A201,0,1
2359,A11,25,A32,A40,2103,A61,A75,4,Female,A101,4,A122,69,A143,A151,1,A173,1,A191,A201,0,1
2359,A11,25,A32,A40,2103,A61,A75,4,Female,A101,4,A122,19,A143,A151,1,A173,1,A191,A201,0,1
2399,A11,23,A32,A41,844,A61,A72,4,Male,A101,4,A123,51,A143,A151,1,A173,1,A191,A201,1,0
2405,A11,24,A32,A43,3077,A61,A72,1,Male,A101,1,A124,19,A143,A151,1,A173,1,A192,A201,1,0
2405,A11,24,A32,A43,3077,A61,A72,1,Female,A101,1,A124,51,A143,A151,1,A173,1,A192,A201,1,0
2405,A11,24,A32,A43,3077,A61,A72,1,Male,A101,1,A124,52,A143,A151,1,A173,1,A192,A201,1,0
2407,A11,24,A32,A43,1380,A61,A72,4,Female,A101,3,A124,56,A143,A152,1,A173,1,A192,A201,0,1
2407,A11,24,A32,A43,1380,A61,A72,4,Female,A101,3,A124,19,A143,A152,1,A173,1,A192,A201,0,1
2441,A11,41,A32,A41,4616,A61,A75,3,Female,A101,4,A124,36,A143,A152,1,A173,2,A191,A201,0,1
2441,A11,41,A32,A41,4616,A61,A75,3,Female,A101,4,A124,24,A143,A152,1,A173,2,A191,A201,0,1
2508,A11,22,A32,A41,6797,A61,A75,4,Female,A101,4,A124,70,A143,A151,1,A174,1,A192,A201,0,1
2508,A11,22,A32,A41,6797,A61,A75,4,Female,A101,4,A124,22,A143,A151,1,A174,1,A192,A201,0,1
2511,A12,21,A32,A41,1704,A61,A72,4,Male,A101,4,A124,30,A143,A151,1,A174,1,A192,A201,1,0
2511,A12,21,A32,A41,1704,A61,A72,4,Male,A101,4,A124,23,A143,A151,1,A174,1,A192,A201,1,0
2527,A11,8,A32,A40,347,A61,A75,4,Female,A101,4,A124,67,A143,A153,1,A172,1,A191,A201,0,1
2527,A11,8,A32,A40,347,A61,A75,4,Female,A101,4,A124,20,A143,A153,1,A172,1,A191,A201,0,1
2567,A11,21,A32,A42,6057,A61,A75,4,Male,A101,4,A124,55,A143,A151,1,A174,1,A192,A201,1,0
2567,A11,21,A32,A42,6057,A61,A75,4,Male,A101,4,A124,20,A143,A151,1,A174,1,A192,A201,1,0
2583,A11,50,A32,A41,9673,A61,A75,4,Female,A101,4,A124,54,A143,A153,1,A174,1,A192,A201,0,1
2583,A11,50,A32,A41,9673,A61,A75,4,Female,A101,4,A124,24,A143,A153,1,A174,1,A192,A201,0,1
2615,A11,56,A32,A41,10641,A61,A75,2,Female,A101,4,A124,37,A143,A153,2,A173,2,A191,A201,0,1
2615,A11,56,A32,A41,10641,A61,A75,2,Female,A101,4,A124,24,A143,A153,2,A173,2,A191,A201,0,1
2631,A11,35,A31,A41,10551,A61,A75,2,Male,A101,4,A124,46,A141,A153,1,A174,1,A192,A201,1,0
2631,A11,35,A31,A41,10551,A61,A75,2,Male,A101,4,A124,19,A141,A153,1,A174,1,A192,A201,1,0
2705,A11,22,A32,A43,3934,A61,A75,3,Female,A101,2,A124,41,A143,A151,2,A173,1,A191,A201,0,1
2705,A11,22,A32,A43,3934,A61,A75,3,Female,A101,2,A124,23,A143,A151,2,A173,1,A191,A201,0,1
2710,A11,28,A32,A41,5457,A61,A75,4,Female,A101,4,A124,25,A143,A153,2,A173,1,A191,A201,0,1
2715,A11,14,A31,A40,2891,A61,A75,1,Female,A101,4,A124,64,A141,A152,3,A174,2,A192,A201,0,1
2715,A11,14,A31,A40,2891,A61,A75,1,Female,A101,4,A124,22,A141,A152,3,A174,2,A192,A201,0,1
2740,A11,39,A32,A42,10752,A61,A75,4,Female,A101,4,A124,19,A143,A153,1,A174,1,A192,A201,0,1
2764,A11,18,A32,A40,5293,A61,A75,4,Female,A101,4,A124,65,A143,A153,1,A173,1,A192,A201,0,1
2764,A11,18,A32,A40,5293,A61,A75,4,Female,A101,4,A124,19,A143,A153,1,A173,1,A192,A201,0,1
2772,A12,57,A32,A410,7845,A62,A75,4,Female,A101,4,A124,56,A141,A153,1,A173,1,A191,A201,0,1
2772,A12,57,A32,A410,7845,A62,A75,4,Female,A101,4,A124,21,A141,A153,1,A173,1,A191,A201,0,1
2774,A11,6,A32,A40,1061,A61,A75,2,Female,A101,4,A124,51,A141,A153,3,A173,2,A191,A201,0,1
2774,A11,6,A32,A40,1061,A61,A75,2,Female,A101,4,A124,24,A141,A153,3,A173,2,A191,A201,0,1
2790,A12,41,A31,A41,12872,A61,A75,4,Female,A101,4,A124,75,A143,A153,1,A173,1,A192,A201,0,1
2790,A12,41,A31,A41,12872,A61,A75,4,Female,A101,4,A124,19,A143,A153,1,A173,1,A192,A201,0,1
2794,A11,9,A32,A43,2053,A61,A73,3,Female,A101,4,A124,37,A143,A151,1,A173,1,A191,A201,0,1
2794,A11,9,A32,A43,2053,A61,A73,3,Female,A101,4,A124,19,A143,A151,1,A173,1,A191,A201,0,1
