original_index,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,original_prediction,alternative_prediction
517,A12,48,A33,A49,6681,A65,A73,4,Female,A101,4,A124,21,A143,A153,1,A173,2,A192,A201,0,1
544,A14,6,A30,A40,1204,A62,A73,4,Female,A101,1,A124,22,A141,A151,1,A173,1,A191,A202,0,1
551,A13,36,A32,A43,4473,A61,A75,4,Female,A101,2,A123,30,A143,A152,1,A173,1,A191,A201,0,1
551,A13,36,A32,A43,4473,A61,A75,4,Female,A101,2,A123,19,A143,A152,1,A173,1,A191,A201,0,1
560,A12,12,A34,A40,3124,A61,A72,1,Female,A101,3,A121,23,A141,A152,2,A172,2,A191,A201,0,1
578,A11,18,A34,A42,1049,A61,A72,4,Male,A101,4,A122,45,A143,A151,1,A173,1,A191,A201,1,0
580,A11,12,A32,A40,1168,A61,A73,4,Female,A101,3,A121,61,A143,A152,1,A172,1,A191,A201,0,1
580,A11,12,A32,A40,1168,A61,A73,4,Female,A101,3,A121,19,A143,A152,1,A172,1,A191,A201,0,1
580,A11,12,A32,A40,1168,A61,A73,4,Male,A101,3,A121,21,A143,A152,1,A172,1,A191,A201,0,1
583,A11,18,A32,A40,4380,A62,A73,3,Female,A101,4,A123,41,A143,A152,1,A172,2,A192,A201,0,1
583,A11,18,A32,A40,4380,A62,A73,3,Female,A101,4,A123,21,A143,A152,1,A172,2,A192,A201,0,1
585,A12,15,A31,A40,1264,A62,A73,2,Female,A101,2,A122,61,A143,A151,1,A173,1,A191,A201,0,1
585,A12,15,A31,A40,1264,A62,A73,2,Female,A101,2,A122,22,A143,A151,1,A173,1,A191,A201,0,1
596,A12,24,A32,A41,12579,A61,A75,4,Male,A101,2,A124,49,A143,A153,1,A174,1,A192,A201,1,0
596,A12,24,A32,A41,12579,A61,A75,4,Male,A101,2,A124,19,A143,A153,1,A174,1,A192,A201,1,0
612,A11,18,A32,A43,2600,A61,A73,4,Female,A101,4,A124,60,A143,A153,2,A173,1,A191,A201,0,1
612,A11,18,A32,A43,2600,A61,A73,4,Female,A101,4,A124,19,A143,A153,2,A173,1,A191,A201,0,1
612,A11,18,A32,A43,2600,A61,A73,4,Male,A101,4,A124,23,A143,A153,2,A173,1,A191,A201,0,1
617,A12,24,A32,A42,3069,A62,A75,4,Female,A101,4,A124,70,A143,A153,1,A173,1,A191,A201,0,1
617,A12,24,A32,A42,3069,A62,A75,4,Female,A101,4,A124,21,A143,A153,1,A173,1,A191,A201,0,1
638,A12,36,A32,A43,2323,A61,A74,4,Male,A101,4,A123,49,A143,A151,1,A173,1,A191,A201,1,0
670,A11,21,A32,A43,3357,A64,A72,4,Male,A101,2,A123,53,A141,A152,1,A173,1,A191,A201,1,0
670,A11,21,A32,A43,3357,A64,A72,4,Male,A101,2,A123,19,A141,A152,1,A173,1,A191,A201,1,0
671,A11,24,A32,A43,1987,A61,A73,2,Female,A101,4,A121,40,A143,A151,1,A172,2,A191,A201,0,1
671,A11,24,A32,A43,1987,A61,A73,2,Female,A101,4,A121,22,A143,A151,1,A172,2,A191,A201,0,1
673,A11,15,A32,A49,806,A61,A73,4,Male,A101,4,A122,22,A143,A152,1,A172,1,A191,A201,1,0
673,A11,15,A32,A49,806,A61,A73,4,Female,A101,4,A122,44,A143,A152,1,A172,1,A191,A201,1,0
673,A11,15,A32,A49,806,A61,A73,4,Male,A101,4,A122,52,A143,A152,1,A172,1,A191,A201,1,0
675,A11,12,A32,A43,709,A61,A75,4,Female,A101,4,A121,23,A142,A152,1,A172,1,A191,A201,0,1
678,A11,24,A32,A40,1371,A65,A73,4,Male,A101,4,A121,21,A143,A151,1,A173,1,A191,A201,1,0
678,A11,24,A32,A40,1371,A65,A73,4,Male,A101,4,A121,33,A143,A151,1,A173,1,A191,A201,1,0
690,A14,12,A32,A46,719,A61,A75,4,Female,A101,4,A123,63,A141,A152,1,A172,2,A191,A201,0,1
690,A14,12,A32,A46,719,A61,A75,4,Female,A101,4,A123,21,A141,A152,1,A172,2,A191,A201,0,1
690,A14,12,A32,A46,719,A61,A75,4,Male,A101,4,A123,21,A141,A152,1,A172,2,A191,A201,0,1
693,A13,36,A32,A43,4210,A61,A73,4,Female,A101,2,A123,33,A143,A152,1,A173,1,A191,A201,0,1
693,A13,36,A32,A43,4210,A61,A73,4,Female,A101,2,A123,21,A143,A152,1,A173,1,A191,A201,0,1
697,A11,18,A34,A40,3966,A61,A75,1,Male,A101,4,A121,70,A141,A151,3,A173,1,A192,A201,1,0
700,A11,36,A32,A41,5493,A61,A75,2,Female,A101,4,A124,57,A143,A153,1,A173,2,A191,A201,0,1
700,A11,36,A32,A41,5493,A61,A75,2,Female,A101,4,A124,20,A143,A153,1,A173,2,A191,A201,0,1
702,A11,24,A31,A42,2483,A63,A73,4,Female,A101,4,A121,22,A142,A152,1,A173,1,A192,A201,0,1
708,A12,6,A32,A45,454,A61,A72,3,Female,A101,1,A122,25,A143,A152,1,A172,1,A191,A201,0,1
713,A12,30,A32,A42,3441,A62,A73,2,Male,A102,4,A123,65,A143,A151,1,A173,1,A191,A201,1,0
715,A11,36,A32,A41,8229,A61,A73,2,Female,A101,2,A122,60,A143,A152,1,A173,2,A191,A201,0,1
715,A11,36,A32,A41,8229,A61,A73,2,Female,A101,2,A122,23,A143,A152,1,A173,2,A191,A201,0,1
725,A12,15,A31,A40,6850,A62,A71,1,Female,A101,2,A122,25,A143,A152,1,A174,2,A192,A201,0,1
737,A11,24,A31,A42,2828,A63,A73,4,Female,A101,4,A121,31,A142,A152,1,A173,1,A192,A201,0,1
737,A11,24,A31,A42,2828,A63,A73,4,Female,A101,4,A121,24,A142,A152,1,A173,1,A192,A201,0,1
738,A12,6,A32,A43,2063,A61,A72,4,Female,A101,3,A123,29,A143,A151,1,A174,1,A192,A201,0,1
738,A12,6,A32,A43,2063,A61,A72,4,Female,A101,3,A123,24,A143,A151,1,A174,1,A192,A201,0,1
746,A11,24,A32,A40,4817,A61,A74,2,Female,A102,3,A122,45,A143,A152,1,A173,1,A192,A201,0,1
746,A11,24,A32,A40,4817,A61,A74,2,Female,A102,3,A122,22,A143,A152,1,A173,1,A192,A201,0,1
754,A11,18,A34,A45,1190,A61,A71,2,Female,A101,4,A124,25,A143,A153,3,A171,2,A191,A201,0,1
799,A11,18,A33,A46,8471,A65,A73,1,Male,A101,2,A123,24,A143,A151,2,A173,1,A192,A201,1,0
799,A11,18,A33,A46,8471,A65,A73,1,Male,A101,2,A123,28,A143,A151,2,A173,1,A192,A201,1,0
