original_index,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,original_prediction,alternative_prediction
491,A11,12,A32,A46,795,A61,A72,4,Male,A101,4,A122,20,A143,A152,1,A173,1,A191,A201,1,0
575,A12,48,A30,A49,3844,A62,A74,4,Female,A101,4,A124,74,A143,A153,1,A172,2,A191,A201,0,1
575,A12,48,A30,A49,3844,A62,A74,4,Female,A101,4,A124,20,A143,A153,1,A172,2,A191,A201,0,1
588,A12,60,A32,A40,7408,A62,A72,4,Male,A101,2,A122,23,A143,A152,1,A174,1,A191,A201,1,0
588,A12,60,A32,A40,7408,A62,A72,4,Male,A101,2,A122,43,A143,A152,1,A174,1,A191,A201,1,0
590,A11,30,A30,A49,8072,A65,A72,2,Female,A101,3,A123,74,A141,A152,3,A173,1,A191,A201,0,1
590,A11,30,A30,A49,8072,A65,A72,2,Female,A101,3,A123,22,A141,A152,3,A173,1,A191,A201,0,1
592,A11,12,A31,A48,339,A61,A75,4,Female,A101,1,A123,20,A141,A152,1,A172,1,A191,A201,0,1
598,A11,18,A31,A42,1553,A61,A73,4,Female,A101,3,A123,52,A141,A152,1,A173,1,A191,A201,0,1
598,A11,18,A31,A42,1553,A61,A73,4,Female,A101,3,A123,23,A141,A152,1,A173,1,A191,A201,0,1
613,A11,24,A31,A42,3349,A63,A72,4,Female,A101,4,A124,19,A143,A153,1,A173,2,A192,A201,0,1
649,A12,6,A31,A46,433,A64,A72,4,Male,A101,2,A122,22,A141,A151,1,A173,2,A191,A201,1,0
649,A12,6,A31,A46,433,A64,A72,4,Male,A101,2,A122,45,A141,A151,1,A173,2,A191,A201,1,0
650,A11,12,A32,A46,684,A61,A73,4,Female,A101,4,A123,30,A143,A151,1,A172,2,A191,A201,0,1
650,A11,12,A32,A46,684,A61,A73,4,Female,A101,4,A123,21,A143,A151,1,A172,2,A191,A201,0,1
765,A11,24,A32,A40,3123,A61,A72,4,Male,A101,1,A122,58,A143,A152,1,A173,1,A191,A201,1,0
765,A11,24,A32,A40,3123,A61,A72,4,Male,A101,1,A122,24,A143,A152,1,A173,1,A191,A201,1,0
771,A11,24,A33,A40,4870,A61,A73,3,Female,A101,4,A124,55,A143,A153,2,A173,2,A191,A201,0,1
771,A11,24,A33,A40,4870,A61,A73,3,Female,A101,4,A124,21,A143,A153,2,A173,2,A191,A201,0,1
