original_index,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,original_prediction,alternative_prediction
215,A11,10,A32,A42,6214,A61,A75,3,Male,A101,4,A122,19,A141,A152,2,A173,1,A191,A201,0,1
217,A11,15,A32,A44,1333,A65,A74,4,Male,A101,3,A122,44,A143,A152,1,A173,1,A191,A201,1,0
228,A11,14,A32,A40,1187,A61,A73,4,Female,A101,4,A121,22,A143,A152,1,A172,2,A192,A201,0,1
249,A11,29,A32,A41,1932,A61,A75,2,Female,A101,2,A123,42,A143,A152,2,A173,1,A191,A201,1,0
251,A11,16,A32,A43,441,A61,A73,4,Male,A101,3,A123,48,A143,A151,1,A173,1,A191,A201,0,1
251,A11,16,A32,A43,441,A61,A73,4,Male,A101,3,A123,22,A143,A151,1,A173,1,A191,A201,0,1
252,A11,16,A32,A42,3065,A61,A73,4,Male,A102,3,A123,70,A143,A151,1,A173,1,A191,A202,0,1
252,A11,16,A32,A42,3065,A61,A73,4,Male,A102,3,A123,25,A143,A151,1,A173,1,A191,A202,0,1
262,A11,17,A32,A41,1392,A61,A75,4,Male,A101,4,A122,21,A143,A152,1,A173,1,A191,A201,1,0
270,A12,11,A33,A41,4082,A61,A75,4,Female,A101,4,A124,49,A143,A153,2,A173,2,A191,A201,0,1
270,A12,11,A33,A41,4082,A61,A75,4,Female,A101,4,A124,23,A143,A153,2,A173,2,A191,A201,0,1
275,A11,6,A32,A40,413,A61,A75,4,Female,A101,4,A124,57,A143,A153,1,A173,1,A191,A201,1,0
278,A11,44,A34,A41,14042,A61,A75,3,Female,A101,4,A122,21,A143,A152,2,A173,2,A192,A201,0,1
278,A11,44,A34,A41,14042,A61,A75,3,Male,A101,4,A122,19,A143,A152,2,A173,2,A192,A201,0,1
279,A11,20,A32,A41,12422,A65,A75,4,Female,A101,4,A124,20,A143,A151,1,A174,1,A192,A201,0,1
282,A11,60,A34,A41,8523,A61,A75,3,Female,A101,2,A124,25,A143,A153,3,A174,1,A192,A201,0,1
288,A11,16,A32,A42,1458,A61,A73,2,Female,A101,3,A123,19,A143,A152,1,A173,1,A191,A201,0,1
288,A11,16,A32,A42,1458,A61,A73,2,Male,A101,3,A123,24,A143,A152,1,A173,1,A191,A201,0,1
303,A11,26,A32,A41,9514,A65,A75,4,Female,A101,4,A124,25,A143,A153,1,A173,1,A192,A201,0,1
303,A11,26,A32,A41,9514,A65,A75,4,Male,A101,4,A124,22,A143,A153,1,A173,1,A192,A201,0,1
319,A11,20,A32,A41,4385,A61,A73,3,Female,A101,4,A122,31,A143,A153,1,A173,1,A192,A201,1,0
329,A11,22,A32,A41,5778,A61,A75,4,Male,A101,4,A124,21,A143,A153,1,A174,1,A191,A201,1,0
340,A12,15,A32,A40,5388,A61,A75,2,Female,A101,4,A124,23,A141,A153,1,A174,1,A192,A201,0,1
342,A11,19,A32,A43,1311,A61,A73,4,Female,A101,3,A121,23,A143,A152,1,A172,1,A191,A201,0,1
346,A11,41,A34,A42,7849,A61,A75,4,Female,A101,4,A124,37,A143,A153,1,A174,1,A192,A201,0,1
346,A11,41,A34,A42,7849,A61,A75,4,Female,A101,4,A124,22,A143,A153,1,A174,1,A192,A201,0,1
346,A11,41,A34,A42,7849,A61,A75,4,Male,A101,4,A124,25,A143,A153,1,A174,1,A192,A201,0,1
348,A11,21,A32,A43,1697,A65,A73,4,Female,A101,2,A123,35,A143,A152,1,A173,1,A191,A201,0,1
348,A11,21,A32,A43,1697,A65,A73,4,Female,A101,2,A123,19,A143,A152,1,A173,1,A191,A201,0,1
350,A11,23,A32,A41,1409,A65,A75,4,Female,A101,3,A124,21,A143,A152,1,A173,1,A192,A201,0,1
350,A11,23,A32,A41,1409,A65,A75,4,Male,A101,3,A124,22,A143,A152,1,A173,1,A192,A201,0,1
363,A11,16,A32,A41,4171,A61,A75,3,Female,A101,2,A124,48,A143,A152,1,A174,1,A192,A201,1,0
365,A11,6,A32,A41,679,A61,A75,2,Male,A101,4,A123,20,A143,A151,3,A173,2,A191,A201,0,1
367,A11,24,A34,A42,4267,A61,A74,4,Female,A101,4,A123,20,A143,A152,1,A173,1,A192,A201,0,1
367,A11,24,A34,A42,4267,A61,A74,4,Male,A101,4,A123,20,A143,A152,1,A173,1,A192,A201,0,1
370,A11,11,A32,A46,4335,A61,A75,2,Female,A101,4,A124,68,A143,A153,1,A174,1,A192,A201,1,0
370,A11,11,A32,A46,4335,A61,A75,2,Female,A101,4,A124,25,A143,A153,1,A174,1,A192,A201,1,0
370,A11,11,A32,A46,4335,A61,A75,2,Male,A101,4,A124,23,A143,A153,1,A174,1,A192,A201,1,0
376,A11,51,A32,A41,8288,A65,A75,4,Female,A101,4,A124,24,A141,A153,1,A174,1,A192,A201,0,1
376,A11,51,A32,A41,8288,A65,A75,4,Male,A101,4,A124,23,A141,A153,1,A174,1,A192,A201,0,1
381,A11,35,A34,A41,11180,A61,A75,4,Female,A101,2,A124,44,A143,A153,1,A174,1,A192,A201,0,1
381,A11,35,A34,A41,11180,A61,A75,4,Female,A101,2,A124,25,A143,A153,1,A174,1,A192,A201,0,1
408,A11,19,A32,A42,1458,A61,A73,1,Male,A101,4,A123,20,A143,A151,2,A173,1,A192,A201,0,1
410,A11,25,A32,A40,936,A62,A74,4,Male,A101,3,A122,51,A143,A152,2,A173,1,A191,A202,1,0
432,A11,25,A32,A40,1660,A65,A75,4,Male,A101,2,A122,50,A143,A152,1,A173,1,A192,A201,1,0
432,A11,25,A32,A40,1660,A65,A75,4,Male,A101,2,A122,25,A143,A152,1,A173,1,A192,A201,1,0
439,A11,14,A32,A43,1956,A61,A74,2,Female,A101,3,A124,49,A143,A151,1,A173,1,A191,A201,1,0
439,A11,14,A32,A43,1956,A61,A74,2,Male,A101,3,A124,38,A143,A151,1,A173,1,A191,A201,1,0
447,A12,37,A32,A41,1679,A62,A73,1,Male,A101,2,A124,61,A141,A151,1,A173,1,A191,A201,1,0
458,A11,12,A32,A40,977,A61,A75,4,Female,A101,4,A121,22,A143,A152,1,A173,1,A192,A201,0,1
458,A11,12,A32,A40,977,A61,A75,4,Male,A101,4,A121,20,A143,A152,1,A173,1,A192,A201,0,1
465,A11,29,A32,A42,3363,A61,A73,2,Female,A101,3,A123,41,A143,A152,1,A173,1,A191,A201,1,0
467,A11,5,A32,A40,347,A65,A75,4,Female,A101,4,A124,25,A143,A153,3,A173,1,A191,A201,0,1
467,A11,5,A32,A40,347,A65,A75,4,Male,A101,4,A124,21,A143,A153,3,A173,1,A191,A201,0,1
471,A12,10,A32,A41,1914,A61,A75,3,Female,A101,4,A124,20,A141,A152,2,A173,2,A192,A201,0,1
472,A11,16,A32,A43,1114,A61,A73,4,Male,A101,3,A123,63,A143,A152,1,A173,1,A191,A201,0,1
472,A11,16,A32,A43,1114,A61,A73,4,Female,A101,3,A123,19,A143,A152,1,A173,1,A191,A201,0,1
472,A11,16,A32,A43,1114,A61,A73,4,Male,A101,3,A123,19,A143,A152,1,A173,1,A191,A201,0,1
478,A11,41,A32,A41,5042,A62,A74,3,Female,A101,1,A124,20,A143,A152,1,A173,2,A191,A201,1,0
478,A11,41,A32,A41,5042,A62,A74,3,Male,A101,1,A124,32,A143,A152,1,A173,2,A191,A201,1,0
483,A11,14,A32,A43,1246,A61,A73,4,Female,A101,3,A123,59,A143,A152,1,A173,1,A191,A201,1,0
483,A11,14,A32,A43,1246,A61,A73,4,Female,A101,3,A123,20,A143,A152,1,A173,1,A191,A201,1,0
498,A11,17,A32,A43,1819,A61,A72,3,Female,A101,1,A121,60,A143,A152,1,A173,1,A191,A201,0,1
498,A11,17,A32,A43,1819,A61,A72,3,Female,A101,1,A121,24,A143,A152,1,A173,1,A191,A201,0,1
501,A11,35,A34,A41,4620,A61,A75,3,Female,A101,2,A122,24,A143,A152,2,A173,1,A191,A201,0,1
505,A11,27,A34,A40,15387,A61,A75,4,Female,A101,2,A124,44,A143,A153,1,A174,1,A192,A201,0,1
505,A11,27,A34,A40,15387,A61,A75,4,Female,A101,2,A124,21,A143,A153,1,A174,1,A192,A201,0,1
505,A11,27,A34,A40,15387,A61,A75,4,Male,A101,2,A124,24,A143,A153,1,A174,1,A192,A201,0,1
514,A11,42,A32,A40,3594,A65,A75,4,Female,A101,4,A124,74,A143,A153,1,A174,2,A192,A201,1,0
519,A11,52,A32,A41,9162,A65,A75,4,Female,A101,4,A124,21,A141,A153,1,A173,2,A192,A201,0,1
519,A11,52,A32,A41,9162,A65,A75,4,Male,A101,4,A124,21,A141,A153,1,A173,2,A192,A201,0,1
525,A11,16,A32,A43,2462,A61,A74,2,Male,A101,3,A124,22,A143,A151,1,A173,1,A191,A201,0,1
527,A11,19,A32,A42,2139,A65,A73,4,Female,A101,2,A123,21,A143,A152,1,A173,1,A191,A201,0,1
529,A11,10,A32,A40,2332,A61,A75,4,Female,A101,3,A122,23,A143,A152,1,A173,1,A191,A201,0,1
531,A12,18,A32,A40,954,A62,A74,4,Male,A101,3,A122,49,A143,A152,2,A173,1,A191,A201,1,0
531,A12,18,A32,A40,954,A62,A74,4,Female,A101,3,A122,19,A143,A152,2,A173,1,A191,A201,1,0
531,A12,18,A32,A40,954,A62,A74,4,Male,A101,3,A122,24,A143,A152,2,A173,1,A191,A201,1,0
533,A11,14,A32,A40,1312,A61,A75,4,Female,A101,4,A121,24,A143,A152,1,A173,1,A191,A201,0,1
534,A14,39,A33,A43,6790,A61,A74,4,Female,A101,2,A123,49,A143,A152,2,A174,1,A192,A201,1,0
536,A11,41,A34,A41,3227,A61,A75,3,Female,A101,3,A123,25,A143,A152,2,A173,1,A191,A201,0,1
536,A11,41,A34,A41,3227,A61,A75,3,Male,A101,3,A123,23,A143,A152,2,A173,1,A191,A201,0,1
539,A11,12,A32,A42,1918,A61,A73,4,Female,A101,4,A123,30,A143,A151,1,A173,1,A191,A201,1,0
539,A11,12,A32,A42,1918,A61,A73,4,Male,A101,4,A123,61,A143,A151,1,A173,1,A191,A201,1,0
542,A11,25,A32,A41,10475,A65,A75,4,Female,A101,4,A124,19,A143,A153,1,A173,1,A192,A201,0,1
542,A11,25,A32,A41,10475,A65,A75,4,Male,A101,4,A124,23,A143,A153,1,A173,1,A192,A201,0,1
544,A11,9,A32,A40,1851,A63,A74,3,Female,A101,4,A124,23,A143,A153,1,A173,2,A191,A201,0,1
567,A12,43,A34,A41,5785,A61,A74,3,Male,A101,4,A122,21,A143,A152,2,A173,2,A192,A201,0,1
571,A11,21,A34,A45,1344,A61,A75,3,Female,A101,4,A124,55,A143,A153,2,A173,1,A191,A201,0,1
571,A11,21,A34,A45,1344,A61,A75,3,Female,A101,4,A124,23,A143,A153,2,A173,1,A191,A201,0,1
583,A11,25,A32,A43,3213,A61,A73,2,Female,A101,2,A123,32,A143,A152,1,A173,1,A191,A201,1,0
585,A11,46,A34,A41,9549,A61,A75,4,Female,A101,4,A122,52,A143,A152,2,A173,2,A192,A201,1,0
586,A14,34,A32,A41,15701,A61,A72,4,Female,A101,4,A123,19,A143,A151,1,A174,1,A192,A201,0,1
586,A14,34,A32,A41,15701,A61,A72,4,Male,A101,4,A123,21,A143,A151,1,A174,1,A192,A201,0,1
590,A11,18,A32,A43,510,A61,A72,4,Female,A101,1,A121,22,A143,A152,1,A172,2,A191,A201,0,1
590,A11,18,A32,A43,510,A61,A72,4,Male,A101,1,A121,20,A143,A152,1,A172,2,A191,A201,0,1
591,A11,19,A32,A41,7319,A61,A75,4,Male,A101,4,A124,20,A143,A153,1,A174,1,A191,A201,1,0
602,A11,40,A34,A41,11489,A65,A75,4,Female,A101,4,A124,32,A143,A153,1,A174,1,A192,A201,0,1
602,A11,40,A34,A41,11489,A65,A75,4,Female,A101,4,A124,20,A143,A153,1,A174,1,A192,A201,0,1
604,A11,41,A34,A41,9016,A61,A75,4,Female,A101,4,A124,49,A143,A153,3,A174,1,A192,A201,0,1
604,A11,41,A34,A41,9016,A61,A75,4,Female,A101,4,A124,22,A143,A153,3,A174,1,A192,A201,0,1
619,A12,25,A32,A41,1583,A65,A72,3,Male,A101,4,A123,25,A143,A151,1,A173,1,A191,A201,1,0
619,A12,25,A32,A41,1583,A65,A72,3,Male,A101,4,A123,64,A143,A151,1,A173,1,A191,A201,1,0
651,A11,11,A32,A40,962,A65,A75,4,Female,A101,4,A124,21,A143,A153,2,A173,1,A192,A201,0,1
651,A11,11,A32,A40,962,A65,A75,4,Male,A101,4,A124,24,A143,A153,2,A173,1,A192,A201,0,1
656,A11,17,A32,A40,1312,A61,A75,3,Female,A101,2,A124,68,A143,A152,1,A174,2,A192,A201,1,0
660,A11,10,A32,A40,1662,A61,A75,2,Female,A101,4,A124,55,A141,A151,3,A173,2,A191,A201,1,0
662,A11,14,A32,A41,861,A61,A73,2,Female,A101,4,A123,21,A143,A151,1,A173,1,A191,A201,0,1
662,A11,14,A32,A41,861,A61,A73,2,Male,A101,4,A123,21,A143,A151,1,A173,1,A191,A201,0,1
664,A11,37,A34,A42,9281,A61,A75,4,Female,A101,4,A122,22,A143,A152,2,A173,1,A192,A201,0,1
664,A11,37,A34,A42,9281,A61,A75,4,Male,A101,4,A122,24,A143,A152,2,A173,1,A192,A201,0,1
667,A11,16,A32,A43,1282,A63,A73,2,Female,A101,4,A123,69,A143,A151,1,A173,1,A191,A201,1,0
667,A11,16,A32,A43,1282,A63,A73,2,Male,A101,4,A123,36,A143,A151,1,A173,1,A191,A201,1,0
678,A11,23,A32,A42,3812,A61,A73,2,Female,A101,4,A123,63,A143,A152,3,A173,1,A191,A201,1,0
686,A11,10,A32,A43,1395,A65,A73,4,Female,A101,4,A123,46,A143,A151,1,A173,1,A191,A201,1,0
686,A11,10,A32,A43,1395,A65,A73,4,Male,A101,4,A123,54,A143,A151,1,A173,1,A191,A201,1,0
693,A11,36,A34,A41,5073,A65,A75,4,Male,A101,4,A124,33,A143,A153,1,A173,1,A191,A201,1,0
696,A12,19,A32,A41,13220,A65,A75,2,Male,A101,4,A124,54,A143,A153,1,A174,1,A192,A201,1,0
696,A12,19,A32,A41,13220,A65,A75,2,Male,A101,4,A124,19,A143,A153,1,A174,1,A192,A201,1,0
700,A12,23,A32,A41,4597,A61,A75,4,Male,A101,4,A124,73,A143,A151,1,A174,1,A192,A201,1,0
700,A12,23,A32,A41,4597,A61,A75,4,Male,A101,4,A124,24,A143,A151,1,A174,1,A192,A201,1,0
701,A12,32,A32,A41,11831,A65,A75,2,Female,A101,4,A124,25,A143,A153,1,A174,1,A192,A201,0,1
722,A11,23,A34,A41,5678,A61,A75,3,Female,A101,4,A124,43,A143,A153,2,A173,1,A191,A201,0,1
722,A11,23,A34,A41,5678,A61,A75,3,Female,A101,4,A124,24,A143,A153,2,A173,1,A191,A201,0,1
722,A11,23,A34,A41,5678,A61,A75,3,Male,A101,4,A124,21,A143,A153,2,A173,1,A191,A201,0,1
723,A14,42,A33,A41,11061,A61,A74,4,Female,A101,2,A123,24,A143,A152,1,A174,1,A192,A201,0,1
725,A11,19,A32,A41,4033,A65,A75,4,Male,A101,4,A124,24,A143,A151,1,A173,1,A191,A201,1,0
726,A11,22,A32,A42,4388,A61,A75,4,Female,A101,4,A124,19,A143,A151,1,A174,1,A192,A201,1,0
729,A11,21,A32,A40,1144,A65,A75,4,Male,A101,4,A124,33,A143,A153,1,A174,1,A192,A201,0,1
729,A11,21,A32,A40,1144,A65,A75,4,Female,A101,4,A124,24,A143,A153,1,A174,1,A192,A201,0,1
729,A11,21,A32,A40,1144,A65,A75,4,Male,A101,4,A124,20,A143,A153,1,A174,1,A192,A201,0,1
734,A11,26,A34,A41,3230,A61,A72,4,Male,A101,4,A122,36,A143,A152,2,A173,1,A191,A201,1,0
734,A11,26,A34,A41,3230,A61,A72,4,Female,A101,4,A122,21,A143,A152,2,A173,1,A191,A201,1,0
734,A11,26,A34,A41,3230,A61,A72,4,Male,A101,4,A122,24,A143,A152,2,A173,1,A191,A201,1,0
737,A11,25,A32,A41,2537,A65,A75,4,Male,A101,4,A124,74,A143,A153,1,A173,1,A191,A201,1,0
737,A11,25,A32,A41,2537,A65,A75,4,Male,A101,4,A124,24,A143,A153,1,A173,1,A191,A201,1,0
747,A11,6,A32,A40,613,A61,A75,4,Female,A101,4,A124,25,A143,A153,1,A173,1,A192,A201,0,1
747,A11,6,A32,A40,613,A61,A75,4,Male,A101,4,A124,19,A143,A153,1,A173,1,A192,A201,0,1
749,A11,18,A32,A42,358,A61,A73,4,Female,A101,3,A123,29,A143,A151,1,A173,1,A191,A201,1,0
752,A11,43,A32,A41,15796,A65,A75,4,Male,A101,2,A124,19,A143,A153,1,A174,2,A192,A201,1,0
755,A11,19,A32,A43,2811,A61,A72,3,Female,A101,1,A123,29,A143,A152,1,A173,1,A191,A201,1,0
755,A11,19,A32,A43,2811,A61,A72,3,Female,A101,1,A123,19,A143,A152,1,A173,1,A191,A201,1,0
765,A11,23,A32,A41,1708,A65,A75,4,Female,A101,3,A123,21,A143,A152,1,A173,1,A191,A201,0,1
772,A11,23,A32,A41,2324,A61,A75,2,Female,A101,4,A124,20,A143,A151,1,A173,1,A191,A201,0,1
773,A11,11,A34,A42,4222,A61,A74,2,Female,A101,4,A123,51,A143,A151,1,A173,1,A192,A201,1,0
773,A11,11,A34,A42,4222,A61,A74,2,Female,A101,4,A123,22,A143,A151,1,A173,1,A192,A201,1,0
773,A11,11,A34,A42,4222,A61,A74,2,Male,A101,4,A123,44,A143,A151,1,A173,1,A192,A201,1,0
774,A14,43,A33,A43,9611,A61,A75,4,Female,A101,2,A123,46,A143,A152,2,A174,1,A192,A201,1,0
774,A14,43,A33,A43,9611,A61,A75,4,Male,A101,2,A123,55,A143,A152,2,A174,1,A192,A201,1,0
781,A11,23,A32,A40,2154,A65,A75,4,Female,A101,3,A123,19,A143,A152,2,A173,1,A192,A201,0,1
782,A11,23,A32,A40,2638,A65,A74,4,Female,A101,2,A123,52,A141,A152,2,A173,1,A192,A201,0,1
787,A11,25,A32,A40,1802,A61,A73,1,Male,A101,4,A123,34,A143,A152,1,A173,1,A192,A201,0,1
787,A11,25,A32,A40,1802,A61,A73,1,Female,A101,4,A123,21,A143,A152,1,A173,1,A192,A201,0,1
787,A11,25,A32,A40,1802,A61,A73,1,Male,A101,4,A123,21,A143,A152,1,A173,1,A192,A201,0,1
788,A11,17,A33,A42,3808,A61,A74,2,Female,A101,4,A123,51,A143,A152,1,A173,1,A192,A201,1,0
788,A11,17,A33,A42,3808,A61,A74,2,Female,A101,4,A123,21,A143,A152,1,A173,1,A192,A201,1,0
793,A11,21,A32,A41,7908,A65,A75,4,Female,A101,4,A124,25,A143,A153,1,A173,1,A192,A201,0,1
796,A11,11,A32,A41,2407,A61,A73,4,Female,A101,4,A123,21,A143,A151,3,A173,1,A191,A201,0,1
796,A11,11,A32,A41,2407,A61,A73,4,Male,A101,4,A123,22,A143,A151,3,A173,1,A191,A201,0,1
801,A11,21,A31,A40,1310,A63,A73,4,Female,A101,1,A123,34,A141,A152,1,A173,1,A192,A201,1,0
802,A11,6,A32,A40,659,A65,A75,1,Female,A101,4,A124,23,A143,A151,1,A173,2,A191,A202,0,1
826,A11,16,A32,A43,1892,A61,A73,4,Male,A101,2,A123,59,A141,A152,1,A173,1,A191,A201,0,1
831,A11,25,A32,A41,2541,A61,A72,1,Male,A101,1,A122,49,A143,A152,1,A173,1,A191,A201,1,0
835,A12,45,A33,A40,9775,A61,A73,1,Female,A101,4,A123,37,A143,A152,2,A173,1,A192,A201,1,0
838,A11,13,A32,A43,657,A65,A74,4,Female,A101,3,A122,24,A143,A152,1,A173,1,A191,A202,0,1
846,A11,41,A34,A41,6661,A61,A74,3,Female,A101,3,A123,72,A143,A152,2,A173,1,A191,A201,0,1
846,A11,41,A34,A41,6661,A61,A74,3,Female,A101,3,A123,19,A143,A152,2,A173,1,A191,A201,0,1
846,A11,41,A34,A41,6661,A61,A74,3,Male,A101,3,A123,22,A143,A152,2,A173,1,A191,A201,0,1
849,A11,13,A32,A41,970,A61,A73,4,Male,A101,2,A123,25,A143,A152,1,A173,1,A192,A201,0,1
861,A12,18,A32,A43,908,A62,A72,4,Female,A101,1,A124,31,A143,A152,1,A173,1,A191,A201,0,1
861,A12,18,A32,A43,908,A62,A72,4,Female,A101,1,A124,25,A143,A152,1,A173,1,A191,A201,0,1
861,A12,18,A32,A43,908,A62,A72,4,Male,A101,1,A124,68,A143,A152,1,A173,1,A191,A201,0,1
871,A11,16,A32,A42,1290,A61,A73,2,Female,A101,4,A123,50,A143,A151,1,A173,1,A191,A201,1,0
878,A11,16,A32,A40,1223,A62,A75,4,Male,A101,2,A123,66,A143,A152,2,A173,1,A192,A201,1,0
882,A11,23,A32,A43,788,A65,A75,4,Male,A101,3,A123,23,A143,A152,1,A173,1,A192,A201,0,1
886,A11,8,A32,A40,868,A61,A73,4,Female,A101,2,A121,19,A143,A151,1,A173,1,A191,A201,0,1
898,A11,25,A32,A40,1794,A65,A74,4,Female,A101,3,A123,29,A143,A152,2,A173,1,A192,A201,0,1
898,A11,25,A32,A40,1794,A65,A74,4,Female,A101,3,A123,19,A143,A152,2,A173,1,A192,A201,0,1
901,A12,43,A32,A41,13827,A65,A75,2,Female,A101,2,A124,41,A143,A153,1,A174,1,A192,A201,0,1
918,A11,25,A32,A40,2171,A65,A74,4,Female,A101,3,A123,24,A143,A152,1,A173,1,A192,A201,0,1
919,A12,45,A33,A40,7617,A61,A73,1,Female,A101,2,A123,44,A143,A152,2,A173,1,A192,A201,1,0
919,A12,45,A33,A40,7617,A61,A73,1,Male,A101,2,A123,42,A143,A152,2,A173,1,A192,A201,1,0
920,A11,39,A32,A41,3241,A61,A74,1,Female,A101,3,A123,24,A143,A152,2,A173,2,A192,A201,0,1
920,A11,39,A32,A41,3241,A61,A74,1,Male,A101,3,A123,19,A143,A152,2,A173,2,A192,A201,0,1
