Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20
A14,27,A32,A43,3920,A65,A73,4,Male,A101,2,A123,25,A141,A152,3,A173,1,A192,A201
A11,17,A32,A43,834,A61,A73,4,Male,A101,3,A121,24,A143,A152,1,A172,1,A191,A201
A14,12,A32,A41,1210,A65,A73,3,Male,A101,2,A123,28,A141,A152,2,A173,1,A191,A201
A11,16,A32,A41,1220,A65,A73,4,Female,A101,3,A123,45,A143,A152,1,A173,1,A191,A201
A11,12,A34,A42,2135,A61,A75,4,Male,A101,4,A122,40,A143,A153,2,A173,1,A192,A201
A11,41,A34,A42,5913,A61,A75,4,Male,A101,4,A124,32,A143,A153,1,A173,1,A192,A201
A11,10,A32,A41,2735,A61,A75,4,Male,A101,4,A121,35,A143,A151,1,A173,1,A191,A201
A14,43,A33,A41,8646,A61,A74,4,Male,A101,2,A123,34,A143,A152,1,A174,1,A192,A201
A11,9,A34,A41,1024,A61,A75,3,Male,A101,3,A121,34,A143,A151,2,A173,2,A191,A201
A11,19,A32,A41,3746,A61,A75,4,Female,A101,4,A124,43,A143,A151,1,A173,1,A191,A201
A11,16,A32,A40,1240,A61,A75,4,Male,A101,4,A124,72,A143,A153,2,A173,1,A191,A201
A14,22,A34,A41,15945,A61,A75,4,Male,A101,2,A123,40,A143,A152,1,A174,1,A192,A201
A11,21,A34,A41,2213,A65,A75,4,Male,A101,4,A124,74,A143,A153,2,A174,1,A192,A201
A11,18,A34,A41,1982,A61,A75,4,Male,A101,4,A124,63,A143,A153,3,A174,1,A192,A201
A11,36,A32,A41,9399,A65,A74,4,Male,A101,4,A124,33,A141,A153,2,A173,2,A192,A201
A12,25,A32,A41,13528,A61,A75,4,Female,A101,4,A124,54,A143,A153,1,A174,1,A192,A201
A14,38,A34,A41,14311,A61,A75,4,Male,A101,3,A123,39,A143,A152,1,A174,1,A192,A201
A13,10,A34,A40,931,A61,A75,2,Female,A101,4,A124,42,A143,A153,3,A173,2,A191,A201
A11,17,A32,A40,3100,A61,A75,3,Male,A101,2,A124,24,A143,A152,1,A173,1,A192,A201
A11,17,A34,A41,2165,A61,A75,4,Male,A101,4,A124,63,A143,A152,2,A173,1,A192,A201
A14,49,A34,A41,11291,A61,A74,4,Male,A101,3,A123,32,A143,A152,1,A174,1,A192,A201
A14,18,A32,A41,8688,A65,A75,4,Male,A101,4,A123,33,A143,A151,1,A174,1,A192,A201
A11,13,A34,A42,2626,A61,A75,4,Male,A101,4,A124,37,A143,A153,2,A173,1,A192,A201
A11,23,A32,A41,6739,A65,A75,4,Male,A101,3,A124,42,A143,A153,1,A173,1,A192,A201
A11,11,A34,A40,666,A64,A75,4,Male,A101,4,A121,62,A143,A152,2,A173,1,A192,A201
A11,13,A34,A41,541,A61,A75,3,Male,A101,3,A121,45,A143,A151,2,A173,1,A191,A201
A12,60,A32,A40,5878,A65,A75,1,Male,A101,4,A122,32,A143,A152,1,A173,2,A192,A201
A14,8,A32,A42,2911,A65,A75,4,Female,A101,4,A122,46,A143,A151,1,A173,1,A192,A202
A14,32,A32,A43,3731,A61,A73,4,Male,A101,2,A123,24,A141,A152,3,A173,1,A192,A201
A14,14,A34,A42,2263,A61,A73,4,Female,A101,3,A123,31,A143,A152,1,A173,1,A191,A201
A14,13,A32,A43,1052,A61,A73,4,Female,A101,2,A123,27,A141,A152,1,A173,1,A191,A201
A11,24,A32,A42,2228,A61,A73,2,Male,A101,3,A123,21,A143,A152,1,A173,1,A191,A201
A14,15,A32,A41,3827,A61,A73,2,Male,A101,2,A123,27,A141,A152,1,A173,1,A191,A201
A11,12,A32,A42,823,A61,A73,4,Female,A101,3,A123,21,A143,A151,1,A173,1,A191,A201
A13,6,A34,A40,726,A65,A75,2,Female,A101,4,A121,71,A143,A151,3,A173,2,A191,A202
A14,19,A32,A41,5075,A61,A75,4,Male,A101,3,A123,38,A143,A152,1,A174,1,A192,A201
A11,14,A32,A41,4126,A65,A75,3,Male,A101,3,A124,34,A143,A152,1,A173,1,A192,A201
A11,40,A34,A41,7619,A61,A75,4,Male,A101,4,A124,38,A143,A153,1,A173,1,A192,A201
A14,41,A34,A41,12748,A61,A74,4,Male,A101,2,A123,22,A143,A152,1,A174,1,A192,A201
A14,9,A34,A42,2967,A65,A75,4,Female,A101,4,A124,49,A143,A151,3,A173,1,A192,A201
A11,32,A34,A42,9561,A61,A75,4,Male,A101,4,A124,51,A143,A153,1,A174,1,A192,A201
A11,10,A32,A40,1611,A65,A75,4,Male,A101,4,A124,34,A143,A153,1,A174,1,A192,A201
A11,13,A34,A41,1193,A61,A75,4,Male,A101,4,A124,72,A143,A153,2,A173,1,A191,A201
A14,60,A32,A41,10608,A61,A75,2,Male,A101,2,A123,41,A143,A152,1,A174,1,A192,A201
A11,39,A34,A41,10491,A61,A75,3,Male,A101,4,A124,38,A143,A153,2,A174,2,A192,A201
A14,21,A32,A41,3373,A65,A75,4,Female,A101,4,A124,67,A143,A153,1,A173,1,A192,A201
A11,16,A34,A40,767,A65,A75,4,Male,A101,4,A124,35,A143,A152,2,A173,1,A192,A201
A11,37,A34,A42,9509,A61,A75,4,Male,A101,4,A124,48,A143,A153,1,A173,1,A192,A201
A14,35,A34,A41,14103,A61,A75,4,Male,A101,3,A123,42,A143,A152,3,A174,1,A192,A201
A11,25,A30,A40,1364,A61,A75,4,Male,A101,4,A124,34,A141,A153,3,A173,2,A191,A201
A11,6,A34,A40,630,A61,A75,3,Male,A101,4,A124,75,A143,A152,3,A173,2,A191,A202
A11,21,A32,A41,4956,A65,A75,4,Female,A101,4,A124,68,A143,A151,1,A173,1,A192,A201
A14,45,A34,A41,15076,A65,A75,4,Male,A101,2,A123,45,A143,A152,1,A174,1,A192,A201
A11,23,A32,A41,4228,A61,A75,4,Male,A101,4,A124,36,A143,A153,2,A173,1,A191,A201
A11,17,A34,A42,2482,A61,A75,4,Male,A101,4,A124,37,A143,A153,2,A173,1,A192,A201
A11,36,A34,A42,9248,A61,A75,2,Male,A101,4,A124,46,A143,A153,2,A173,1,A192,A201
A12,12,A34,A41,4293,A65,A75,4,Male,A101,4,A122,32,A143,A152,2,A173,2,A192,A201
A14,14,A32,A41,2265,A61,A75,4,Female,A101,4,A124,52,A143,A151,1,A173,1,A192,A201
A11,18,A34,A42,1638,A65,A73,2,Male,A101,3,A123,25,A143,A152,1,A173,1,A191,A201
A14,43,A32,A43,2458,A63,A73,4,Female,A101,2,A123,30,A143,A152,3,A173,1,A192,A201
A11,15,A34,A42,1296,A61,A73,2,Female,A101,3,A123,28,A143,A152,1,A173,1,A191,A201
A14,9,A32,A42,1398,A65,A73,4,Male,A101,2,A123,28,A143,A152,1,A173,1,A191,A201
A14,12,A34,A41,1317,A61,A73,4,Male,A101,2,A123,25,A141,A152,2,A173,1,A191,A201
A14,38,A32,A43,6326,A61,A73,4,Female,A101,2,A123,34,A143,A152,3,A173,1,A192,A201
A11,12,A34,A40,726,A64,A75,4,Male,A101,4,A121,66,A143,A152,2,A173,1,A192,A201
A11,17,A34,A41,2426,A65,A75,4,Male,A101,3,A122,46,A143,A152,2,A173,1,A192,A201
A14,23,A34,A41,15817,A61,A75,4,Male,A101,2,A123,31,A143,A152,3,A174,1,A192,A201
A11,45,A34,A42,7664,A61,A75,3,Male,A101,4,A124,45,A143,A153,2,A173,1,A192,A201
A11,9,A32,A40,3059,A61,A75,1,Male,A101,4,A124,31,A141,A153,3,A173,2,A191,A201
A14,21,A32,A41,3317,A65,A75,4,Female,A101,4,A124,44,A143,A151,1,A173,1,A192,A201
A14,58,A34,A41,15944,A61,A75,2,Male,A101,2,A123,38,A143,A152,1,A174,1,A192,A201
A11,26,A34,A41,2242,A65,A75,4,Male,A101,4,A124,41,A143,A153,2,A173,1,A191,A201
A11,8,A34,A41,915,A65,A75,4,Male,A101,4,A124,73,A143,A152,1,A174,1,A192,A201
A11,32,A31,A41,12453,A61,A75,2,Male,A101,4,A124,59,A141,A153,1,A174,2,A192,A201
A14,35,A34,A41,3007,A61,A75,2,Male,A101,4,A124,67,A143,A152,2,A173,2,A192,A201
A14,24,A32,A41,4993,A65,A75,4,Female,A101,4,A124,61,A143,A153,1,A174,1,A192,A201
A11,11,A32,A41,1300,A61,A75,4,Male,A101,4,A124,35,A143,A151,1,A173,1,A191,A201
A11,14,A32,A40,3145,A61,A75,3,Male,A101,2,A124,28,A143,A152,1,A173,1,A192,A201
A11,15,A34,A42,2607,A61,A75,4,Male,A101,4,A122,49,A143,A153,1,A173,1,A192,A201
A11,37,A34,A41,7838,A61,A75,4,Male,A101,4,A124,45,A143,A153,2,A173,1,A192,A201
A12,38,A31,A41,4152,A62,A73,4,Male,A101,4,A124,26,A143,A152,1,A173,2,A192,A201
A14,12,A32,A41,1435,A65,A75,4,Female,A101,4,A124,49,A143,A151,1,A173,1,A192,A201
A11,18,A32,A40,6838,A61,A75,4,Male,A101,4,A124,35,A143,A153,1,A173,1,A192,A201
A11,13,A34,A42,2694,A61,A75,4,Male,A101,4,A124,38,A143,A153,2,A173,1,A192,A201
A11,7,A32,A43,442,A61,A75,4,Male,A101,4,A121,37,A143,A151,3,A173,1,A191,A201
A14,42,A34,A41,13200,A61,A75,4,Male,A101,2,A123,34,A143,A152,3,A174,1,A192,A201
A14,49,A34,A41,8920,A65,A74,4,Male,A101,3,A123,42,A143,A152,1,A174,1,A192,A201
A14,35,A32,A41,14565,A61,A75,4,Male,A101,4,A123,36,A143,A151,1,A174,1,A192,A201
A11,13,A34,A42,1779,A61,A73,2,Female,A101,3,A123,24,A143,A152,1,A173,1,A191,A201
A11,24,A32,A43,2434,A65,A73,1,Female,A101,2,A123,26,A141,A152,1,A173,1,A191,A201
A11,13,A32,A42,1702,A61,A73,2,Female,A101,2,A121,28,A143,A152,1,A173,1,A191,A201
A14,13,A32,A43,997,A61,A73,4,Female,A101,2,A123,22,A141,A152,1,A173,1,A191,A201
A14,11,A32,A42,1149,A61,A73,4,Male,A101,2,A123,30,A143,A152,1,A173,1,A191,A201
A11,15,A32,A43,976,A65,A73,2,Female,A101,3,A123,21,A143,A151,1,A173,1,A191,A201
A14,43,A33,A41,8191,A61,A74,4,Male,A101,3,A123,36,A143,A152,1,A174,1,A192,A201
A14,10,A34,A43,795,A65,A75,4,Male,A101,4,A122,66,A143,A152,2,A173,1,A192,A201
A12,14,A34,A41,2401,A65,A73,4,Male,A101,4,A124,38,A143,A153,2,A173,1,A192,A201
A11,11,A32,A43,855,A61,A75,4,Male,A101,4,A121,34,A143,A151,2,A173,1,A191,A201
A12,12,A32,A41,947,A61,A75,4,Male,A101,4,A123,50,A143,A152,1,A173,2,A192,A201
A11,22,A32,A42,5259,A65,A75,4,Female,A101,4,A124,35,A143,A151,1,A173,1,A192,A201
A14,21,A34,A41,6900,A65,A75,2,Male,A101,4,A124,52,A143,A153,2,A173,1,A192,A201
A11,14,A34,A40,1369,A65,A75,4,Male,A101,4,A124,65,A143,A153,2,A174,1,A192,A201
A14,36,A32,A41,15944,A65,A75,4,Male,A101,2,A123,50,A143,A152,1,A174,1,A192,A201
A12,42,A31,A40,9063,A65,A75,1,Male,A101,4,A124,38,A143,A153,1,A174,2,A192,A201
A11,15,A32,A40,1738,A61,A75,4,Male,A101,4,A124,49,A143,A153,1,A173,2,A191,A201
A14,14,A34,A42,4304,A65,A75,4,Female,A101,4,A124,60,A143,A153,3,A174,1,A192,A201
A14,10,A34,A43,1337,A61,A75,3,Male,A101,2,A124,34,A143,A151,2,A173,1,A191,A201
A11,12,A34,A40,795,A65,A75,4,Male,A101,4,A124,37,A143,A152,2,A173,1,A192,A201
A11,19,A34,A41,9226,A65,A75,4,Male,A101,4,A124,42,A143,A153,1,A173,1,A192,A201
A11,38,A34,A41,10265,A61,A75,3,Male,A101,4,A124,36,A143,A153,1,A173,1,A192,A201
A11,21,A34,A41,1008,A61,A75,4,Male,A101,4,A124,68,A143,A152,2,A173,1,A192,A201
A14,11,A32,A41,1039,A65,A75,4,Female,A101,4,A124,34,A143,A151,1,A173,1,A192,A201
A11,40,A34,A42,9331,A61,A75,4,Male,A101,4,A124,34,A143,A153,1,A173,1,A192,A201
A14,32,A32,A41,15935,A61,A75,4,Male,A101,2,A123,40,A143,A152,1,A174,1,A192,A201
A14,18,A32,A41,5241,A61,A75,3,Male,A101,4,A122,39,A143,A151,1,A173,1,A192,A201
A11,8,A34,A43,1176,A63,A75,4,Male,A101,4,A121,43,A143,A152,2,A173,1,A192,A201
A11,44,A30,A41,3200,A61,A75,3,Male,A101,4,A124,28,A143,A151,2,A173,2,A191,A201
A11,21,A32,A42,4369,A65,A75,4,Female,A101,4,A122,51,A143,A151,3,A173,1,A192,A201
A14,9,A32,A41,483,A65,A73,4,Male,A101,2,A123,28,A143,A152,1,A173,1,A191,A201
A11,11,A34,A42,1005,A61,A73,2,Female,A101,2,A122,27,A143,A152,1,A173,1,A191,A201
A14,14,A34,A42,1511,A61,A73,4,Female,A101,3,A123,27,A143,A152,1,A173,1,A191,A201
A14,59,A32,A43,5416,A61,A74,4,Male,A101,2,A123,24,A143,A152,1,A173,1,A192,A201
A14,17,A34,A42,1120,A61,A73,2,Male,A101,2,A123,32,A143,A152,2,A173,1,A191,A201
A11,15,A32,A42,381,A61,A73,4,Female,A101,3,A123,29,A143,A152,1,A173,1,A191,A201
A14,60,A34,A42,9278,A61,A75,2,Male,A101,4,A124,29,A143,A153,1,A173,1,A192,A201
A11,18,A34,A42,2171,A61,A75,4,Male,A101,4,A121,35,A143,A153,1,A173,1,A192,A201
A14,55,A34,A41,10144,A65,A75,4,Male,A101,2,A123,47,A143,A152,1,A174,1,A192,A201
A14,32,A30,A40,1893,A62,A75,4,Male,A101,4,A124,32,A143,A153,1,A173,2,A191,A201
A11,12,A34,A41,1932,A61,A75,4,Male,A101,4,A122,63,A143,A152,2,A173,1,A192,A201
A11,22,A32,A41,7206,A65,A75,4,Female,A101,4,A124,48,A143,A151,1,A174,1,A192,A201
A11,14,A34,A41,824,A61,A75,4,Male,A101,4,A124,75,A143,A153,2,A173,1,A191,A201
A14,60,A32,A40,5294,A65,A75,3,Male,A101,2,A124,22,A143,A153,1,A174,1,A192,A201
A14,19,A32,A41,6919,A61,A75,3,Male,A101,4,A124,54,A143,A153,1,A174,1,A192,A201
A11,16,A34,A41,5734,A61,A75,4,Male,A101,4,A124,67,A143,A153,2,A174,1,A192,A201
A14,29,A34,A41,10263,A65,A74,4,Male,A101,3,A123,52,A143,A152,1,A174,2,A192,A201
A11,10,A32,A41,1804,A65,A75,4,Male,A101,4,A124,40,A143,A153,3,A173,1,A191,A201
A11,45,A32,A40,6941,A61,A75,4,Male,A101,4,A124,37,A143,A153,1,A173,1,A192,A201
A14,14,A34,A42,3080,A65,A75,4,Male,A101,4,A124,51,A143,A152,2,A173,1,A192,A201
A14,13,A34,A43,617,A65,A75,4,Male,A101,4,A121,52,A143,A152,2,A173,1,A192,A201
A14,55,A34,A41,12449,A65,A75,4,Male,A101,2,A123,50,A143,A152,1,A174,1,A192,A201
A11,41,A32,A42,4558,A61,A75,3,Male,A101,4,A122,44,A143,A152,2,A173,1,A192,A201
A11,26,A32,A41,2128,A61,A75,2,Female,A101,4,A124,49,A143,A153,1,A173,1,A191,A201
A14,21,A34,A43,868,A65,A75,4,Male,A101,4,A121,60,A143,A152,2,A173,1,A192,A201
A14,44,A34,A41,14897,A65,A75,4,Male,A101,2,A123,45,A143,A152,1,A174,1,A192,A201
A11,25,A32,A41,4534,A61,A75,4,Male,A101,4,A124,72,A143,A153,2,A173,1,A191,A201
A11,19,A34,A41,2157,A61,A75,3,Male,A101,4,A122,55,A143,A152,1,A173,1,A192,A201
A14,39,A34,A41,3625,A65,A75,1,Male,A101,4,A124,30,A143,A152,2,A173,2,A192,A201
A11,9,A32,A42,3499,A65,A75,4,Female,A101,4,A124,45,A143,A151,1,A173,1,A192,A201
A11,17,A32,A42,2956,A61,A73,4,Male,A101,3,A123,22,A143,A152,1,A173,1,A191,A201
A11,15,A32,A41,1224,A61,A73,4,Female,A101,3,A122,39,A143,A152,1,A172,1,A191,A201
A11,13,A32,A43,566,A61,A73,4,Female,A101,2,A123,24,A143,A152,1,A173,1,A191,A201
A14,38,A32,A41,2180,A65,A74,4,Male,A101,2,A123,22,A143,A152,3,A173,1,A192,A201
A11,18,A32,A42,1648,A61,A73,2,Male,A101,2,A123,22,A143,A152,2,A173,1,A191,A201
A11,13,A32,A42,1710,A61,A73,4,Female,A101,4,A123,23,A143,A151,1,A173,1,A191,A201
A14,12,A34,A43,801,A65,A75,4,Male,A101,4,A122,70,A143,A152,2,A173,1,A192,A201
A11,23,A32,A40,934,A65,A75,4,Male,A101,3,A124,38,A143,A152,2,A173,1,A192,A201
A14,9,A32,A41,1167,A63,A75,4,Male,A101,4,A121,72,A143,A152,1,A173,1,A192,A201
A14,52,A34,A41,13443,A65,A75,4,Male,A101,2,A123,42,A143,A152,1,A174,1,A192,A201
A11,14,A34,A40,1391,A61,A73,3,Male,A101,3,A121,29,A143,A151,2,A173,2,A191,A201
A11,22,A32,A42,4747,A65,A75,4,Female,A101,4,A124,39,A143,A151,1,A174,1,A192,A201
A14,40,A34,A41,15112,A61,A75,4,Male,A101,2,A123,41,A143,A152,3,A174,1,A192,A201
A11,22,A32,A41,4932,A61,A75,4,Male,A101,4,A124,71,A143,A153,2,A173,1,A191,A201
A11,16,A34,A41,4649,A65,A75,4,Male,A101,4,A124,67,A143,A153,2,A174,1,A192,A201
A11,17,A34,A41,6402,A61,A75,4,Male,A101,4,A124,56,A143,A153,2,A174,1,A192,A201
A14,13,A31,A40,3099,A61,A75,1,Male,A101,4,A124,40,A141,A153,3,A174,2,A192,A201
A11,24,A32,A41,9605,A61,A75,4,Female,A101,4,A124,61,A143,A153,1,A174,1,A192,A201
A11,16,A34,A42,2243,A61,A75,4,Male,A101,4,A124,38,A143,A153,2,A173,1,A192,A201
A14,25,A34,A41,12365,A61,A75,4,Male,A101,2,A123,42,A143,A152,1,A174,1,A192,A201
A13,11,A34,A41,1214,A65,A75,4,Male,A101,4,A121,64,A143,A152,2,A173,1,A192,A201
A11,12,A34,A41,1185,A65,A75,4,Male,A101,4,A121,65,A143,A152,2,A173,1,A192,A201
A11,51,A32,A41,6253,A61,A75,3,Male,A101,3,A122,47,A143,A152,1,A173,1,A192,A201
A14,21,A32,A41,6043,A65,A75,4,Female,A101,4,A123,50,A143,A152,1,A174,1,A192,A201
A11,25,A32,A40,2014,A63,A75,4,Male,A101,4,A124,65,A143,A153,1,A173,1,A191,A201
A14,13,A34,A42,2624,A61,A75,4,Male,A101,4,A122,72,A143,A152,2,A173,1,A192,A201
A14,38,A34,A41,7400,A65,A75,4,Male,A101,2,A123,46,A143,A152,1,A174,1,A192,A201
A11,14,A32,A40,3603,A65,A73,3,Male,A101,2,A122,31,A143,A152,1,A173,1,A192,A201
A11,39,A32,A41,3026,A65,A74,4,Male,A101,3,A124,32,A141,A152,2,A173,2,A192,A201
A11,25,A32,A41,2758,A61,A75,4,Female,A101,4,A124,51,A143,A151,1,A174,1,A192,A201
A14,5,A32,A41,536,A65,A73,4,Female,A101,3,A123,29,A143,A152,1,A173,1,A191,A201
A11,15,A32,A42,1685,A61,A73,2,Female,A101,3,A123,24,A143,A152,1,A173,1,A191,A201
A11,22,A32,A42,2561,A61,A73,2,Female,A101,4,A123,26,A143,A152,1,A173,1,A191,A201
A11,10,A32,A42,723,A61,A73,4,Male,A101,2,A121,26,A143,A152,1,A173,1,A191,A201
A14,37,A33,A41,9655,A61,A73,1,Male,A101,2,A123,20,A141,A152,3,A173,1,A192,A201
A11,20,A32,A43,2009,A61,A73,4,Female,A101,3,A123,22,A143,A151,1,A173,1,A191,A201
A12,47,A32,A49,5986,A65,A73,4,Male,A101,4,A124,35,A143,A153,1,A173,1,A192,A201
A12,43,A32,A41,14230,A65,A75,4,Male,A101,4,A124,43,A143,A153,1,A174,1,A192,A201
A14,9,A30,A40,1088,A65,A75,2,Male,A101,4,A124,39,A143,A153,1,A173,1,A191,A201
A11,15,A34,A40,901,A63,A75,4,Male,A101,4,A124,40,A143,A152,2,A173,1,A192,A201
A14,12,A34,A43,648,A65,A75,4,Male,A101,4,A121,64,A143,A152,2,A173,1,A192,A201
A11,17,A32,A42,3537,A61,A75,2,Male,A101,4,A122,34,A143,A151,1,A173,1,A192,A201
A11,24,A32,A42,1185,A61,A73,2,Male,A101,3,A122,27,A143,A152,2,A172,1,A191,A201
A14,12,A34,A42,2767,A65,A75,4,Male,A101,4,A124,50,A143,A152,2,A173,1,A192,A201
A14,14,A34,A41,4418,A65,A75,4,Male,A101,4,A124,33,A143,A153,2,A173,1,A192,A201
A14,37,A34,A42,7828,A61,A75,2,Male,A101,4,A124,28,A143,A153,1,A173,1,A192,A201
A11,38,A34,A42,7447,A61,A75,4,Male,A101,4,A124,39,A143,A153,1,A173,1,A192,A201
A14,37,A34,A41,14410,A61,A75,4,Male,A101,2,A123,37,A143,A152,1,A174,1,A192,A201
A14,25,A34,A41,14712,A61,A75,4,Male,A101,2,A123,33,A143,A152,3,A174,1,A192,A201
A14,11,A32,A41,880,A61,A73,2,Male,A101,2,A123,23,A141,A152,2,A173,1,A191,A201
A14,14,A32,A41,4775,A61,A75,2,Male,A101,4,A122,43,A143,A151,1,A173,1,A192,A201
A12,17,A32,A40,4511,A61,A75,4,Male,A101,4,A124,31,A143,A153,1,A173,1,A192,A201
A14,12,A32,A45,718,A65,A75,4,Male,A101,4,A124,75,A143,A153,2,A173,1,A191,A201
A14,60,A32,A41,15741,A61,A75,4,Male,A101,2,A123,51,A143,A152,1,A174,1,A192,A201
A14,13,A32,A44,1373,A65,A75,4,Male,A101,4,A122,63,A143,A152,1,A173,1,A192,A201
A14,60,A34,A42,9464,A61,A75,3,Male,A101,4,A124,28,A143,A153,1,A173,1,A192,A201
A14,26,A32,A43,2511,A61,A72,2,Male,A101,2,A123,25,A143,A152,1,A173,1,A192,A201
A11,15,A32,A40,1910,A62,A73,4,Male,A101,2,A124,24,A143,A153,1,A173,1,A192,A201
A14,14,A34,A42,2091,A61,A75,4,Male,A101,4,A122,73,A143,A152,2,A173,1,A192,A201
A12,49,A32,A40,12079,A65,A75,4,Male,A101,4,A124,52,A143,A153,1,A174,1,A192,A201
A11,22,A32,A41,2095,A65,A75,4,Male,A101,4,A124,42,A143,A153,1,A173,1,A191,A201
A14,46,A32,A41,12075,A65,A75,4,Male,A101,2,A123,41,A143,A152,1,A174,1,A192,A201
A13,8,A32,A40,1090,A65,A75,4,Male,A101,3,A124,37,A143,A153,1,A173,1,A191,A202
A14,21,A34,A42,973,A61,A73,4,Male,A101,2,A123,31,A143,A152,2,A173,1,A191,A201
A12,14,A32,A40,6608,A61,A75,4,Male,A101,4,A124,39,A143,A153,1,A173,1,A192,A201
A11,10,A34,A41,663,A65,A75,4,Male,A101,4,A124,48,A143,A152,2,A174,1,A192,A201
A12,42,A32,A40,7933,A61,A75,4,Male,A101,4,A124,33,A143,A153,1,A173,1,A192,A201
A11,12,A34,A40,851,A63,A75,4,Male,A101,4,A124,38,A143,A152,2,A173,1,A192,A201
A14,12,A34,A41,1709,A61,A73,1,Male,A101,3,A121,45,A143,A152,2,A172,1,A191,A201
A14,12,A32,A43,765,A61,A73,4,Male,A101,2,A123,22,A143,A152,1,A173,1,A191,A201
A14,11,A32,A40,872,A63,A75,4,Male,A101,4,A121,43,A143,A152,1,A173,1,A192,A201
A11,18,A32,A40,3896,A61,A75,3,Male,A101,2,A124,26,A143,A153,1,A174,1,A192,A201
A11,14,A34,A42,2619,A61,A75,4,Male,A101,4,A124,35,A143,A153,2,A173,1,A192,A201
A14,8,A32,A40,1235,A63,A75,4,Male,A101,4,A121,47,A143,A152,1,A173,1,A192,A201
A14,41,A33,A41,2039,A61,A73,4,Male,A101,2,A123,20,A143,A152,3,A173,1,A192,A201
A14,9,A32,A41,2801,A61,A73,1,Male,A101,3,A121,32,A143,A152,2,A172,1,A191,A201
A11,33,A34,A42,8323,A61,A75,4,Male,A101,4,A124,38,A143,A153,1,A173,1,A192,A201
A11,16,A34,A41,1404,A65,A75,4,Male,A101,4,A124,70,A143,A153,2,A174,1,A192,A201
A11,42,A34,A42,10193,A61,A75,4,Male,A101,4,A124,40,A143,A153,1,A173,1,A192,A201
A11,26,A32,A40,1990,A61,A75,4,Male,A101,4,A124,51,A141,A153,1,A173,2,A191,A201
A14,38,A33,A41,9310,A61,A74,4,Male,A101,2,A123,38,A143,A152,1,A174,1,A192,A201
