Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20
A12,14,A31,A41,3960,A65,A73,4,Male,A101,4,A124,29,A143,A152,1,A173,2,A192,A201
A11,43,A32,A41,3724,A61,A75,3,Male,A101,4,A122,49,A143,A152,1,A173,2,A191,A201
A11,28,A34,A42,3766,A61,A75,1,Male,A101,3,A124,47,A143,A152,2,A173,2,A192,A201
A11,8,A34,A40,852,A61,A75,2,Male,A101,3,A121,71,A143,A151,3,A172,2,A191,A201
A11,10,A34,A41,697,A61,A75,4,Male,A101,4,A124,58,A143,A152,3,A172,2,A191,A201
A11,60,A30,A41,9283,A61,A75,3,Male,A101,4,A124,23,A143,A152,2,A173,2,A192,A201
A14,14,A32,A40,1378,A65,A75,1,Male,A101,4,A124,40,A143,A151,1,A173,1,A192,A202
A11,21,A32,A41,1445,A65,A75,4,Male,A101,4,A122,41,A143,A152,2,A173,1,A192,A201
A12,15,A32,A41,4932,A61,A75,2,Female,A101,4,A124,54,A143,A153,1,A174,1,A192,A201
A11,23,A34,A40,5897,A61,A75,4,Male,A101,4,A124,33,A143,A153,2,A173,1,A191,A201
A11,16,A32,A42,1608,A61,A75,4,Male,A101,4,A122,32,A143,A151,1,A173,1,A192,A201
A14,12,A34,A42,1967,A65,A75,2,Male,A101,4,A124,25,A143,A151,2,A173,1,A191,A201
A11,9,A34,A41,10316,A65,A75,4,Male,A101,4,A124,35,A143,A151,1,A173,1,A192,A201
A11,7,A32,A43,679,A65,A75,4,Male,A101,4,A121,60,A143,A152,1,A173,1,A192,A201
A11,8,A34,A41,494,A61,A75,3,Male,A101,3,A124,43,A143,A151,3,A173,1,A191,A201
A14,13,A34,A42,1701,A61,A75,4,Male,A101,4,A124,48,A143,A153,2,A173,1,A192,A201
A11,6,A34,A40,821,A61,A75,2,Female,A101,4,A124,49,A143,A151,3,A173,2,A191,A201
A14,7,A32,A40,1004,A63,A74,2,Male,A101,4,A124,27,A143,A153,1,A173,2,A191,A201
A14,13,A34,A41,1389,A65,A75,3,Male,A101,1,A124,25,A143,A151,2,A173,1,A191,A201
A14,12,A34,A42,3456,A65,A75,4,Male,A101,3,A122,67,A143,A152,2,A173,1,A192,A201
A14,10,A34,A42,2481,A61,A75,4,Male,A101,4,A122,71,A143,A152,2,A173,1,A192,A201
A13,26,A32,A40,1794,A61,A74,4,Male,A101,4,A124,42,A142,A153,1,A172,2,A191,A201
A11,20,A32,A41,4286,A61,A73,2,Male,A101,4,A122,42,A143,A151,1,A173,1,A192,A201
A14,19,A34,A41,1659,A65,A75,2,Male,A101,4,A122,71,A143,A151,2,A173,1,A192,A201
A11,5,A34,A41,1282,A65,A75,3,Male,A101,3,A124,34,A143,A151,2,A173,2,A191,A202
A11,44,A34,A42,5978,A61,A73,3,Male,A101,4,A124,61,A143,A152,2,A173,1,A192,A201
A12,14,A34,A41,1680,A65,A75,4,Male,A101,4,A124,47,A143,A152,2,A174,1,A192,A201
A11,15,A34,A41,1169,A61,A75,4,Male,A101,3,A124,68,A143,A152,2,A173,1,A191,A201
A11,13,A34,A43,545,A63,A75,4,Male,A101,4,A122,67,A143,A152,4,A173,1,A192,A201
A12,22,A31,A41,5608,A65,A73,4,Male,A101,4,A122,24,A143,A152,1,A174,1,A192,A201
A12,8,A33,A41,3367,A65,A75,4,Male,A101,4,A124,51,A143,A152,1,A173,1,A192,A201
A11,11,A34,A43,1148,A61,A75,4,Male,A101,4,A121,31,A143,A151,2,A173,1,A191,A201
A11,60,A32,A41,10655,A61,A75,4,Male,A101,4,A124,49,A143,A153,1,A173,1,A191,A201
A11,24,A34,A41,1678,A61,A75,4,Male,A101,4,A122,55,A143,A152,1,A173,1,A192,A201
A11,18,A34,A41,1517,A65,A74,4,Female,A101,4,A122,41,A143,A152,2,A174,1,A192,A201
A11,60,A34,A49,7843,A61,A75,3,Male,A101,4,A124,29,A143,A153,2,A173,1,A192,A201
A11,43,A32,A41,6288,A61,A73,3,Male,A101,2,A124,39,A143,A151,2,A173,2,A191,A201
A11,60,A32,A41,4420,A62,A75,2,Male,A101,4,A123,46,A143,A152,1,A173,2,A192,A201
A11,51,A32,A41,4399,A61,A75,3,Male,A101,3,A123,59,A143,A152,2,A173,2,A191,A201
A11,49,A34,A41,5542,A61,A75,3,Male,A101,3,A123,42,A143,A152,2,A173,2,A192,A201
A11,42,A33,A42,5191,A61,A75,4,Male,A101,4,A123,36,A143,A152,2,A173,2,A192,A201
A14,60,A32,A40,2206,A62,A75,1,Male,A101,4,A122,38,A143,A152,1,A173,2,A192,A201
A11,19,A32,A40,2676,A62,A75,4,Male,A101,4,A124,33,A143,A153,1,A173,1,A191,A201
A12,25,A32,A41,10848,A61,A75,4,Male,A101,4,A124,49,A143,A153,1,A174,1,A192,A201
A14,14,A32,A42,7843,A61,A75,4,Male,A101,4,A122,32,A143,A151,1,A174,1,A192,A201
A11,10,A32,A41,631,A65,A75,4,Female,A101,4,A124,60,A143,A153,2,A174,1,A192,A201
A11,22,A32,A42,6042,A61,A75,4,Male,A101,4,A124,68,A143,A153,1,A173,1,A192,A201
A14,15,A34,A41,3871,A65,A75,3,Male,A101,4,A124,33,A143,A151,2,A173,1,A192,A201
A14,12,A34,A43,1297,A65,A75,4,Male,A101,4,A121,68,A143,A153,3,A173,1,A192,A201
A14,16,A34,A42,2395,A65,A75,4,Male,A101,4,A124,55,A143,A153,2,A173,1,A192,A201
A12,42,A31,A40,10034,A61,A75,1,Male,A101,4,A124,69,A141,A153,1,A174,1,A192,A201
A11,24,A32,A41,5742,A61,A75,4,Male,A101,4,A124,45,A143,A153,2,A173,1,A191,A201
A11,40,A32,A41,5106,A65,A75,2,Male,A101,4,A124,66,A141,A153,1,A173,1,A192,A201
A14,17,A34,A41,5949,A65,A73,2,Male,A101,4,A124,33,A143,A153,2,A173,1,A192,A201
A14,10,A32,A43,419,A65,A75,4,Male,A101,4,A121,69,A143,A152,1,A173,1,A192,A201
A11,27,A34,A41,8632,A65,A75,4,Male,A101,4,A124,36,A143,A153,2,A173,1,A192,A201
A11,21,A32,A41,791,A61,A75,3,Male,A101,4,A124,31,A143,A153,1,A173,1,A191,A201
A14,14,A34,A41,1988,A61,A75,4,Male,A101,4,A124,63,A143,A152,2,A173,1,A192,A201
A11,12,A34,A40,652,A61,A75,4,Male,A101,4,A124,40,A143,A153,3,A173,1,A191,A201
A14,36,A32,A40,1758,A63,A75,4,Male,A101,4,A124,55,A143,A153,1,A172,2,A191,A201
A11,16,A34,A41,2429,A65,A75,3,Male,A101,4,A124,47,A143,A152,2,A173,1,A192,A201
A14,9,A32,A41,634,A65,A75,4,Male,A101,4,A121,53,A143,A153,4,A173,1,A191,A201
A11,17,A34,A41,1390,A61,A75,4,Male,A101,4,A124,62,A143,A153,2,A173,1,A191,A201
A11,60,A32,A41,8276,A61,A75,3,Male,A101,4,A124,44,A143,A153,1,A173,1,A192,A201
A11,9,A34,A41,15349,A61,A75,3,Male,A101,2,A124,48,A143,A152,3,A174,1,A192,A201
A11,60,A32,A41,2443,A61,A73,3,Male,A101,4,A124,52,A143,A153,1,A173,1,A192,A201
A11,33,A32,A41,3258,A65,A75,4,Male,A101,4,A124,40,A141,A153,1,A173,1,A191,A201
A14,22,A34,A41,2573,A61,A75,4,Male,A101,4,A121,56,A143,A152,1,A173,1,A192,A201
A14,18,A34,A41,2963,A61,A75,4,Male,A101,4,A124,65,A143,A152,2,A173,1,A192,A201
A13,8,A34,A41,504,A65,A75,2,Male,A101,4,A124,60,A143,A153,4,A173,1,A192,A201
A11,21,A34,A41,2488,A61,A75,4,Male,A101,4,A122,71,A143,A152,3,A173,1,A192,A201
A14,18,A32,A41,5808,A61,A74,3,Male,A101,2,A122,27,A143,A151,1,A173,1,A192,A201
A11,33,A33,A42,6441,A61,A73,3,Male,A101,4,A124,59,A143,A152,2,A173,2,A192,A201
A11,7,A34,A40,2046,A61,A75,2,Male,A101,3,A124,36,A143,A151,3,A173,2,A191,A201
A14,19,A31,A40,5242,A65,A75,1,Male,A101,4,A124,42,A141,A152,1,A174,2,A192,A201
A11,25,A34,A41,910,A65,A75,4,Male,A101,3,A122,52,A143,A152,2,A173,2,A192,A201
A11,32,A33,A42,3506,A61,A75,3,Male,A101,4,A122,45,A143,A152,2,A173,2,A192,A201
A11,37,A34,A41,1463,A65,A75,2,Male,A101,4,A124,35,A143,A152,2,A173,2,A191,A201
A14,18,A34,A42,8851,A65,A75,4,Male,A101,4,A124,58,A143,A153,1,A173,1,A192,A201
A11,19,A32,A41,5481,A61,A75,4,Male,A101,4,A124,63,A143,A153,1,A173,1,A191,A201
A14,5,A32,A41,1715,A65,A75,4,Male,A101,4,A121,68,A143,A152,1,A173,1,A192,A201
A11,12,A34,A41,2569,A65,A75,4,Male,A101,4,A122,43,A143,A152,2,A174,1,A192,A201
A11,14,A31,A41,5166,A61,A75,2,Female,A101,4,A124,65,A141,A153,1,A174,1,A192,A201
A14,25,A32,A41,8952,A65,A75,2,Male,A101,4,A124,37,A143,A153,1,A173,1,A192,A201
A12,48,A32,A40,8466,A65,A71,2,Male,A101,2,A124,58,A143,A153,1,A174,1,A192,A201
A12,28,A34,A41,12284,A61,A75,3,Male,A101,2,A124,42,A143,A153,1,A174,1,A192,A201
A11,15,A32,A41,1755,A61,A75,4,Male,A101,4,A124,52,A143,A153,1,A174,2,A191,A201
A11,49,A34,A41,13085,A65,A75,4,Male,A101,4,A124,68,A143,A153,1,A174,1,A192,A201
A14,8,A34,A41,402,A65,A75,4,Male,A101,4,A124,75,A143,A152,3,A174,1,A192,A201
A11,51,A32,A41,8836,A61,A75,3,Male,A101,4,A124,50,A143,A153,1,A173,1,A192,A201
A11,26,A34,A41,10927,A65,A75,2,Male,A101,4,A124,54,A143,A153,2,A174,1,A192,A201
A14,21,A34,A41,1404,A65,A75,4,Male,A101,4,A124,41,A143,A153,2,A174,1,A192,A201
A11,15,A34,A41,3968,A65,A75,4,Male,A101,4,A124,68,A143,A153,2,A174,1,A192,A201
A11,8,A32,A40,932,A61,A75,4,Male,A101,4,A124,29,A143,A153,1,A174,2,A191,A201
A11,45,A32,A41,10227,A61,A75,4,Male,A101,4,A124,72,A143,A153,1,A174,1,A192,A201
A14,45,A34,A41,7479,A61,A75,2,Male,A101,4,A124,36,A143,A153,1,A173,1,A192,A201
A11,49,A34,A41,9337,A61,A75,3,Male,A101,4,A124,36,A143,A153,2,A173,2,A191,A201
A14,14,A32,A40,8627,A65,A75,3,Male,A101,4,A124,55,A141,A153,1,A174,2,A192,A201
A11,13,A34,A41,7588,A61,A75,2,Male,A101,4,A124,67,A143,A153,2,A174,1,A192,A201
A11,28,A34,A41,10426,A61,A75,3,Male,A101,2,A124,40,A143,A153,2,A174,1,A192,A201
A11,10,A32,A41,6295,A61,A75,3,Male,A101,4,A124,43,A143,A153,1,A174,1,A192,A201
A11,30,A34,A41,3137,A65,A75,3,Male,A101,4,A124,55,A143,A153,2,A173,2,A191,A201
A14,23,A34,A41,3123,A65,A75,4,Male,A101,4,A124,75,A143,A153,2,A173,1,A192,A201
A14,11,A34,A45,467,A61,A75,2,Male,A101,4,A124,75,A143,A153,2,A173,2,A191,A201
A11,14,A34,A41,1359,A65,A75,2,Male,A101,4,A124,70,A143,A152,2,A174,1,A192,A201
A12,37,A32,A41,9662,A61,A75,2,Male,A101,2,A124,55,A141,A153,1,A174,1,A192,A201
A11,8,A32,A41,1807,A65,A75,4,Male,A101,4,A124,72,A141,A152,3,A174,2,A192,A201
A14,39,A34,A41,1508,A65,A75,3,Male,A101,4,A124,41,A143,A153,2,A173,1,A191,A201
A11,8,A34,A41,1843,A61,A75,3,Male,A101,4,A122,51,A143,A152,1,A173,2,A192,A201
A11,55,A32,A41,11448,A61,A75,3,Male,A101,4,A124,42,A143,A153,2,A173,2,A192,A201
A11,39,A32,A41,6332,A61,A75,3,Male,A101,4,A122,35,A143,A152,2,A173,2,A192,A201
A14,17,A32,A40,2572,A65,A75,1,Male,A101,4,A124,32,A141,A152,1,A173,2,A192,A201
A11,11,A34,A40,960,A61,A75,2,Male,A101,4,A124,62,A143,A153,3,A173,2,A191,A201
A14,47,A32,A41,10490,A65,A75,4,Male,A101,4,A122,53,A143,A152,2,A173,2,A192,A201
A11,30,A32,A41,6043,A65,A75,2,Male,A101,4,A124,63,A141,A153,1,A174,1,A192,A201
A14,20,A32,A40,3569,A61,A75,3,Male,A101,4,A124,33,A143,A153,1,A174,1,A192,A201
A11,16,A34,A41,9696,A61,A75,4,Male,A101,4,A124,48,A143,A153,3,A174,1,A192,A201
A11,13,A34,A41,1492,A65,A75,4,Male,A101,4,A124,75,A143,A153,2,A173,1,A192,A201
A11,22,A34,A41,9684,A65,A75,4,Male,A101,4,A124,65,A143,A153,3,A174,1,A192,A201
A11,50,A32,A40,2389,A62,A75,4,Male,A101,4,A124,51,A143,A153,1,A172,2,A191,A201
A14,10,A34,A43,2011,A63,A73,1,Female,A101,2,A123,27,A143,A152,2,A173,1,A191,A201
A11,10,A32,A41,895,A65,A73,2,Female,A101,3,A123,28,A141,A152,1,A173,1,A191,A201
A11,6,A32,A41,804,A61,A73,1,Female,A101,2,A121,42,A141,A152,1,A172,1,A191,A201
A14,8,A32,A42,1110,A61,A73,4,Male,A101,2,A123,32,A143,A152,1,A173,1,A191,A201
A11,17,A32,A42,1261,A61,A73,4,Female,A101,3,A123,29,A143,A152,1,A173,1,A191,A201
A11,19,A32,A42,3472,A65,A73,2,Male,A101,3,A123,20,A143,A152,1,A173,1,A191,A201
A11,30,A32,A42,2901,A61,A73,2,Male,A101,3,A123,24,A143,A152,1,A173,1,A191,A201
A11,28,A32,A41,3575,A61,A73,2,Female,A101,3,A123,22,A143,A152,1,A173,1,A191,A201
A11,14,A32,A41,1307,A61,A73,4,Female,A101,2,A123,27,A143,A152,1,A173,1,A191,A201
A11,7,A34,A42,2318,A61,A73,2,Female,A101,3,A124,28,A143,A152,1,A173,1,A191,A202
A14,13,A34,A43,569,A61,A73,2,Female,A101,3,A123,24,A141,A152,2,A173,1,A191,A201
A14,22,A32,A41,2004,A65,A73,1,Female,A101,2,A121,24,A141,A152,1,A172,1,A191,A201
A11,16,A32,A42,1384,A61,A73,1,Male,A102,3,A121,36,A143,A152,1,A172,1,A191,A201
A11,24,A32,A42,2550,A61,A73,1,Male,A101,2,A123,23,A143,A152,1,A173,1,A191,A201
A11,16,A32,A41,1981,A61,A73,1,Male,A101,2,A123,25,A143,A152,1,A173,1,A191,A201
A14,12,A34,A41,1096,A61,A73,2,Female,A101,2,A123,21,A141,A152,2,A173,1,A191,A201
A11,16,A34,A42,1260,A61,A73,4,Male,A101,2,A122,31,A143,A152,1,A173,1,A191,A201
A14,18,A32,A42,2824,A61,A73,2,Male,A101,2,A123,25,A143,A152,1,A173,1,A191,A201
A11,15,A32,A43,1969,A65,A73,4,Female,A101,2,A123,27,A143,A152,1,A173,1,A191,A201
A12,14,A32,A43,575,A61,A73,4,Female,A103,3,A121,25,A143,A152,1,A172,1,A191,A201
A11,25,A32,A42,2085,A61,A73,1,Female,A101,2,A123,22,A143,A152,1,A173,1,A191,A201
A14,29,A32,A43,955,A63,A73,4,Female,A101,2,A123,24,A141,A152,1,A173,1,A191,A201
A11,9,A32,A42,391,A61,A73,4,Male,A101,2,A123,32,A143,A152,1,A173,1,A191,A201
A14,21,A32,A42,2033,A65,A73,2,Male,A101,2,A123,28,A143,A152,2,A173,1,A191,A201
A11,20,A32,A42,1315,A61,A73,2,Male,A101,2,A122,25,A143,A152,1,A173,1,A191,A201
A14,14,A32,A42,4162,A61,A73,2,Male,A101,3,A124,26,A141,A152,2,A173,1,A191,A201
A14,17,A32,A41,3862,A61,A73,2,Male,A101,3,A124,24,A141,A152,2,A172,1,A191,A201
A11,23,A34,A42,4567,A61,A73,2,Male,A101,2,A122,28,A143,A152,2,A172,1,A191,A201
A11,12,A32,A49,2855,A65,A73,2,Male,A101,2,A123,28,A141,A152,1,A173,1,A191,A201
A11,14,A34,A42,2822,A61,A73,2,Male,A103,2,A122,26,A143,A152,2,A173,1,A191,A202
A14,8,A34,A43,990,A63,A73,1,Female,A101,2,A123,34,A143,A152,1,A173,1,A191,A201
A14,11,A32,A42,1509,A61,A73,4,Female,A101,2,A124,33,A143,A152,1,A173,1,A191,A201
A11,20,A32,A42,3184,A61,A73,2,Female,A101,4,A123,25,A141,A152,3,A173,1,A191,A201
A11,13,A32,A43,2019,A61,A73,1,Female,A101,2,A123,23,A141,A152,1,A173,1,A191,A201
A11,7,A34,A42,380,A61,A73,4,Female,A101,2,A122,39,A143,A152,1,A173,1,A191,A201
A14,13,A32,A42,2531,A64,A73,4,Male,A101,2,A123,29,A143,A152,1,A173,1,A191,A201
A14,14,A34,A44,1333,A64,A74,4,Male,A101,2,A122,32,A143,A152,1,A173,1,A191,A202
A11,9,A32,A40,1833,A61,A75,4,Male,A101,2,A124,30,A143,A151,1,A172,1,A191,A202
A12,15,A32,A43,629,A61,A72,4,Male,A101,1,A121,24,A143,A152,1,A173,1,A191,A201
A11,14,A34,A40,1881,A65,A75,4,Male,A101,3,A122,29,A143,A152,1,A173,1,A191,A201
A14,12,A34,A41,801,A61,A75,4,Male,A101,4,A123,43,A143,A152,3,A173,1,A192,A201
A14,11,A34,A42,2363,A65,A74,4,Male,A101,1,A122,26,A143,A152,2,A173,1,A191,A201
A11,4,A32,A40,1090,A65,A75,1,Female,A101,2,A124,35,A143,A151,1,A172,2,A191,A202
A14,23,A34,A42,2190,A61,A74,4,Male,A101,1,A122,26,A143,A152,1,A173,1,A191,A201
A11,22,A32,A40,3163,A61,A75,4,Female,A101,4,A122,36,A143,A152,1,A173,1,A191,A201
A11,10,A34,A40,1050,A65,A75,1,Female,A101,1,A122,28,A143,A152,2,A173,1,A191,A201
A11,37,A32,A43,2725,A61,A75,3,Male,A101,3,A121,37,A143,A152,1,A173,1,A191,A201
A14,16,A34,A42,4247,A64,A75,4,Male,A101,4,A124,41,A143,A152,2,A173,1,A191,A201
A11,10,A32,A42,5177,A61,A73,2,Male,A101,2,A122,28,A143,A152,1,A173,1,A191,A201
A12,23,A32,A49,1734,A62,A73,4,Male,A101,4,A121,36,A143,A152,1,A173,1,A191,A201
A14,9,A34,A40,746,A65,A74,4,Male,A101,3,A122,45,A143,A152,2,A172,1,A191,A201
A11,14,A32,A40,3275,A61,A73,4,Male,A103,3,A121,37,A143,A151,1,A173,1,A191,A202
A11,21,A34,A41,945,A61,A75,4,Male,A101,4,A123,55,A143,A152,1,A173,1,A191,A201
A11,60,A32,A49,6682,A61,A75,2,Male,A101,3,A123,37,A143,A152,1,A173,1,A191,A201
A11,17,A32,A44,1237,A65,A74,4,Male,A101,2,A122,35,A143,A152,1,A173,1,A191,A201
A11,13,A34,A40,1083,A61,A72,2,Female,A101,1,A122,36,A143,A152,2,A173,1,A191,A201
A11,9,A34,A42,3260,A61,A73,3,Male,A101,3,A121,24,A143,A151,2,A173,1,A191,A201
A11,26,A32,A43,2417,A62,A72,4,Male,A101,1,A124,26,A143,A152,1,A173,1,A191,A201
A11,9,A34,A40,1426,A61,A73,3,Male,A101,3,A121,30,A143,A151,2,A173,1,A191,A201
A14,4,A34,A40,2092,A63,A73,1,Female,A101,1,A121,48,A143,A152,1,A172,2,A191,A202
A11,28,A34,A41,2320,A61,A74,3,Male,A101,3,A123,36,A143,A152,2,A173,1,A192,A201
A14,41,A34,A43,931,A65,A75,4,Male,A101,4,A123,30,A141,A152,2,A173,2,A191,A201
A11,34,A34,A41,3960,A61,A75,3,Male,A101,3,A122,34,A143,A152,2,A173,1,A191,A201
A11,12,A32,A42,1240,A61,A73,2,Male,A103,3,A121,36,A143,A151,1,A172,2,A191,A201
A12,19,A34,A41,712,A61,A75,4,Male,A101,4,A124,30,A141,A152,2,A172,2,A191,A201
A12,13,A32,A43,2443,A61,A74,3,Male,A101,2,A123,30,A143,A152,1,A173,2,A191,A201
A14,10,A34,A42,1515,A61,A74,4,Female,A101,2,A122,31,A143,A152,2,A173,1,A191,A201
A11,24,A32,A43,2700,A65,A75,4,Male,A101,3,A122,20,A143,A152,1,A173,1,A192,A201
A14,9,A34,A42,1999,A61,A75,4,Male,A101,4,A124,29,A143,A152,1,A173,1,A191,A201
A11,9,A32,A40,1212,A61,A73,4,Male,A101,3,A121,28,A143,A151,1,A173,1,A191,A201
A14,15,A34,A40,936,A61,A74,4,Female,A101,3,A122,64,A143,A152,2,A173,1,A192,A201
A14,11,A32,A42,1211,A65,A72,2,Female,A101,4,A122,24,A143,A151,1,A173,1,A191,A201
A11,5,A34,A43,831,A61,A73,3,Male,A101,4,A121,42,A143,A151,3,A173,1,A191,A201
A12,13,A33,A41,3712,A65,A75,4,Male,A101,4,A124,70,A143,A153,1,A173,1,A192,A201
A11,10,A34,A40,634,A65,A75,4,Male,A101,4,A124,66,A143,A152,2,A173,1,A192,A201
