Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20
A11,16,A32,A42,2949,A63,A73,2,Female,A101,4,A123,19,A143,A151,3,A173,1,A191,A201
A14,39,A32,A43,4460,A65,A73,4,Male,A101,2,A123,20,A141,A152,3,A174,1,A192,A201
A14,15,A34,A40,1399,A61,A75,4,Male,A101,4,A122,61,A143,A152,2,A173,1,A191,A201
A14,12,A32,A42,1866,A65,A73,1,Male,A101,2,A122,31,A143,A152,1,A173,1,A191,A202
A13,4,A32,A40,1409,A61,A72,1,Male,A101,1,A121,27,A143,A151,1,A172,2,A191,A202
A14,31,A32,A41,10700,A61,A74,4,Male,A101,2,A123,22,A143,A152,1,A174,1,A192,A201
A14,50,A32,A43,3454,A61,A74,3,Male,A101,2,A123,26,A143,A152,1,A174,1,A192,A201
A14,18,A32,A43,808,A61,A72,4,Female,A101,3,A123,28,A143,A151,2,A172,1,A192,A201
A14,18,A33,A41,808,A65,A75,4,Female,A101,4,A124,30,A143,A152,2,A173,1,A191,A201
A11,18,A30,A40,5068,A61,A75,3,Male,A101,4,A124,31,A143,A153,2,A173,1,A191,A201
A14,51,A34,A41,11346,A65,A75,4,Male,A101,2,A123,47,A143,A152,1,A174,1,A192,A201
A11,11,A34,A41,790,A65,A75,4,Male,A101,3,A124,35,A143,A152,2,A173,1,A192,A201
A11,14,A34,A43,2466,A61,A75,4,Male,A101,3,A124,69,A143,A152,2,A173,1,A191,A201
A11,9,A32,A46,2159,A61,A75,3,Male,A101,4,A123,44,A143,A152,2,A173,2,A192,A201
A14,8,A32,A42,3884,A65,A75,4,Female,A101,4,A122,52,A143,A151,3,A173,1,A192,A201
A14,34,A34,A41,15247,A61,A75,4,Male,A101,2,A123,44,A143,A152,1,A174,1,A192,A201
A14,30,A32,A41,6620,A65,A75,4,Male,A101,3,A123,50,A143,A152,1,A174,1,A192,A201
A11,13,A34,A40,2761,A61,A75,4,Male,A101,4,A124,36,A143,A153,2,A173,1,A191,A201
A11,16,A34,A42,3265,A61,A75,4,Male,A101,4,A124,38,A143,A153,2,A173,1,A192,A201
A12,38,A32,A41,4888,A65,A71,4,Male,A101,4,A124,27,A143,A153,1,A173,2,A192,A201
A11,14,A34,A41,2000,A61,A75,3,Male,A101,4,A122,59,A143,A152,2,A173,2,A192,A201
A14,15,A32,A41,834,A65,A75,3,Female,A101,4,A124,31,A143,A151,1,A173,1,A191,A201
A11,24,A34,A42,3798,A65,A75,4,Male,A101,4,A122,51,A143,A152,3,A173,1,A192,A201
A11,42,A32,A41,6497,A61,A75,4,Male,A101,4,A124,57,A141,A153,1,A174,1,A192,A201
A11,17,A34,A41,3309,A65,A75,4,Male,A101,4,A124,40,A143,A153,2,A173,1,A192,A201
A14,37,A32,A41,7812,A65,A75,4,Male,A101,2,A123,57,A143,A152,1,A174,1,A192,A201
A11,12,A34,A40,2748,A61,A71,2,Male,A101,4,A124,73,A143,A153,3,A171,2,A191,A201
A11,38,A32,A41,6715,A61,A73,1,Male,A101,2,A122,35,A143,A152,2,A173,2,A192,A201
A12,25,A32,A41,4242,A63,A75,2,Female,A101,4,A124,70,A143,A153,1,A174,1,A191,A201
A11,16,A32,A41,1513,A65,A75,4,Male,A101,4,A124,30,A143,A152,1,A173,1,A192,A202
A11,6,A34,A41,1366,A65,A75,4,Male,A101,4,A124,68,A143,A153,2,A173,1,A192,A201
A14,45,A34,A41,15073,A65,A75,4,Male,A101,2,A123,46,A143,A152,1,A174,1,A192,A201
A14,15,A34,A41,9756,A61,A75,3,Male,A101,2,A124,28,A143,A153,2,A174,1,A192,A201
A11,60,A32,A41,9433,A61,A75,3,Male,A101,2,A124,41,A143,A153,1,A174,1,A192,A201
A11,11,A32,A40,768,A61,A75,2,Male,A101,4,A124,74,A141,A153,3,A171,2,A191,A201
A11,24,A32,A41,12051,A65,A75,4,Male,A101,4,A124,40,A143,A153,1,A174,1,A192,A201
A12,41,A31,A41,12378,A61,A75,2,Female,A101,4,A124,74,A143,A153,1,A174,1,A192,A201
A11,17,A32,A42,2112,A61,A73,4,Male,A101,3,A123,21,A143,A152,1,A173,1,A191,A201
A14,15,A34,A43,874,A61,A73,4,Female,A101,1,A123,26,A143,A152,2,A173,1,A191,A201
A14,13,A32,A42,1255,A61,A73,4,Male,A101,2,A123,31,A143,A152,1,A173,1,A191,A201
A14,24,A32,A43,3355,A61,A73,4,Male,A101,2,A123,22,A141,A152,3,A174,1,A192,A201
A11,28,A32,A41,2752,A61,A75,2,Male,A101,2,A123,20,A143,A152,2,A173,1,A191,A201
A11,21,A32,A43,5118,A65,A75,4,Female,A101,2,A123,34,A143,A152,3,A174,1,A192,A201
A11,13,A32,A43,512,A61,A73,4,Female,A101,3,A121,36,A143,A152,1,A172,1,A191,A201
A11,12,A32,A40,2584,A61,A73,4,Female,A102,4,A121,29,A143,A151,2,A173,1,A191,A202
A14,19,A34,A41,12126,A61,A75,4,Male,A101,2,A123,24,A143,A152,1,A174,1,A192,A201
A12,48,A32,A40,2024,A62,A74,4,Male,A101,2,A123,30,A143,A152,1,A173,1,A191,A201
A12,5,A31,A48,660,A61,A75,4,Male,A101,4,A124,38,A141,A152,1,A172,1,A191,A201
A11,14,A34,A40,1683,A61,A73,3,Male,A101,3,A121,36,A143,A152,2,A173,2,A191,A202
A14,24,A34,A40,2507,A65,A74,4,Female,A101,3,A124,49,A143,A151,2,A173,1,A191,A201
A14,50,A32,A41,7423,A65,A75,4,Male,A101,2,A123,54,A143,A152,1,A174,1,A192,A201
A14,9,A34,A41,636,A65,A75,4,Female,A101,4,A121,72,A143,A152,1,A173,1,A192,A201
A11,48,A32,A41,1205,A61,A75,3,Male,A101,4,A124,39,A143,A153,1,A173,1,A192,A201
A11,10,A32,A40,1128,A61,A75,4,Male,A101,3,A124,35,A143,A151,1,A173,1,A191,A201
A14,41,A33,A41,9318,A61,A74,4,Male,A101,3,A123,34,A143,A152,1,A174,1,A192,A201
A11,12,A34,A41,2113,A65,A75,4,Male,A101,3,A124,38,A143,A152,2,A173,2,A191,A201
A11,22,A32,A41,4945,A61,A75,4,Female,A101,4,A124,38,A143,A151,1,A173,1,A192,A201
A11,21,A32,A40,3515,A61,A74,4,Male,A101,4,A124,26,A143,A153,1,A173,1,A191,A201
A14,15,A34,A41,1938,A65,A75,3,Male,A101,1,A124,27,A143,A153,2,A173,1,A191,A201
A11,11,A32,A40,1651,A61,A75,1,Male,A101,4,A124,29,A143,A153,1,A174,1,A192,A201
A14,53,A32,A41,14145,A65,A75,4,Male,A101,3,A123,55,A143,A152,1,A174,1,A192,A201
A11,10,A32,A43,584,A61,A75,2,Male,A101,4,A123,34,A143,A151,2,A173,2,A191,A201
A11,48,A32,A41,4445,A65,A74,4,Male,A101,3,A123,35,A142,A152,1,A173,2,A192,A201
A14,20,A32,A41,5623,A61,A75,4,Male,A101,4,A123,37,A143,A151,1,A174,1,A192,A201
A11,18,A32,A41,3869,A61,A75,3,Male,A101,4,A122,23,A143,A151,1,A173,1,A192,A201
A14,24,A34,A41,13821,A61,A75,4,Male,A101,2,A123,42,A143,A152,1,A174,1,A192,A201
A14,10,A34,A41,1115,A64,A75,3,Male,A101,4,A124,58,A143,A153,1,A172,2,A191,A201
A11,9,A34,A41,773,A61,A75,4,Male,A101,4,A124,71,A143,A153,2,A173,1,A192,A201
A11,19,A34,A41,2505,A61,A75,4,Male,A101,4,A124,69,A143,A152,2,A173,1,A192,A201
A11,15,A34,A41,1424,A65,A75,4,Male,A101,4,A123,52,A143,A152,2,A173,2,A192,A201
A11,21,A32,A41,5236,A65,A75,4,Female,A101,4,A124,41,A143,A153,1,A173,1,A191,A201
A12,29,A32,A40,5403,A62,A71,2,Male,A101,2,A124,41,A143,A153,1,A174,1,A192,A201
A14,60,A34,A41,11757,A61,A75,3,Male,A101,2,A124,37,A143,A153,3,A174,1,A192,A201
A12,25,A34,A41,4672,A65,A75,2,Male,A101,4,A124,70,A143,A153,2,A174,1,A192,A201
A11,37,A34,A41,8898,A61,A75,3,Male,A101,4,A124,53,A143,A153,3,A174,1,A192,A201
A11,27,A34,A41,1611,A61,A75,4,Male,A101,4,A124,74,A143,A152,2,A174,2,A192,A201
A14,55,A33,A41,10184,A65,A74,4,Male,A101,3,A123,38,A143,A152,1,A174,2,A192,A201
A14,12,A32,A40,3773,A65,A75,2,Female,A101,4,A124,66,A143,A153,1,A174,1,A192,A201
A14,23,A34,A43,3477,A61,A75,4,Male,A101,4,A124,44,A143,A153,2,A173,1,A191,A201
A11,6,A32,A42,1301,A65,A73,1,Female,A101,2,A123,27,A143,A152,1,A173,1,A191,A201
A14,37,A32,A43,3399,A65,A73,4,Male,A101,2,A123,28,A143,A152,3,A174,1,A192,A201
A11,25,A32,A41,3138,A65,A73,2,Female,A101,2,A123,25,A141,A152,3,A173,1,A191,A201
A11,17,A34,A42,1600,A61,A73,1,Male,A101,2,A123,27,A143,A152,1,A173,1,A191,A201
A14,13,A34,A41,670,A61,A73,2,Male,A101,2,A124,25,A141,A152,2,A173,1,A191,A201
A14,9,A32,A41,3813,A61,A73,4,Female,A101,3,A123,46,A143,A152,3,A173,1,A191,A201
A14,13,A34,A42,604,A61,A73,4,Female,A101,3,A123,28,A143,A152,1,A173,1,A191,A201
A11,10,A34,A42,993,A61,A74,4,Male,A101,3,A122,34,A143,A152,3,A173,1,A191,A201
A12,21,A32,A43,936,A61,A72,3,Male,A101,1,A121,25,A143,A152,1,A173,1,A191,A201
A14,42,A32,A41,8866,A61,A74,4,Male,A101,2,A123,32,A143,A152,2,A174,1,A192,A201
A14,7,A34,A40,3344,A61,A73,3,Male,A101,2,A121,27,A143,A151,2,A173,1,A191,A201
A14,36,A34,A43,2546,A65,A75,3,Male,A101,2,A123,28,A143,A152,2,A173,2,A192,A201
A14,25,A32,A43,5946,A61,A75,4,Male,A101,4,A123,50,A143,A151,3,A174,1,A192,A201
A11,23,A32,A40,3388,A61,A75,4,Female,A101,4,A123,24,A143,A151,1,A173,1,A191,A201
A14,43,A34,A41,15228,A65,A75,4,Male,A101,2,A123,44,A143,A152,1,A174,1,A192,A201
A11,25,A32,A40,2503,A61,A74,4,Male,A101,4,A124,31,A142,A153,1,A172,2,A191,A201
A12,48,A32,A41,2112,A62,A75,4,Male,A101,4,A124,65,A143,A153,1,A173,1,A191,A201
A11,46,A34,A42,8608,A61,A75,4,Male,A101,4,A122,47,A143,A152,2,A173,1,A192,A201
A11,19,A34,A41,1690,A61,A75,3,Male,A101,4,A122,47,A143,A152,2,A173,2,A191,A201
A14,10,A32,A41,613,A65,A74,3,Male,A101,4,A124,33,A143,A151,1,A173,1,A191,A201
A11,12,A34,A42,9521,A61,A75,4,Male,A101,4,A124,33,A143,A151,1,A174,1,A192,A201
A13,10,A32,A40,1043,A61,A75,4,Female,A101,4,A124,42,A141,A153,1,A171,2,A191,A201
A14,27,A32,A41,14638,A61,A75,4,Male,A101,3,A123,27,A143,A152,1,A174,1,A192,A201
A11,23,A34,A41,6986,A61,A75,4,Male,A101,4,A124,30,A143,A153,2,A173,1,A192,A201
A11,8,A34,A43,702,A65,A75,4,Male,A101,4,A121,53,A143,A152,1,A173,1,A191,A201
A11,17,A32,A40,3188,A61,A73,1,Male,A101,2,A124,58,A143,A151,2,A173,2,A191,A201
A14,11,A32,A41,2878,A61,A75,4,Female,A101,4,A124,59,A143,A151,1,A174,1,A192,A201
A14,52,A34,A41,14571,A65,A75,4,Male,A101,2,A123,38,A143,A152,1,A174,1,A192,A201
A12,50,A32,A49,7704,A65,A73,4,Male,A101,4,A124,69,A143,A153,1,A173,1,A192,A201
A11,12,A34,A41,1485,A61,A75,4,Male,A101,4,A124,70,A143,A153,2,A173,1,A192,A201
A11,24,A30,A41,6427,A61,A75,3,Male,A101,4,A124,64,A143,A153,2,A173,1,A191,A201
A14,59,A34,A41,11084,A65,A75,4,Male,A101,3,A123,50,A143,A152,1,A174,1,A192,A201
A11,47,A32,A42,7591,A61,A75,2,Male,A101,3,A124,67,A143,A153,1,A173,2,A191,A201
A14,7,A32,A42,7847,A65,A75,4,Male,A101,4,A122,40,A143,A151,1,A174,1,A192,A201
A14,19,A34,A41,928,A65,A75,4,Male,A101,4,A124,46,A143,A152,2,A173,1,A192,A201
A11,48,A32,A41,9961,A61,A75,4,Male,A101,2,A124,37,A143,A153,1,A174,1,A192,A201
A11,8,A32,A40,435,A65,A75,2,Male,A101,4,A124,37,A143,A153,1,A173,2,A191,A201
A11,8,A32,A41,5861,A65,A75,4,Male,A101,4,A124,70,A143,A152,1,A174,1,A192,A201
A11,27,A34,A41,1405,A65,A75,4,Male,A101,4,A124,56,A143,A152,2,A174,2,A192,A201
A11,32,A32,A41,6544,A61,A75,3,Male,A101,4,A122,47,A143,A152,1,A173,2,A192,A201
A11,20,A32,A41,6878,A61,A75,4,Female,A101,4,A124,71,A143,A153,1,A174,1,A192,A201
A14,39,A32,A41,13879,A61,A75,4,Male,A101,3,A123,41,A143,A152,1,A174,1,A192,A201
A11,21,A32,A42,2267,A61,A73,2,Female,A101,4,A123,25,A143,A152,1,A173,1,A191,A201
A11,20,A32,A43,1828,A65,A73,4,Female,A102,2,A121,24,A141,A152,1,A173,1,A191,A201
A14,30,A32,A43,3253,A61,A73,4,Male,A101,2,A123,24,A141,A152,3,A174,1,A192,A201
A14,15,A32,A41,7255,A61,A73,2,Male,A101,2,A123,26,A141,A152,1,A173,1,A191,A201
A14,25,A34,A42,1456,A61,A73,2,Male,A101,2,A123,26,A143,A152,2,A173,1,A191,A201
A11,19,A32,A41,467,A61,A73,4,Female,A101,3,A121,23,A143,A152,1,A173,1,A191,A201
A14,6,A34,A42,2712,A62,A73,1,Female,A101,2,A123,26,A143,A152,2,A173,1,A191,A201
A13,5,A32,A40,614,A61,A73,1,Male,A101,1,A121,31,A143,A152,1,A173,1,A191,A202
A14,10,A34,A42,2706,A65,A74,4,Male,A101,3,A123,28,A143,A152,2,A173,1,A192,A201
A14,18,A34,A40,1271,A61,A74,4,Female,A101,3,A122,23,A143,A152,2,A173,1,A191,A201
A11,11,A32,A41,4059,A61,A73,3,Male,A101,3,A122,41,A143,A152,1,A173,1,A191,A202
A14,24,A34,A41,4263,A61,A74,3,Male,A101,3,A122,36,A143,A152,2,A173,1,A191,A201
A11,17,A32,A42,312,A61,A75,4,Female,A101,2,A124,29,A143,A151,1,A173,1,A191,A201
A11,22,A32,A40,4391,A61,A75,4,Female,A101,4,A123,25,A143,A151,1,A173,1,A191,A201
A11,20,A34,A42,8384,A61,A75,4,Male,A101,4,A124,32,A143,A153,1,A173,1,A192,A201
A12,43,A32,A42,9052,A61,A75,1,Male,A101,1,A124,52,A141,A153,1,A174,1,A192,A201
A14,24,A33,A41,15564,A61,A74,4,Male,A101,3,A123,23,A143,A152,1,A174,1,A192,A201
A14,10,A32,A43,1130,A63,A75,4,Male,A101,4,A123,41,A143,A152,1,A173,1,A192,A201
A14,35,A34,A41,11337,A61,A74,4,Male,A101,2,A123,22,A143,A152,3,A174,1,A192,A201
A14,8,A32,A41,3794,A63,A75,2,Female,A101,4,A121,50,A143,A151,1,A173,1,A191,A201
A11,24,A34,A42,3060,A61,A75,4,Male,A101,4,A124,32,A143,A151,1,A173,1,A192,A201
A14,45,A32,A41,9677,A61,A74,4,Male,A101,3,A123,41,A143,A152,1,A174,1,A192,A201
A11,8,A34,A41,1684,A61,A75,3,Male,A101,3,A124,37,A143,A151,2,A173,1,A191,A201
A11,16,A34,A40,1359,A65,A75,4,Male,A101,4,A124,64,A143,A152,2,A173,1,A192,A201
A11,15,A34,A41,3961,A65,A73,4,Male,A101,4,A124,46,A143,A152,2,A173,2,A192,A201
A11,7,A32,A42,2626,A61,A75,4,Male,A101,4,A122,37,A141,A152,1,A173,2,A192,A201
A11,9,A32,A40,2082,A65,A75,4,Female,A101,4,A122,55,A143,A151,3,A173,1,A192,A201
A12,24,A32,A41,10679,A65,A71,3,Male,A102,4,A124,37,A143,A151,1,A174,1,A192,A201
A14,15,A32,A40,1420,A65,A73,3,Male,A101,2,A124,28,A143,A153,1,A173,1,A192,A201
A11,37,A34,A41,7307,A61,A75,4,Male,A101,4,A124,44,A143,A153,2,A173,1,A192,A201
A11,46,A32,A40,2034,A61,A71,4,Male,A101,4,A124,58,A143,A153,3,A171,2,A191,A201
A14,51,A34,A41,12259,A65,A75,4,Male,A101,3,A123,51,A143,A152,1,A174,1,A192,A201
A12,18,A34,A41,5279,A65,A74,4,Male,A101,3,A123,39,A143,A152,2,A173,2,A192,A201
A11,8,A32,A41,676,A65,A75,4,Female,A101,4,A122,42,A143,A151,1,A173,1,A192,A201
A11,32,A32,A42,11367,A61,A75,4,Male,A101,4,A124,38,A143,A153,1,A174,1,A192,A201
A14,47,A34,A41,5779,A65,A75,2,Male,A101,4,A124,39,A143,A153,2,A173,1,A192,A201
A11,13,A32,A40,5805,A61,A75,2,Male,A101,2,A124,74,A143,A153,1,A174,1,A192,A201
A11,28,A34,A41,13930,A65,A75,4,Male,A101,4,A124,48,A143,A152,2,A174,1,A192,A201
A14,31,A34,A41,11652,A65,A75,4,Male,A101,2,A123,51,A143,A152,1,A174,1,A192,A201
A11,14,A34,A41,1233,A61,A75,3,Male,A101,4,A124,74,A143,A152,3,A173,2,A192,A201
A14,15,A32,A41,15483,A61,A75,4,Male,A101,4,A123,60,A143,A151,1,A174,1,A192,A201
A13,9,A32,A41,3021,A65,A75,2,Female,A101,4,A124,72,A143,A153,1,A174,1,A192,A201
A14,8,A34,A43,850,A61,A73,2,Female,A101,2,A123,25,A141,A152,2,A173,1,A191,A201
A14,45,A32,A41,4054,A65,A73,4,Male,A101,2,A123,22,A143,A152,1,A173,1,A192,A201
A11,22,A32,A43,1956,A61,A73,4,Female,A101,3,A121,24,A143,A152,1,A173,1,A191,A201
A11,12,A34,A42,803,A61,A73,2,Male,A101,2,A122,36,A143,A152,2,A173,1,A191,A201
A11,21,A32,A42,5136,A61,A73,2,Male,A101,2,A122,32,A143,A152,2,A172,1,A191,A201
A11,14,A32,A43,781,A61,A73,4,Female,A101,3,A123,20,A143,A151,1,A173,1,A191,A201
A14,19,A32,A43,1823,A61,A73,1,Female,A101,2,A123,27,A143,A152,1,A173,1,A191,A201
A14,15,A34,A42,3019,A61,A74,4,Male,A101,4,A122,31,A143,A152,1,A173,1,A191,A201
A11,25,A34,A41,2898,A61,A72,4,Female,A101,4,A122,27,A143,A152,2,A173,1,A191,A201
A11,11,A32,A40,2069,A65,A73,1,Male,A101,3,A121,40,A143,A151,1,A172,2,A191,A202
A11,41,A34,A43,1052,A65,A75,4,Male,A101,4,A122,28,A143,A152,2,A173,1,A191,A201
A11,10,A32,A42,6214,A61,A75,3,Male,A101,4,A122,39,A141,A152,2,A173,1,A191,A201
A14,22,A32,A43,1373,A65,A72,4,Female,A101,3,A123,21,A143,A151,1,A173,1,A192,A201
A11,15,A32,A44,1333,A65,A74,4,Female,A101,3,A122,37,A143,A152,1,A173,1,A191,A201
A14,11,A34,A41,1723,A61,A75,4,Male,A101,4,A124,60,A143,A153,2,A173,1,A192,A201
A14,52,A32,A41,13501,A65,A74,4,Male,A101,3,A123,45,A143,A152,1,A174,1,A192,A201
A14,15,A34,A43,1648,A65,A75,4,Male,A101,4,A121,66,A143,A152,3,A173,1,A191,A201
A11,48,A34,A41,7876,A61,A75,3,Male,A101,4,A124,54,A143,A152,2,A173,1,A192,A201
A14,6,A32,A40,1579,A61,A73,1,Male,A101,2,A124,42,A143,A151,1,A173,2,A191,A201
A14,10,A32,A41,1138,A65,A72,4,Female,A101,4,A121,74,A143,A151,1,A173,1,A192,A201
A11,26,A34,A42,5709,A61,A75,4,Male,A101,4,A122,37,A143,A151,1,A174,1,A192,A201
A12,49,A32,A40,8386,A65,A73,4,Male,A101,4,A124,33,A143,A153,1,A173,1,A192,A201
A11,22,A34,A41,2032,A65,A75,4,Male,A101,4,A122,35,A143,A152,2,A174,1,A192,A201
A14,12,A32,A43,691,A63,A75,4,Male,A101,4,A124,58,A143,A152,1,A173,1,A192,A201
A11,14,A32,A40,1187,A61,A73,4,Male,A101,4,A121,31,A143,A152,1,A172,2,A192,A201
A14,26,A33,A41,15934,A61,A74,3,Male,A101,2,A123,22,A143,A152,3,A174,1,A192,A201
A11,20,A32,A41,5528,A61,A75,4,Female,A101,4,A124,39,A143,A151,1,A173,1,A191,A201
A14,11,A34,A40,464,A61,A75,4,Female,A101,4,A122,46,A143,A153,2,A173,1,A192,A201
A11,9,A34,A40,982,A65,A75,4,Male,A101,4,A124,46,A143,A153,2,A173,1,A191,A201
A14,17,A34,A41,3724,A65,A75,4,Male,A101,4,A124,73,A143,A153,2,A173,1,A192,A201
A14,19,A34,A42,3478,A61,A75,4,Male,A101,4,A124,55,A143,A152,3,A174,1,A192,A201
A11,17,A34,A41,2044,A61,A75,4,Male,A101,4,A124,73,A143,A152,2,A173,1,A192,A201
A11,18,A34,A45,2894,A65,A75,4,Male,A101,3,A122,42,A143,A152,2,A174,2,A192,A201
A14,12,A32,A41,6596,A61,A75,4,Male,A101,2,A123,42,A143,A151,1,A174,1,A192,A201
A14,11,A34,A43,1220,A65,A75,4,Male,A101,4,A124,65,A143,A153,2,A173,1,A191,A201
A14,24,A32,A41,15022,A61,A75,4,Male,A101,3,A123,55,A143,A152,1,A174,1,A192,A201
A12,48,A32,A41,8309,A65,A71,3,Male,A101,2,A124,52,A143,A153,1,A174,1,A192,A201
A11,6,A34,A41,397,A61,A75,3,Male,A101,4,A124,44,A143,A153,2,A173,1,A191,A201
A11,17,A34,A41,2414,A61,A75,4,Male,A101,4,A124,64,A143,A153,2,A174,1,A192,A201
A11,16,A34,A41,8667,A61,A75,2,Male,A101,4,A122,46,A143,A152,2,A174,2,A192,A201
A11,24,A32,A41,2720,A65,A75,2,Female,A101,4,A124,74,A143,A153,1,A174,1,A192,A201
A14,33,A32,A41,11729,A61,A75,4,Male,A101,3,A123,45,A143,A152,1,A174,1,A192,A201
A14,7,A32,A41,1372,A65,A73,1,Female,A101,2,A124,24,A143,A152,1,A173,1,A191,A201
A11,16,A32,A42,2118,A61,A73,2,Female,A101,3,A122,32,A143,A152,1,A173,1,A191,A201
A11,11,A32,A43,1575,A61,A73,2,Female,A101,2,A123,23,A141,A152,1,A173,1,A191,A201
A11,29,A32,A41,1932,A61,A75,2,Male,A101,2,A123,21,A143,A152,2,A173,1,A191,A201
A14,26,A32,A43,1587,A65,A73,4,Male,A101,2,A123,23,A143,A152,3,A173,1,A192,A201
A11,16,A32,A43,441,A61,A73,4,Female,A101,3,A123,28,A143,A151,1,A173,1,A191,A201
A11,16,A32,A42,3065,A61,A73,4,Female,A102,3,A123,26,A143,A151,1,A173,1,A191,A202
A12,14,A32,A40,1018,A61,A72,1,Female,A101,1,A122,26,A143,A152,1,A173,1,A191,A201
A14,33,A32,A41,12347,A61,A74,4,Male,A101,2,A123,21,A143,A152,1,A174,1,A192,A201
A14,19,A34,A42,2780,A61,A74,4,Male,A101,1,A122,25,A143,A152,2,A173,1,A191,A201
