sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree
Female,47,Greater than 45,Caucasian,0,0,0,15,F
Female,46,Greater than 45,African-American,0,0,0,1,F
Female,31,25 - 45,African-American,0,0,0,0,F
Male,46,Greater than 45,African-American,2,0,0,15,F
Male,38,25 - 45,African-American,1,0,0,15,M
Female,47,Greater than 45,Caucasian,0,0,0,7,F
Female,32,25 - 45,Caucasian,0,0,0,0,M
Female,33,25 - 45,African-American,0,0,0,1,F
Female,40,25 - 45,African-American,1,0,0,15,F
Female,41,25 - 45,African-American,0,0,0,24,M
Female,32,25 - 45,African-American,0,0,0,0,F
Female,39,Greater than 45,African-American,0,0,0,0,F
Female,29,25 - 45,Caucasian,0,0,0,1,F
Female,27,25 - 45,Caucasian,0,0,0,3,F
Female,40,25 - 45,African-American,0,0,0,7,M
Female,22,Less than 25,African-American,0,0,0,0,M
Female,25,25 - 45,African-American,1,1,0,6,F
Female,33,25 - 45,Caucasian,0,1,2,18,F
Female,23,Less than 25,Caucasian,0,0,0,2,F
Female,24,Less than 25,African-American,0,0,0,1,F
Female,22,Less than 25,African-American,1,0,0,2,F
Female,22,Less than 25,African-American,1,0,0,0,F
Female,19,Less than 25,African-American,0,0,0,0,F
Female,20,Less than 25,African-American,0,0,0,1,M
Female,19,Less than 25,African-American,0,0,0,4,F
Female,23,Less than 25,Caucasian,0,0,2,0,M
Female,25,Less than 25,African-American,2,0,0,2,F
Male,33,25 - 45,African-American,1,1,2,19,F
Female,23,Less than 25,African-American,2,0,0,0,F
Female,43,Greater than 45,Caucasian,0,0,0,1,F
Female,60,Greater than 45,Caucasian,0,0,0,9,M
Female,60,Greater than 45,African-American,0,0,0,8,F
Female,52,Greater than 45,African-American,0,0,0,27,F
Female,63,Greater than 45,African-American,1,0,0,1,M
Female,59,Greater than 45,African-American,0,0,0,0,F
Female,60,Greater than 45,African-American,0,0,0,0,F
Female,53,Greater than 45,Caucasian,0,0,0,27,M
Female,54,Greater than 45,Caucasian,0,0,0,1,F
Female,53,Greater than 45,African-American,0,0,0,10,F
Female,53,Greater than 45,African-American,0,0,0,0,M
Female,53,Greater than 45,African-American,1,0,0,1,F
Female,39,25 - 45,African-American,0,0,0,0,F
Female,53,Greater than 45,African-American,0,0,0,1,F
Male,51,Greater than 45,African-American,0,0,0,0,F
Male,39,25 - 45,African-American,0,0,0,0,M
Male,36,25 - 45,African-American,1,0,1,17,F
Male,51,Greater than 45,African-American,0,0,0,9,F
Male,39,25 - 45,African-American,0,0,0,27,F
Male,51,Greater than 45,African-American,0,0,0,10,F
Male,51,Greater than 45,Caucasian,0,0,0,1,F
Male,48,Greater than 45,African-American,2,0,0,15,F
Male,36,25 - 45,African-American,1,0,0,25,F
Male,48,Greater than 45,African-American,0,0,0,3,F
Male,40,25 - 45,African-American,0,0,0,0,F
Male,36,25 - 45,African-American,0,0,0,1,M
Male,47,Greater than 45,African-American,0,0,0,15,M
Male,33,25 - 45,Caucasian,0,0,0,0,F
Male,47,Greater than 45,African-American,1,0,0,24,F
Male,38,25 - 45,African-American,0,0,0,17,F
Male,47,Greater than 45,African-American,0,0,0,0,M
Male,32,25 - 45,African-American,0,0,0,0,F
Male,33,25 - 45,Caucasian,0,0,0,9,F
Male,47,Greater than 45,Caucasian,0,0,0,2,F
Male,47,Greater than 45,African-American,0,0,0,10,M
Male,29,25 - 45,African-American,0,0,0,0,F
Male,38,25 - 45,African-American,0,0,0,0,F
Male,40,Greater than 45,African-American,2,1,0,27,F
Male,40,25 - 45,African-American,1,0,0,14,F
Male,40,25 - 45,Caucasian,0,0,0,0,F
Male,30,25 - 45,Caucasian,0,0,0,2,M
Male,28,25 - 45,African-American,0,0,0,1,F
Male,23,Less than 25,African-American,0,0,1,1,M
Male,25,25 - 45,African-American,0,0,0,4,F
Male,22,Less than 25,Caucasian,0,0,0,0,F
Male,30,25 - 45,Caucasian,1,0,1,15,F
Male,29,25 - 45,African-American,1,0,0,1,M
Male,30,25 - 45,African-American,1,1,1,9,F
Male,27,25 - 45,African-American,2,0,0,9,F
Male,21,Less than 25,African-American,0,0,0,0,F
Male,23,Less than 25,African-American,2,1,1,4,F
Male,24,Less than 25,Caucasian,0,0,2,3,M
Male,21,Less than 25,African-American,0,0,2,7,M
Male,19,Less than 25,African-American,0,0,0,0,M
Male,24,Less than 25,African-American,2,0,1,1,F
Male,25,Less than 25,African-American,0,2,2,3,F
Male,52,Greater than 45,Caucasian,0,0,0,1,F
Male,52,Greater than 45,Caucasian,0,0,0,4,M
Male,59,Greater than 45,African-American,0,0,0,0,F
Male,61,Greater than 45,African-American,0,0,0,11,F
Male,58,Greater than 45,African-American,1,0,0,4,F
Male,43,Greater than 45,African-American,0,0,0,0,F
Male,58,Greater than 45,African-American,0,0,0,15,M
Male,46,25 - 45,Caucasian,0,0,0,2,F
Male,53,Greater than 45,Caucasian,0,0,0,7,F
Male,40,25 - 45,African-American,0,1,0,16,F
Male,42,25 - 45,African-American,0,0,0,1,M
Male,53,Greater than 45,African-American,0,0,0,1,F
Male,40,25 - 45,African-American,2,0,0,15,F
Male,54,Greater than 45,African-American,0,0,0,0,F
Female,52,Greater than 45,Caucasian,0,0,0,25,F
Female,39,25 - 45,Caucasian,0,0,0,9,F
Female,39,25 - 45,African-American,0,0,0,2,F
Female,51,Greater than 45,African-American,0,0,0,11,F
Male,37,25 - 45,African-American,0,0,0,0,F
Male,51,Greater than 45,African-American,1,0,0,1,M
Female,40,25 - 45,African-American,0,0,0,0,F
Female,34,25 - 45,Caucasian,0,0,0,0,F
Female,48,Greater than 45,Caucasian,0,0,0,0,F
Female,33,25 - 45,African-American,0,0,0,9,M
Female,48,Greater than 45,African-American,0,0,0,25,F
Male,39,25 - 45,African-American,2,0,1,11,F
Male,48,Greater than 45,African-American,0,1,0,14,F
Male,40,Greater than 45,African-American,0,0,0,1,F
Female,31,25 - 45,African-American,0,0,0,2,F
Female,47,Greater than 45,African-American,0,0,0,0,M
Female,34,25 - 45,Caucasian,0,0,0,1,F
Female,46,Greater than 45,Caucasian,0,0,0,0,F
Male,33,25 - 45,African-American,0,0,1,10,M
Male,47,Greater than 45,African-American,1,0,0,25,F
Male,46,Greater than 45,African-American,2,0,0,25,F
Female,39,25 - 45,African-American,0,0,0,0,F
Female,31,25 - 45,African-American,0,1,0,4,F
Female,28,25 - 45,Caucasian,0,0,0,6,M
Female,29,25 - 45,Caucasian,0,0,0,5,F
Male,28,25 - 45,African-American,2,1,1,14,M
Female,27,25 - 45,African-American,0,0,0,0,F
Male,32,25 - 45,African-American,2,0,1,17,M
Male,24,Less than 25,African-American,2,0,1,6,F
Male,26,25 - 45,African-American,1,0,0,1,F
Male,30,25 - 45,African-American,0,0,0,16,F
Female,30,25 - 45,African-American,0,0,0,0,F
Female,21,Less than 25,African-American,0,0,0,0,F
Female,22,Less than 25,Caucasian,0,0,0,0,M
Female,24,Less than 25,Caucasian,0,0,0,3,F
Male,22,Less than 25,African-American,2,0,1,1,F
Male,23,Less than 25,African-American,2,0,1,2,F
Female,19,Less than 25,African-American,0,0,0,0,F
Male,23,Less than 25,African-American,0,0,1,1,F
Male,28,Greater than 45,Caucasian,0,0,3,11,F
Female,19,Less than 25,African-American,0,2,1,2,F
Female,19,Less than 25,African-American,0,0,0,0,F
Male,58,Greater than 45,African-American,0,0,0,1,F
Male,62,Greater than 45,African-American,0,0,0,1,F
Male,65,Greater than 45,African-American,0,0,0,0,F
Male,60,Greater than 45,African-American,0,0,0,0,F
Female,43,25 - 45,Other,0,0,0,4,M
Female,51,Greater than 45,African-American,0,0,0,9,M
Female,60,Greater than 45,African-American,0,0,0,16,F
Male,39,25 - 45,African-American,0,2,1,17,M
Male,48,25 - 45,African-American,2,1,1,27,F
Male,53,Greater than 45,African-American,1,0,0,10,F
Female,39,25 - 45,African-American,0,0,0,1,F
Female,53,Greater than 45,African-American,0,0,0,0,M
Female,53,Greater than 45,Caucasian,0,0,0,0,F
Female,54,Greater than 45,Caucasian,2,0,0,7,F
Female,51,Greater than 45,Caucasian,0,0,0,8,M
Female,52,Greater than 45,Caucasian,0,0,0,5,F
Female,36,25 - 45,African-American,0,0,0,1,M
Female,40,25 - 45,African-American,0,0,0,9,M
Female,50,Greater than 45,African-American,1,0,0,0,M
Female,39,25 - 45,African-American,0,0,0,0,M
Female,42,25 - 45,African-American,1,0,0,1,F
Female,33,25 - 45,Caucasian,0,0,0,0,F
Female,33,25 - 45,Hispanic,0,0,0,9,F
Female,47,Greater than 45,Hispanic,0,0,0,0,M
Female,48,Greater than 45,African-American,0,0,0,9,M
Female,48,Greater than 45,African-American,1,0,0,15,F
Female,41,25 - 45,African-American,2,0,0,4,F
Female,48,Greater than 45,African-American,1,0,0,0,M
Female,40,25 - 45,African-American,0,0,0,0,F
Female,46,Greater than 45,African-American,0,0,0,9,F
Female,46,Greater than 45,Caucasian,0,0,0,0,F
Female,46,Greater than 45,Caucasian,0,0,0,10,F
Female,34,25 - 45,African-American,2,1,1,23,F
Female,39,25 - 45,African-American,0,0,0,0,F
Female,47,Greater than 45,African-American,2,0,0,15,F
Female,28,25 - 45,African-American,0,0,0,5,M
Female,29,25 - 45,African-American,0,0,0,1,F
Female,41,Greater than 45,Caucasian,0,0,0,2,F
Female,40,Greater than 45,Hispanic,0,0,0,2,F
Female,40,25 - 45,African-American,0,0,0,0,F
Female,40,25 - 45,African-American,1,0,0,9,F
Female,29,25 - 45,African-American,0,0,0,0,F
Female,22,Less than 25,African-American,1,0,0,1,F
Female,27,25 - 45,African-American,0,0,0,0,M
Female,28,25 - 45,African-American,0,0,0,2,F
Female,25,Less than 25,African-American,2,0,0,3,F
Female,37,Greater than 45,African-American,0,0,2,24,F
Female,29,25 - 45,African-American,0,0,0,5,F
Female,24,25 - 45,African-American,0,0,0,4,F
Female,26,Less than 25,African-American,2,2,0,8,F
Female,30,Less than 25,African-American,1,0,0,5,F
Male,28,Less than 25,African-American,1,0,0,5,F
Female,20,Less than 25,African-American,1,0,0,1,F
Female,25,Less than 25,Hispanic,1,0,0,2,M
Female,19,Less than 25,Caucasian,0,0,2,1,F
Female,21,Less than 25,African-American,0,0,0,0,F
Female,58,Greater than 45,African-American,0,0,0,1,F
Female,44,Greater than 45,African-American,0,0,0,7,F
Female,54,Greater than 45,African-American,2,0,0,15,M
Female,43,25 - 45,African-American,0,0,0,0,M
Female,58,Greater than 45,Hispanic,0,0,0,1,F
Female,52,Greater than 45,Caucasian,0,0,0,4,F
Female,52,Greater than 45,Caucasian,0,0,0,2,F
Female,39,25 - 45,African-American,1,0,0,2,M
Female,54,Greater than 45,African-American,0,0,0,0,F
Female,55,Greater than 45,African-American,0,0,0,24,F
Female,39,25 - 45,African-American,2,0,0,9,M
Female,53,Greater than 45,Caucasian,0,0,0,1,F
Female,54,Greater than 45,African-American,0,0,0,4,F
Female,55,Greater than 45,Caucasian,0,0,0,25,F
Female,52,Greater than 45,African-American,0,0,0,5,F
Female,38,25 - 45,African-American,0,0,0,1,F
Female,52,Greater than 45,Hispanic,0,0,0,0,M
Female,52,Greater than 45,Hispanic,0,0,0,25,F
Female,52,Greater than 45,African-American,0,0,0,7,F
Female,40,25 - 45,African-American,1,0,0,5,F
Female,51,Greater than 45,African-American,0,0,0,0,M
Female,37,25 - 45,African-American,0,0,0,4,F
Female,34,25 - 45,African-American,0,0,0,5,M
Female,48,Greater than 45,Hispanic,0,0,0,0,F
Female,48,Greater than 45,Caucasian,0,0,0,3,M
Female,39,25 - 45,African-American,2,0,0,14,F
Female,49,Greater than 45,African-American,0,0,0,0,F
Female,48,Greater than 45,African-American,1,0,0,1,F
Female,47,Greater than 45,Hispanic,0,0,0,0,F
Female,34,25 - 45,Hispanic,0,0,0,5,F
Female,46,25 - 45,African-American,0,0,0,4,F
Female,33,25 - 45,African-American,0,0,0,5,F
Female,42,25 - 45,African-American,1,0,0,1,F
Female,39,Greater than 45,African-American,2,0,0,1,F
Female,47,Greater than 45,African-American,1,0,0,1,F
Female,40,Greater than 45,Hispanic,0,0,0,6,F
Female,30,Greater than 45,African-American,0,0,2,9,M
Female,29,25 - 45,African-American,0,0,0,0,F
Female,40,Greater than 45,African-American,0,0,0,0,F
Female,33,25 - 45,African-American,2,0,0,8,F
Female,41,25 - 45,Hispanic,1,0,0,25,F
Female,38,25 - 45,African-American,0,0,0,2,F
Female,39,25 - 45,African-American,2,2,0,9,F
Female,22,Less than 25,African-American,0,0,0,0,F
Female,25,25 - 45,Hispanic,2,0,0,10,F
Female,27,25 - 45,African-American,2,0,0,1,F
Female,29,Less than 25,Hispanic,0,0,0,4,F
Female,24,Less than 25,African-American,0,0,0,1,F
Female,27,25 - 45,African-American,0,0,0,1,F
Female,22,Less than 25,African-American,2,0,2,1,F
Female,23,Less than 25,African-American,0,0,0,2,F
Female,25,Less than 25,African-American,2,0,0,2,F
Female,19,Less than 25,African-American,0,0,0,1,F
Female,23,Less than 25,African-American,0,0,0,4,F
Female,44,Less than 25,Hispanic,0,0,2,5,M
Female,23,Less than 25,African-American,0,0,2,6,F
Female,60,Greater than 45,African-American,0,0,0,0,F
Female,61,Greater than 45,African-American,0,0,0,3,F
Female,44,Greater than 45,African-American,1,0,0,5,F
Female,60,Greater than 45,African-American,0,0,0,1,F
Female,64,Greater than 45,African-American,0,0,0,0,F
Female,61,Greater than 45,Hispanic,0,0,0,10,F
Female,59,Greater than 45,Hispanic,0,0,0,0,M
Female,53,Greater than 45,African-American,0,0,0,0,F
Female,54,Greater than 45,African-American,0,0,0,15,F
Female,39,25 - 45,African-American,0,0,0,1,M
Female,43,25 - 45,African-American,0,0,0,3,F
Female,42,25 - 45,Hispanic,0,0,0,0,F
Female,39,25 - 45,Hispanic,0,0,0,1,F
Female,54,Greater than 45,African-American,0,0,0,24,F
Male,47,Greater than 45,African-American,0,0,0,8,F
Male,36,25 - 45,Caucasian,0,0,0,1,M
Male,29,25 - 45,Caucasian,0,0,0,3,F
Male,20,Less than 25,African-American,2,0,0,2,F
Male,36,25 - 45,African-American,0,0,0,1,M
Male,33,25 - 45,Caucasian,0,0,1,0,F
Male,29,25 - 45,Caucasian,0,0,0,0,F
Male,22,Less than 25,African-American,0,0,1,1,F
Male,42,25 - 45,African-American,0,0,0,0,F
Female,39,25 - 45,Caucasian,0,0,0,2,M
Female,33,25 - 45,Caucasian,0,0,0,6,M
Female,28,25 - 45,African-American,0,0,0,1,M
Female,59,Greater than 45,African-American,0,0,0,9,F
Female,53,Greater than 45,African-American,0,0,0,0,M
Male,52,Greater than 45,Caucasian,0,0,0,12,F
Male,37,25 - 45,Caucasian,0,0,0,0,F
Male,47,Greater than 45,African-American,0,0,0,1,M
Male,19,Less than 25,African-American,2,0,1,2,F
Male,60,Greater than 45,African-American,0,0,0,7,F
Male,39,25 - 45,African-American,0,0,0,2,F
Male,40,Greater than 45,African-American,0,0,0,1,M
Male,25,25 - 45,African-American,1,1,1,8,F
Female,19,Less than 25,Hispanic,0,0,0,1,F
Female,60,Greater than 45,Caucasian,0,0,0,16,F
Female,51,Greater than 45,African-American,0,0,0,1,F
Female,34,25 - 45,African-American,2,0,0,14,F
Female,22,Less than 25,Hispanic,0,1,2,9,F
Female,19,Less than 25,African-American,0,0,0,0,M
Female,47,Greater than 45,African-American,1,0,0,24,F
Female,39,25 - 45,African-American,1,0,0,1,F
Female,27,25 - 45,Hispanic,0,0,2,1,F
Female,55,Greater than 45,African-American,0,0,0,9,F
Female,37,25 - 45,Hispanic,0,0,0,3,F
Male,52,Greater than 45,African-American,0,0,0,10,F
Male,48,Greater than 45,African-American,0,0,0,1,F
Male,33,25 - 45,African-American,1,0,0,4,M
Male,28,25 - 45,African-American,2,0,0,4,F
Male,24,Less than 25,Caucasian,0,0,0,2,M
Male,22,Less than 25,African-American,0,0,0,0,F
Male,19,Less than 25,Caucasian,0,0,0,0,F
Male,62,Greater than 45,African-American,0,0,0,2,M
Male,45,25 - 45,African-American,0,0,0,4,M
Male,34,25 - 45,African-American,2,0,0,2,F
Male,32,25 - 45,African-American,1,0,0,10,F
Male,33,25 - 45,African-American,0,0,0,3,F
Male,39,25 - 45,African-American,1,0,0,10,F
Male,28,25 - 45,African-American,1,0,0,1,F
Male,19,Less than 25,African-American,0,0,0,0,F
Male,64,Greater than 45,African-American,0,0,0,1,F
Male,54,Greater than 45,Caucasian,0,0,0,15,F
Female,38,25 - 45,African-American,1,0,0,1,F
Female,48,Greater than 45,African-American,0,0,0,10,F
Female,34,25 - 45,African-American,1,0,0,2,F
Female,40,25 - 45,African-American,1,0,0,1,M
Female,33,25 - 45,Caucasian,0,0,0,4,F
Male,32,25 - 45,African-American,2,0,0,10,F
Female,25,25 - 45,Caucasian,0,0,0,1,M
Female,22,Less than 25,African-American,0,0,0,6,F
Female,25,Less than 25,African-American,2,0,0,2,F
Male,23,Less than 25,African-American,2,1,1,4,F
Female,61,Greater than 45,African-American,0,0,0,14,F
Female,53,Greater than 45,African-American,1,0,0,9,M
Female,53,Greater than 45,Caucasian,2,1,0,8,F
Male,38,25 - 45,African-American,2,0,0,10,F
Male,33,25 - 45,African-American,1,0,1,2,F
Male,46,Greater than 45,African-American,0,0,0,7,M
Male,29,25 - 45,African-American,1,2,1,9,M
Male,29,25 - 45,African-American,0,0,1,0,F
Male,30,25 - 45,Caucasian,0,0,0,0,M
Male,25,25 - 45,African-American,0,1,0,15,F
Male,22,Less than 25,African-American,0,1,1,3,F
Male,57,Greater than 45,African-American,0,0,0,1,F
Male,53,Greater than 45,Other,0,0,0,0,F
Male,52,Greater than 45,African-American,0,0,0,7,F
Female,36,25 - 45,Caucasian,0,0,0,0,F
Female,37,25 - 45,African-American,0,0,0,0,F
Female,47,Greater than 45,African-American,0,0,0,15,F
Female,39,Greater than 45,African-American,0,0,0,2,F
Female,40,25 - 45,African-American,0,0,0,0,F
Female,29,25 - 45,African-American,0,0,0,1,M
Male,24,25 - 45,African-American,1,0,0,1,F
Male,32,25 - 45,African-American,2,1,3,7,F
Male,60,Greater than 45,African-American,0,0,0,8,F
Male,58,Greater than 45,African-American,0,0,0,8,M
Female,45,25 - 45,African-American,0,0,0,1,F
Female,53,Greater than 45,African-American,0,0,0,0,M
Female,39,25 - 45,African-American,2,0,0,4,F
Female,34,25 - 45,Caucasian,0,0,0,1,F
Female,39,25 - 45,African-American,0,0,0,2,F
Female,23,Less than 25,Caucasian,0,0,0,0,F
Female,59,Greater than 45,Hispanic,0,0,0,0,F
Female,42,25 - 45,Caucasian,0,0,0,5,M
Female,40,25 - 45,Caucasian,0,0,0,1,F
Female,39,25 - 45,Caucasian,0,0,0,0,F
Female,52,Greater than 45,African-American,1,0,0,9,F
Female,33,25 - 45,Hispanic,0,0,0,4,F
Female,40,25 - 45,Hispanic,0,0,0,0,M
Female,42,25 - 45,African-American,1,0,0,1,F
Female,29,25 - 45,African-American,1,0,0,1,F
Female,22,25 - 45,African-American,0,0,0,1,F
Female,27,25 - 45,Hispanic,1,0,0,16,F
Female,22,Less than 25,African-American,0,0,0,0,F
Female,24,Less than 25,African-American,0,0,0,0,F
Female,38,25 - 45,African-American,1,2,2,14,F
Female,53,Greater than 45,African-American,0,0,0,1,F
Female,54,Greater than 45,African-American,0,0,0,0,M
Male,39,25 - 45,African-American,0,0,0,1,F
Male,47,Greater than 45,Caucasian,0,0,0,0,F
Male,52,Greater than 45,Caucasian,0,0,0,25,F
Female,34,25 - 45,Caucasian,0,0,0,0,M
Female,46,Greater than 45,African-American,0,0,0,25,M
Female,46,Greater than 45,Caucasian,0,0,0,2,F
Female,52,Greater than 45,African-American,0,0,0,25,F
Male,41,25 - 45,African-American,0,0,0,1,F
Female,48,Greater than 45,Caucasian,0,0,0,9,F
Male,46,Greater than 45,African-American,1,0,0,1,F
Male,51,Greater than 45,Caucasian,0,0,0,0,F
Male,38,25 - 45,Caucasian,0,0,0,0,F
Male,38,25 - 45,African-American,1,0,0,8,F
Male,39,25 - 45,African-American,0,0,0,1,M
Female,41,25 - 45,Caucasian,0,0,0,0,M
Male,51,Greater than 45,African-American,1,0,0,1,F
Female,43,Greater than 45,African-American,1,0,0,15,M
Female,42,25 - 45,African-American,1,0,0,1,F
Female,22,Less than 25,African-American,2,0,0,0,F
Male,52,Greater than 45,Caucasian,1,0,0,10,F
Male,52,Greater than 45,African-American,0,0,0,15,M
Male,34,25 - 45,African-American,1,0,0,4,M
Male,47,Greater than 45,African-American,1,0,0,9,M
Male,48,Greater than 45,African-American,1,0,0,4,F
Male,33,25 - 45,African-American,0,0,0,0,F
Male,48,Greater than 45,African-American,0,0,0,7,F
Male,48,Greater than 45,Caucasian,1,0,0,4,M
Male,33,25 - 45,African-American,2,0,0,11,F
Male,31,25 - 45,African-American,1,0,0,5,F
Male,40,25 - 45,African-American,0,1,0,2,F
Male,39,25 - 45,African-American,0,0,0,0,F
Male,46,Greater than 45,African-American,0,0,0,7,F
Male,47,Greater than 45,African-American,0,0,0,0,M
Male,29,25 - 45,Caucasian,0,0,0,4,F
Male,27,25 - 45,African-American,0,0,0,2,F
Male,29,25 - 45,African-American,1,0,0,4,F
Male,40,25 - 45,African-American,1,0,0,9,M
Male,40,25 - 45,African-American,0,0,0,0,F
